phase,domain,delta,capacity,policy,n_layer_domain_scopes,mean_residual_cold_expert_fraction,mean_expert_stall_work_reduction,mean_complete_resident_set_hit_coverage,mean_runtime_movement_experts_per_wave,mean_runtime_movement_mib_per_wave,mean_useful_movement_mib_per_wave,mean_wasted_movement_mib_per_wave,mean_useful_movement_fraction,mean_evictions_per_wave,mean_resident_replacement_fraction,mean_expert_oracle_recovery_over_lru,mean_wave_oracle_recovery_over_lru
decode,__domain_balanced__,4,8,domain,48,0.6823640046296297,0.3176359953703704,0.0006200396825396825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10595668665088374,0.018986742424242423
decode,__domain_balanced__,4,8,linear,48,0.6537543402777778,0.34624565972222227,0.0008267195767195767,0.8626405423280423,10.351686507936508,6.164186507936509,4.1875,0.5943485965920124,0.8626405423280423,0.10783006779100529,0.06290153878684229,0.036638589845826686
decode,__domain_balanced__,4,8,lru,48,0.6636904761904762,0.3363095238095238,0.00045469576719576717,0.9995453042328042,11.99454365079365,7.240575396825396,4.753968253968254,0.6036436525820729,0.9995453042328042,0.12494316302910052,0.0,0.0
decode,__domain_balanced__,4,8,oracle,48,0.5026610036375662,0.4973389963624339,0.007936507936507936,0.8825644841269842,10.59077380952381,9.944444444444445,0.6463293650793651,0.9383681380041202,0.8825644841269842,0.11032056051587302,1.0,0.8541666666666666
decode,__domain_balanced__,4,8,static,48,0.7523458167989419,0.24765418320105823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5387211980589715,-0.026885632642211593
decode,__domain_balanced__,4,8,transition,48,0.6869057953042329,0.3130942046957672,0.000992063492063492,0.7025876322751322,8.431051587301587,4.690972222222222,3.740079365079365,0.5619697854763747,0.7025876322751322,0.08782345403439153,-0.13513474057748764,0.07250548245614036
decode,__domain_balanced__,4,16,domain,48,0.4921616650132275,0.5078383349867724,0.036458333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06866618090515515,0.006845664731141294
decode,__domain_balanced__,4,16,linear,48,0.48320209160052907,0.5167979083994709,0.03550760582010582,0.9126570767195767,10.95188492063492,7.256944444444444,3.6949404761904763,0.6609998374747548,0.9126570767195767,0.057041067294973546,-0.03075517281609946,0.0486833113967105
decode,__domain_balanced__,4,16,lru,48,0.47701719576719576,0.5229828042328043,0.030299272486772486,0.9697007275132274,11.63640873015873,8.096230158730158,3.540178571428571,0.6950313763790938,0.9697007275132274,0.060606295469576715,0.0,0.0
decode,__domain_balanced__,4,16,oracle,48,0.30949797453703703,0.6905020254629629,0.1242146164021164,0.7783978174603176,9.340773809523808,8.841269841269842,0.4995039682539682,0.94579488044634,0.7783978174603176,0.04864986359126985,1.0,1.0
decode,__domain_balanced__,4,16,static,48,0.5838500330687831,0.4161499669312169,0.007275132275132275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6368741345271123,-0.215852206397148
decode,__domain_balanced__,4,16,transition,48,0.5016482721560847,0.49835172784391535,0.037078373015873016,0.7879464285714285,9.455357142857142,5.682539682539683,3.7728174603174605,0.5994505562394206,0.7879464285714285,0.04924665178571428,-0.1318934517639566,0.05078556743240994
decode,__domain_balanced__,4,32,domain,48,0.23274222883597884,0.767257771164021,0.2278852513227513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21109637312974058,-0.16067283834302856
decode,__domain_balanced__,4,32,linear,48,0.2455202132936508,0.7544797867063492,0.23586309523809523,0.740286044973545,8.88343253968254,6.517857142857142,2.3655753968253967,0.7303733603110323,0.740286044973545,0.02313393890542328,-0.3588897713697808,-0.14911829358534032
