capacity,lookahead,bandwidth_scale,eligible_waves,cold_demand_experts,mean_cold_experts_per_wave,available_lead_time_ms,measured_expert_transfer_ms,cold_service_headroom,cold_service_pressure,first_order_oracle_stall_reduction,candidate_transfer_amplification,required_benefit,minimum_complete_cold_set_coverage,maximum_profitable_amplification,inverse_window_exists,empty_window_reason
8,3,4.0,104143,499800,4.799170371508406,1.9179329574108124,0.5240960121154785,3.0501162390447645,0.3278563574721926,1.0,1.0,0.5,0.5,2.0,True,
8,3,4.0,104143,499800,4.799170371508406,1.9179329574108124,0.5240960121154785,3.0501162390447645,0.3278563574721926,1.0,2.0,0.5,0.5,2.0,True,
8,3,4.0,104143,499800,4.799170371508406,1.9179329574108124,0.5240960121154785,3.0501162390447645,0.3278563574721926,1.0,4.0,0.5,,2.0,False,speculative_traffic_gate
8,4,0.25,96132,459304,4.777847126867224,2.5572439432144165,0.5240960121154785,0.25531072704563246,3.9167958650686345,0.25531072704563246,1.0,0.25,0.25,1.0212429081825298,True,
8,4,0.25,96132,459304,4.777847126867224,2.5572439432144165,0.5240960121154785,0.25531072704563246,3.9167958650686345,0.25531072704563246,2.0,0.25,,1.0212429081825298,False,insufficient_cold_service_headroom
8,4,0.25,96132,459304,4.777847126867224,2.5572439432144165,0.5240960121154785,0.25531072704563246,3.9167958650686345,0.25531072704563246,4.0,0.25,,1.0212429081825298,False,speculative_traffic_gate
8,4,0.5,96132,459304,4.777847126867224,2.5572439432144165,0.5240960121154785,0.5106214540912649,1.9583979325343173,0.5106214540912649,1.0,0.25531072704563246,0.25531072704563246,2.0,True,
8,4,0.5,96132,459304,4.777847126867224,2.5572439432144165,0.5240960121154785,0.5106214540912649,1.9583979325343173,0.5106214540912649,2.0,0.25531072704563246,0.25531072704563246,2.0,True,
8,4,0.5,96132,459304,4.777847126867224,2.5572439432144165,0.5240960121154785,0.5106214540912649,1.9583979325343173,0.5106214540912649,4.0,0.25531072704563246,,2.0,False,speculative_traffic_gate
8,4,1.0,96132,459304,4.777847126867224,2.5572439432144165,0.5240960121154785,1.0212429081825298,0.9791989662671586,1.0,1.0,0.5,0.5,2.0,True,
8,4,1.0,96132,459304,4.777847126867224,2.5572439432144165,0.5240960121154785,1.0212429081825298,0.9791989662671586,1.0,2.0,0.5,0.5,2.0,True,
8,4,1.0,96132,459304,4.777847126867224,2.5572439432144165,0.5240960121154785,1.0212429081825298,0.9791989662671586,1.0,4.0,0.5,,2.0,False,speculative_traffic_gate
8,4,2.0,96132,459304,4.777847126867224,2.5572439432144165,0.5240960121154785,2.0424858163650597,0.4895994831335793,1.0,1.0,0.5,0.5,2.0,True,
8,4,2.0,96132,459304,4.777847126867224,2.5572439432144165,0.5240960121154785,2.0424858163650597,0.4895994831335793,1.0,2.0,0.5,0.5,2.0,True,
8,4,2.0,96132,459304,4.777847126867224,2.5572439432144165,0.5240960121154785,2.0424858163650597,0.4895994831335793,1.0,4.0,0.5,,2.0,False,speculative_traffic_gate
8,4,4.0,96132,459304,4.777847126867224,2.5572439432144165,0.5240960121154785,4.084971632730119,0.24479974156678966,1.0,1.0,0.5,0.5,2.0,True,
8,4,4.0,96132,459304,4.777847126867224,2.5572439432144165,0.5240960121154785,4.084971632730119,0.24479974156678966,1.0,2.0,0.5,0.5,2.0,True,
8,4,4.0,96132,459304,4.777847126867224,2.5572439432144165,0.5240960121154785,4.084971632730119,0.24479974156678966,1.0,4.0,0.5,,2.0,False,speculative_traffic_gate
8,5,0.25,88121,424874,4.821484095732004,3.1965549290180206,0.5240960121154785,0.31625003822815684,3.162054953740608,0.31625003822815684,1.0,0.25,0.25,1.2650001529126274,True,
8,5,0.25,88121,424874,4.821484095732004,3.1965549290180206,0.5240960121154785,0.31625003822815684,3.162054953740608,0.31625003822815684,2.0,0.25,,1.2650001529126274,False,insufficient_cold_service_headroom
8,5,0.25,88121,424874,4.821484095732004,3.1965549290180206,0.5240960121154785,0.31625003822815684,3.162054953740608,0.31625003822815684,4.0,0.25,,1.2650001529126274,False,speculative_traffic_gate
8,5,0.5,88121,424874,4.821484095732004,3.1965549290180206,0.5240960121154785,0.6325000764563137,1.581027476870304,0.6325000764563137,1.0,0.31625003822815684,0.31625003822815684,2.0,True,
8,5,0.5,88121,424874,4.821484095732004,3.1965549290180206,0.5240960121154785,0.6325000764563137,1.581027476870304,0.6325000764563137,2.0,0.31625003822815684,0.31625003822815684,2.0,True,
