capacity,bandwidth_scale,candidate_transfer_amplification,complete_cold_set_coverage,profitable_lookahead_count,minimum_profitable_lookahead,maximum_profitable_lookahead,profitable_lookaheads,window_exists
8,0.25,1.0,0.0,0,,,,False
8,0.25,1.0,0.01,0,,,,False
8,0.25,1.0,0.02,0,,,,False
8,0.25,1.0,0.03,0,,,,False
8,0.25,1.0,0.04,0,,,,False
8,0.25,1.0,0.05,0,,,,False
8,0.25,1.0,0.06,0,,,,False
8,0.25,1.0,0.07,0,,,,False
8,0.25,1.0,0.08,0,,,,False
8,0.25,1.0,0.09,0,,,,False
8,0.25,1.0,0.1,0,,,,False
8,0.25,1.0,0.11,0,,,,False
8,0.25,1.0,0.12,0,,,,False
8,0.25,1.0,0.13,0,,,,False
8,0.25,1.0,0.14,0,,,,False
8,0.25,1.0,0.15,0,,,,False
8,0.25,1.0,0.16,0,,,,False
8,0.25,1.0,0.17,0,,,,False
8,0.25,1.0,0.18,0,,,,False
8,0.25,1.0,0.19,0,,,,False
8,0.25,1.0,0.2,0,,,,False
8,0.25,1.0,0.21,0,,,,False
8,0.25,1.0,0.22,0,,,,False
8,0.25,1.0,0.23,0,,,,False
8,0.25,1.0,0.24,0,,,,False
8,0.25,1.0,0.25,5,4,8,"4,5,6,7,8",True
8,0.25,1.0,0.26,5,4,8,"4,5,6,7,8",True
8,0.25,1.0,0.27,5,4,8,"4,5,6,7,8",True
8,0.25,1.0,0.28,6,4,9,"4,5,6,7,8,9",True
8,0.25,1.0,0.29,6,4,9,"4,5,6,7,8,9",True
8,0.25,1.0,0.3,7,4,10,"4,5,6,7,8,9,10",True
8,0.25,1.0,0.31,7,4,10,"4,5,6,7,8,9,10",True
8,0.25,1.0,0.32,7,4,10,"4,5,6,7,8,9,10",True
8,0.25,1.0,0.33,7,4,10,"4,5,6,7,8,9,10",True
8,0.25,1.0,0.34,8,4,11,"4,5,6,7,8,9,10,11",True
8,0.25,1.0,0.35000000000000003,8,4,11,"4,5,6,7,8,9,10,11",True
8,0.25,1.0,0.36,8,4,11,"4,5,6,7,8,9,10,11",True
8,0.25,1.0,0.37,9,4,12,"4,5,6,7,8,9,10,11,12",True
8,0.25,1.0,0.38,9,4,12,"4,5,6,7,8,9,10,11,12",True
8,0.25,1.0,0.39,10,4,13,"4,5,6,7,8,9,10,11,12,13",True
8,0.25,1.0,0.4,10,4,13,"4,5,6,7,8,9,10,11,12,13",True
8,0.25,1.0,0.41000000000000003,11,4,14,"4,5,6,7,8,9,10,11,12,13,14",True
8,0.25,1.0,0.42,11,4,14,"4,5,6,7,8,9,10,11,12,13,14",True
8,0.25,1.0,0.43,11,4,14,"4,5,6,7,8,9,10,11,12,13,14",True
8,0.25,1.0,0.44,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.45,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.46,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.47000000000000003,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.48,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.49,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.5,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.51,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.52,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.53,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.54,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.55,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.56,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.5700000000000001,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.58,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.59,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.6,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.61,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.62,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.63,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.64,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.65,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.66,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.67,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.68,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.6900000000000001,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.7000000000000001,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.71,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.72,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.73,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.74,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.75,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.76,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.77,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.78,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.79,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.8,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.81,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.8200000000000001,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.8300000000000001,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.84,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.85,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.86,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.87,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.88,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.89,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.9,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.91,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.92,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.93,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.9400000000000001,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.9500000000000001,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.96,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.97,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.98,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,0.99,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,1.0,1.0,12,4,15,"4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.25,2.0,0.0,0,,,,False
8,0.25,2.0,0.01,0,,,,False
8,0.25,2.0,0.02,0,,,,False
8,0.25,2.0,0.03,0,,,,False
8,0.25,2.0,0.04,0,,,,False
8,0.25,2.0,0.05,0,,,,False
8,0.25,2.0,0.06,0,,,,False
8,0.25,2.0,0.07,0,,,,False
8,0.25,2.0,0.08,0,,,,False
8,0.25,2.0,0.09,0,,,,False
8,0.25,2.0,0.1,0,,,,False
8,0.25,2.0,0.11,0,,,,False
8,0.25,2.0,0.12,0,,,,False
8,0.25,2.0,0.13,0,,,,False
8,0.25,2.0,0.14,0,,,,False
8,0.25,2.0,0.15,0,,,,False
8,0.25,2.0,0.16,0,,,,False
8,0.25,2.0,0.17,0,,,,False
8,0.25,2.0,0.18,0,,,,False
8,0.25,2.0,0.19,0,,,,False
8,0.25,2.0,0.2,0,,,,False
8,0.25,2.0,0.21,0,,,,False
8,0.25,2.0,0.22,0,,,,False
8,0.25,2.0,0.23,0,,,,False
8,0.25,2.0,0.24,0,,,,False
8,0.25,2.0,0.25,0,,,,False
8,0.25,2.0,0.26,0,,,,False
8,0.25,2.0,0.27,0,,,,False
8,0.25,2.0,0.28,1,9,9,9,True
8,0.25,2.0,0.29,1,9,9,9,True
8,0.25,2.0,0.3,2,9,10,"9,10",True
8,0.25,2.0,0.31,2,9,10,"9,10",True
8,0.25,2.0,0.32,2,9,10,"9,10",True
8,0.25,2.0,0.33,2,9,10,"9,10",True
8,0.25,2.0,0.34,3,9,11,"9,10,11",True
8,0.25,2.0,0.35000000000000003,3,9,11,"9,10,11",True
8,0.25,2.0,0.36,3,9,11,"9,10,11",True
8,0.25,2.0,0.37,4,9,12,"9,10,11,12",True
8,0.25,2.0,0.38,4,9,12,"9,10,11,12",True
8,0.25,2.0,0.39,5,9,13,"9,10,11,12,13",True
8,0.25,2.0,0.4,5,9,13,"9,10,11,12,13",True
8,0.25,2.0,0.41000000000000003,6,9,14,"9,10,11,12,13,14",True
8,0.25,2.0,0.42,6,9,14,"9,10,11,12,13,14",True
8,0.25,2.0,0.43,6,9,14,"9,10,11,12,13,14",True
8,0.25,2.0,0.44,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.45,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.46,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.47000000000000003,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.48,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.49,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.5,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.51,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.52,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.53,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.54,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.55,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.56,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.5700000000000001,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.58,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.59,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.6,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.61,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.62,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.63,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.64,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.65,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.66,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.67,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.68,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.6900000000000001,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.7000000000000001,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.71,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.72,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.73,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.74,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.75,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.76,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.77,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.78,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.79,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.8,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.81,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.8200000000000001,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.8300000000000001,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.84,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.85,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.86,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.87,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.88,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.89,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.9,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.91,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.92,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.93,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.9400000000000001,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.9500000000000001,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.96,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.97,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.98,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,0.99,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,2.0,1.0,7,9,15,"9,10,11,12,13,14,15",True
8,0.25,4.0,0.0,0,,,,False
8,0.25,4.0,0.01,0,,,,False
8,0.25,4.0,0.02,0,,,,False
8,0.25,4.0,0.03,0,,,,False
8,0.25,4.0,0.04,0,,,,False
8,0.25,4.0,0.05,0,,,,False
8,0.25,4.0,0.06,0,,,,False
8,0.25,4.0,0.07,0,,,,False
8,0.25,4.0,0.08,0,,,,False
8,0.25,4.0,0.09,0,,,,False
8,0.25,4.0,0.1,0,,,,False
8,0.25,4.0,0.11,0,,,,False
8,0.25,4.0,0.12,0,,,,False
8,0.25,4.0,0.13,0,,,,False
8,0.25,4.0,0.14,0,,,,False
8,0.25,4.0,0.15,0,,,,False
8,0.25,4.0,0.16,0,,,,False
8,0.25,4.0,0.17,0,,,,False
8,0.25,4.0,0.18,0,,,,False
8,0.25,4.0,0.19,0,,,,False
8,0.25,4.0,0.2,0,,,,False
8,0.25,4.0,0.21,0,,,,False
8,0.25,4.0,0.22,0,,,,False
8,0.25,4.0,0.23,0,,,,False
8,0.25,4.0,0.24,0,,,,False
8,0.25,4.0,0.25,0,,,,False
8,0.25,4.0,0.26,0,,,,False
8,0.25,4.0,0.27,0,,,,False
8,0.25,4.0,0.28,0,,,,False
8,0.25,4.0,0.29,0,,,,False
8,0.25,4.0,0.3,0,,,,False
8,0.25,4.0,0.31,0,,,,False
8,0.25,4.0,0.32,0,,,,False
8,0.25,4.0,0.33,0,,,,False
8,0.25,4.0,0.34,0,,,,False
8,0.25,4.0,0.35000000000000003,0,,,,False
8,0.25,4.0,0.36,0,,,,False
8,0.25,4.0,0.37,0,,,,False
8,0.25,4.0,0.38,0,,,,False
8,0.25,4.0,0.39,0,,,,False
8,0.25,4.0,0.4,0,,,,False
8,0.25,4.0,0.41000000000000003,0,,,,False
8,0.25,4.0,0.42,0,,,,False
8,0.25,4.0,0.43,0,,,,False
8,0.25,4.0,0.44,0,,,,False
8,0.25,4.0,0.45,0,,,,False
8,0.25,4.0,0.46,0,,,,False
8,0.25,4.0,0.47000000000000003,0,,,,False
8,0.25,4.0,0.48,0,,,,False
8,0.25,4.0,0.49,0,,,,False
8,0.25,4.0,0.5,0,,,,False
8,0.25,4.0,0.51,0,,,,False
8,0.25,4.0,0.52,0,,,,False
8,0.25,4.0,0.53,0,,,,False
8,0.25,4.0,0.54,0,,,,False
8,0.25,4.0,0.55,0,,,,False
8,0.25,4.0,0.56,0,,,,False
8,0.25,4.0,0.5700000000000001,0,,,,False
8,0.25,4.0,0.58,0,,,,False
8,0.25,4.0,0.59,0,,,,False
8,0.25,4.0,0.6,0,,,,False
8,0.25,4.0,0.61,0,,,,False
8,0.25,4.0,0.62,0,,,,False
8,0.25,4.0,0.63,0,,,,False
8,0.25,4.0,0.64,0,,,,False
8,0.25,4.0,0.65,0,,,,False
8,0.25,4.0,0.66,0,,,,False
8,0.25,4.0,0.67,0,,,,False
8,0.25,4.0,0.68,0,,,,False
8,0.25,4.0,0.6900000000000001,0,,,,False
8,0.25,4.0,0.7000000000000001,0,,,,False
8,0.25,4.0,0.71,0,,,,False
8,0.25,4.0,0.72,0,,,,False
8,0.25,4.0,0.73,0,,,,False
8,0.25,4.0,0.74,0,,,,False
8,0.25,4.0,0.75,0,,,,False
8,0.25,4.0,0.76,0,,,,False
8,0.25,4.0,0.77,0,,,,False
8,0.25,4.0,0.78,0,,,,False
8,0.25,4.0,0.79,0,,,,False
8,0.25,4.0,0.8,0,,,,False
8,0.25,4.0,0.81,0,,,,False
8,0.25,4.0,0.8200000000000001,0,,,,False
8,0.25,4.0,0.8300000000000001,0,,,,False
8,0.25,4.0,0.84,0,,,,False
8,0.25,4.0,0.85,0,,,,False
8,0.25,4.0,0.86,0,,,,False
8,0.25,4.0,0.87,0,,,,False
8,0.25,4.0,0.88,0,,,,False
8,0.25,4.0,0.89,0,,,,False
8,0.25,4.0,0.9,0,,,,False
8,0.25,4.0,0.91,0,,,,False
8,0.25,4.0,0.92,0,,,,False
8,0.25,4.0,0.93,0,,,,False
8,0.25,4.0,0.9400000000000001,0,,,,False
8,0.25,4.0,0.9500000000000001,0,,,,False
8,0.25,4.0,0.96,0,,,,False
8,0.25,4.0,0.97,0,,,,False
8,0.25,4.0,0.98,0,,,,False
8,0.25,4.0,0.99,0,,,,False
8,0.25,4.0,1.0,0,,,,False
8,0.5,1.0,0.0,0,,,,False
8,0.5,1.0,0.01,0,,,,False
8,0.5,1.0,0.02,0,,,,False
8,0.5,1.0,0.03,0,,,,False
8,0.5,1.0,0.04,0,,,,False
8,0.5,1.0,0.05,0,,,,False
8,0.5,1.0,0.06,0,,,,False
8,0.5,1.0,0.07,0,,,,False
8,0.5,1.0,0.08,0,,,,False
8,0.5,1.0,0.09,0,,,,False
8,0.5,1.0,0.1,0,,,,False
8,0.5,1.0,0.11,0,,,,False
8,0.5,1.0,0.12,0,,,,False
8,0.5,1.0,0.13,0,,,,False
8,0.5,1.0,0.14,0,,,,False
8,0.5,1.0,0.15,0,,,,False
8,0.5,1.0,0.16,0,,,,False
8,0.5,1.0,0.17,0,,,,False
8,0.5,1.0,0.18,0,,,,False
8,0.5,1.0,0.19,0,,,,False
8,0.5,1.0,0.2,0,,,,False
8,0.5,1.0,0.21,0,,,,False
8,0.5,1.0,0.22,0,,,,False
8,0.5,1.0,0.23,0,,,,False
8,0.5,1.0,0.24,0,,,,False
8,0.5,1.0,0.25,2,2,3,"2,3",True
8,0.5,1.0,0.26,3,2,4,"2,3,4",True
8,0.5,1.0,0.27,3,2,4,"2,3,4",True
8,0.5,1.0,0.28,3,2,4,"2,3,4",True
8,0.5,1.0,0.29,3,2,4,"2,3,4",True
8,0.5,1.0,0.3,3,2,4,"2,3,4",True
8,0.5,1.0,0.31,3,2,4,"2,3,4",True
8,0.5,1.0,0.32,4,2,5,"2,3,4,5",True
8,0.5,1.0,0.33,4,2,5,"2,3,4,5",True
8,0.5,1.0,0.34,4,2,5,"2,3,4,5",True
8,0.5,1.0,0.35000000000000003,4,2,5,"2,3,4,5",True
8,0.5,1.0,0.36,4,2,5,"2,3,4,5",True
8,0.5,1.0,0.37,4,2,5,"2,3,4,5",True
8,0.5,1.0,0.38,5,2,6,"2,3,4,5,6",True
8,0.5,1.0,0.39,5,2,6,"2,3,4,5,6",True
8,0.5,1.0,0.4,5,2,6,"2,3,4,5,6",True
8,0.5,1.0,0.41000000000000003,5,2,6,"2,3,4,5,6",True
8,0.5,1.0,0.42,5,2,6,"2,3,4,5,6",True
8,0.5,1.0,0.43,5,2,6,"2,3,4,5,6",True
8,0.5,1.0,0.44,6,2,7,"2,3,4,5,6,7",True
8,0.5,1.0,0.45,6,2,7,"2,3,4,5,6,7",True
8,0.5,1.0,0.46,6,2,7,"2,3,4,5,6,7",True
8,0.5,1.0,0.47000000000000003,6,2,7,"2,3,4,5,6,7",True
8,0.5,1.0,0.48,6,2,7,"2,3,4,5,6,7",True
8,0.5,1.0,0.49,7,2,8,"2,3,4,5,6,7,8",True
8,0.5,1.0,0.5,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.51,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.52,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.53,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.54,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.55,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.56,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.5700000000000001,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.58,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.59,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.6,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.61,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.62,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.63,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.64,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.65,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.66,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.67,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.68,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.6900000000000001,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.7000000000000001,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.71,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.72,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.73,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.74,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.75,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.76,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.77,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.78,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.79,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.8,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.81,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.8200000000000001,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.8300000000000001,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.84,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.85,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.86,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.87,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.88,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.89,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.9,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.91,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.92,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.93,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.9400000000000001,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.9500000000000001,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.96,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.97,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.98,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,0.99,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,1.0,1.0,14,2,15,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",True
8,0.5,2.0,0.0,0,,,,False
8,0.5,2.0,0.01,0,,,,False
8,0.5,2.0,0.02,0,,,,False
8,0.5,2.0,0.03,0,,,,False
8,0.5,2.0,0.04,0,,,,False
8,0.5,2.0,0.05,0,,,,False
8,0.5,2.0,0.06,0,,,,False
8,0.5,2.0,0.07,0,,,,False
8,0.5,2.0,0.08,0,,,,False
8,0.5,2.0,0.09,0,,,,False
8,0.5,2.0,0.1,0,,,,False
8,0.5,2.0,0.11,0,,,,False
8,0.5,2.0,0.12,0,,,,False
8,0.5,2.0,0.13,0,,,,False
8,0.5,2.0,0.14,0,,,,False
8,0.5,2.0,0.15,0,,,,False
8,0.5,2.0,0.16,0,,,,False
8,0.5,2.0,0.17,0,,,,False
8,0.5,2.0,0.18,0,,,,False
8,0.5,2.0,0.19,0,,,,False
8,0.5,2.0,0.2,0,,,,False
8,0.5,2.0,0.21,0,,,,False
8,0.5,2.0,0.22,0,,,,False
8,0.5,2.0,0.23,0,,,,False
8,0.5,2.0,0.24,0,,,,False
8,0.5,2.0,0.25,0,,,,False
