capacity_experts_per_layer,lookahead_layers,bandwidth_gbps,requested_amplification,commit_slack_layer_intervals,transfer_concurrency,expert_transfer_ms,lead_time_ms,complete_expert_objects_before_deadline,complete_payload_mib_before_deadline,zero_post_commit_wait_required,evidence
8,9,24.1354255944,2.0,0.25,1,0.5241011926861662,5.913626618683338,11,132.0,True,analytical_hypothetical_hardware
8,9,24.1354255944,2.0,0.25,2,0.5241011926861662,5.913626618683338,22,264.0,True,analytical_hypothetical_hardware
8,9,24.1354255944,2.0,0.25,4,0.5241011926861662,5.913626618683338,44,528.0,True,analytical_hypothetical_hardware
8,9,24.1354255944,2.0,0.5,1,0.5241011926861662,6.073454365134239,11,132.0,True,analytical_hypothetical_hardware
8,9,24.1354255944,2.0,0.5,2,0.5241011926861662,6.073454365134239,22,264.0,True,analytical_hypothetical_hardware
8,9,24.1354255944,2.0,0.5,4,0.5241011926861662,6.073454365134239,44,528.0,True,analytical_hypothetical_hardware
8,9,24.1354255944,2.0,1.0,1,0.5241011926861662,6.393109858036041,12,144.0,True,analytical_hypothetical_hardware
8,9,24.1354255944,2.0,1.0,2,0.5241011926861662,6.393109858036041,24,288.0,True,analytical_hypothetical_hardware
8,9,24.1354255944,2.0,1.0,4,0.5241011926861662,6.393109858036041,48,576.0,True,analytical_hypothetical_hardware
8,9,24.1354255944,4.0,0.0,1,0.5241011926861662,5.753798872232437,10,120.0,True,analytical_hypothetical_hardware
8,9,24.1354255944,4.0,0.0,2,0.5241011926861662,5.753798872232437,20,240.0,True,analytical_hypothetical_hardware
8,9,24.1354255944,4.0,0.0,4,0.5241011926861662,5.753798872232437,40,480.0,True,analytical_hypothetical_hardware
8,9,24.1354255944,4.0,0.25,1,0.5241011926861662,5.913626618683338,11,132.0,True,analytical_hypothetical_hardware
8,9,24.1354255944,4.0,0.25,2,0.5241011926861662,5.913626618683338,22,264.0,True,analytical_hypothetical_hardware
8,9,24.1354255944,4.0,0.25,4,0.5241011926861662,5.913626618683338,44,528.0,True,analytical_hypothetical_hardware
8,9,24.1354255944,4.0,0.5,1,0.5241011926861662,6.073454365134239,11,132.0,True,analytical_hypothetical_hardware
8,9,24.1354255944,4.0,0.5,2,0.5241011926861662,6.073454365134239,22,264.0,True,analytical_hypothetical_hardware
8,9,24.1354255944,4.0,0.5,4,0.5241011926861662,6.073454365134239,44,528.0,True,analytical_hypothetical_hardware
8,9,24.1354255944,4.0,1.0,1,0.5241011926861662,6.393109858036041,12,144.0,True,analytical_hypothetical_hardware
8,9,24.1354255944,4.0,1.0,2,0.5241011926861662,6.393109858036041,24,288.0,True,analytical_hypothetical_hardware
8,9,24.1354255944,4.0,1.0,4,0.5241011926861662,6.393109858036041,48,576.0,True,analytical_hypothetical_hardware
8,9,64.0,1.0,0.0,1,0.1993630100475,5.753798872232437,28,336.0,True,analytical_hypothetical_hardware
8,9,64.0,1.0,0.0,2,0.1993630100475,5.753798872232437,56,672.0,True,analytical_hypothetical_hardware
8,9,64.0,1.0,0.0,4,0.1993630100475,5.753798872232437,112,1344.0,True,analytical_hypothetical_hardware
8,9,64.0,1.0,0.25,1,0.1993630100475,5.913626618683338,29,348.0,True,analytical_hypothetical_hardware
8,9,64.0,1.0,0.25,2,0.1993630100475,5.913626618683338,58,696.0,True,analytical_hypothetical_hardware
8,9,64.0,1.0,0.25,4,0.1993630100475,5.913626618683338,116,1392.0,True,analytical_hypothetical_hardware
8,9,64.0,1.0,0.5,1,0.1993630100475,6.073454365134239,30,360.0,True,analytical_hypothetical_hardware
8,9,64.0,1.0,0.5,2,0.1993630100475,6.073454365134239,60,720.0,True,analytical_hypothetical_hardware
8,9,64.0,1.0,0.5,4,0.1993630100475,6.073454365134239,120,1440.0,True,analytical_hypothetical_hardware
8,9,64.0,1.0,1.0,1,0.1993630100475,6.393109858036041,32,384.0,True,analytical_hypothetical_hardware
8,9,64.0,1.0,1.0,2,0.1993630100475,6.393109858036041,64,768.0,True,analytical_hypothetical_hardware
8,9,64.0,1.0,1.0,4,0.1993630100475,6.393109858036041,128,1536.0,True,analytical_hypothetical_hardware
8,9,64.0,1.5,0.0,1,0.1993630100475,5.753798872232437,28,336.0,True,analytical_hypothetical_hardware
8,9,64.0,1.5,0.0,2,0.1993630100475,5.753798872232437,56,672.0,True,analytical_hypothetical_hardware
8,9,64.0,1.5,0.0,4,0.1993630100475,5.753798872232437,112,1344.0,True,analytical_hypothetical_hardware
8,9,64.0,1.5,0.25,1,0.1993630100475,5.913626618683338,29,348.0,True,analytical_hypothetical_hardware
8,9,64.0,1.5,0.25,2,0.1993630100475,5.913626618683338,58,696.0,True,analytical_hypothetical_hardware
8,9,64.0,1.5,0.25,4,0.1993630100475,5.913626618683338,116,1392.0,True,analytical_hypothetical_hardware
8,9,64.0,1.5,0.5,1,0.1993630100475,6.073454365134239,30,360.0,True,analytical_hypothetical_hardware
8,9,64.0,1.5,0.5,2,0.1993630100475,6.073454365134239,60,720.0,True,analytical_hypothetical_hardware
8,9,64.0,1.5,0.5,4,0.1993630100475,6.073454365134239,120,1440.0,True,analytical_hypothetical_hardware
8,9,64.0,1.5,1.0,1,0.1993630100475,6.393109858036041,32,384.0,True,analytical_hypothetical_hardware
8,9,64.0,1.5,1.0,2,0.1993630100475,6.393109858036041,64,768.0,True,analytical_hypothetical_hardware
8,9,64.0,1.5,1.0,4,0.1993630100475,6.393109858036041,128,1536.0,True,analytical_hypothetical_hardware
8,9,64.0,2.0,0.0,1,0.1993630100475,5.753798872232437,28,336.0,True,analytical_hypothetical_hardware
8,9,64.0,2.0,0.0,2,0.1993630100475,5.753798872232437,56,672.0,True,analytical_hypothetical_hardware
8,9,64.0,2.0,0.0,4,0.1993630100475,5.753798872232437,112,1344.0,True,analytical_hypothetical_hardware
8,9,64.0,2.0,0.25,1,0.1993630100475,5.913626618683338,29,348.0,True,analytical_hypothetical_hardware
8,9,64.0,2.0,0.25,2,0.1993630100475,5.913626618683338,58,696.0,True,analytical_hypothetical_hardware
8,9,64.0,2.0,0.25,4,0.1993630100475,5.913626618683338,116,1392.0,True,analytical_hypothetical_hardware
8,9,64.0,2.0,0.5,1,0.1993630100475,6.073454365134239,30,360.0,True,analytical_hypothetical_hardware
8,9,64.0,2.0,0.5,2,0.1993630100475,6.073454365134239,60,720.0,True,analytical_hypothetical_hardware
8,9,64.0,2.0,0.5,4,0.1993630100475,6.073454365134239,120,1440.0,True,analytical_hypothetical_hardware
8,9,64.0,2.0,1.0,1,0.1993630100475,6.393109858036041,32,384.0,True,analytical_hypothetical_hardware
8,9,64.0,2.0,1.0,2,0.1993630100475,6.393109858036041,64,768.0,True,analytical_hypothetical_hardware
8,9,64.0,2.0,1.0,4,0.1993630100475,6.393109858036041,128,1536.0,True,analytical_hypothetical_hardware
8,9,64.0,4.0,0.0,1,0.1993630100475,5.753798872232437,28,336.0,True,analytical_hypothetical_hardware
8,9,64.0,4.0,0.0,2,0.1993630100475,5.753798872232437,56,672.0,True,analytical_hypothetical_hardware
8,9,64.0,4.0,0.0,4,0.1993630100475,5.753798872232437,112,1344.0,True,analytical_hypothetical_hardware
8,9,64.0,4.0,0.25,1,0.1993630100475,5.913626618683338,29,348.0,True,analytical_hypothetical_hardware
8,9,64.0,4.0,0.25,2,0.1993630100475,5.913626618683338,58,696.0,True,analytical_hypothetical_hardware
8,9,64.0,4.0,0.25,4,0.1993630100475,5.913626618683338,116,1392.0,True,analytical_hypothetical_hardware
8,9,64.0,4.0,0.5,1,0.1993630100475,6.073454365134239,30,360.0,True,analytical_hypothetical_hardware
8,9,64.0,4.0,0.5,2,0.1993630100475,6.073454365134239,60,720.0,True,analytical_hypothetical_hardware
8,9,64.0,4.0,0.5,4,0.1993630100475,6.073454365134239,120,1440.0,True,analytical_hypothetical_hardware
8,9,64.0,4.0,1.0,1,0.1993630100475,6.393109858036041,32,384.0,True,analytical_hypothetical_hardware
8,9,64.0,4.0,1.0,2,0.1993630100475,6.393109858036041,64,768.0,True,analytical_hypothetical_hardware
8,9,64.0,4.0,1.0,4,0.1993630100475,6.393109858036041,128,1536.0,True,analytical_hypothetical_hardware
8,9,128.0,1.0,0.0,1,0.10105901004750001,5.753798872232437,56,672.0,True,analytical_hypothetical_hardware
8,9,128.0,1.0,0.0,2,0.10105901004750001,5.753798872232437,112,1344.0,True,analytical_hypothetical_hardware
8,9,128.0,1.0,0.0,4,0.10105901004750001,5.753798872232437,224,2688.0,True,analytical_hypothetical_hardware
8,9,128.0,1.0,0.25,1,0.10105901004750001,5.913626618683338,58,696.0,True,analytical_hypothetical_hardware
8,9,128.0,1.0,0.25,2,0.10105901004750001,5.913626618683338,116,1392.0,True,analytical_hypothetical_hardware
8,9,128.0,1.0,0.25,4,0.10105901004750001,5.913626618683338,232,2784.0,True,analytical_hypothetical_hardware
8,9,128.0,1.0,0.5,1,0.10105901004750001,6.073454365134239,60,720.0,True,analytical_hypothetical_hardware
8,9,128.0,1.0,0.5,2,0.10105901004750001,6.073454365134239,120,1440.0,True,analytical_hypothetical_hardware
8,9,128.0,1.0,0.5,4,0.10105901004750001,6.073454365134239,240,2880.0,True,analytical_hypothetical_hardware
8,9,128.0,1.0,1.0,1,0.10105901004750001,6.393109858036041,63,756.0,True,analytical_hypothetical_hardware
8,9,128.0,1.0,1.0,2,0.10105901004750001,6.393109858036041,126,1512.0,True,analytical_hypothetical_hardware
8,9,128.0,1.0,1.0,4,0.10105901004750001,6.393109858036041,252,3024.0,True,analytical_hypothetical_hardware
8,9,128.0,1.5,0.0,1,0.10105901004750001,5.753798872232437,56,672.0,True,analytical_hypothetical_hardware
8,9,128.0,1.5,0.0,2,0.10105901004750001,5.753798872232437,112,1344.0,True,analytical_hypothetical_hardware
8,9,128.0,1.5,0.0,4,0.10105901004750001,5.753798872232437,224,2688.0,True,analytical_hypothetical_hardware
8,9,128.0,1.5,0.25,1,0.10105901004750001,5.913626618683338,58,696.0,True,analytical_hypothetical_hardware
8,9,128.0,1.5,0.25,2,0.10105901004750001,5.913626618683338,116,1392.0,True,analytical_hypothetical_hardware
8,9,128.0,1.5,0.25,4,0.10105901004750001,5.913626618683338,232,2784.0,True,analytical_hypothetical_hardware
8,9,128.0,1.5,0.5,1,0.10105901004750001,6.073454365134239,60,720.0,True,analytical_hypothetical_hardware
8,9,128.0,1.5,0.5,2,0.10105901004750001,6.073454365134239,120,1440.0,True,analytical_hypothetical_hardware
8,9,128.0,1.5,0.5,4,0.10105901004750001,6.073454365134239,240,2880.0,True,analytical_hypothetical_hardware
8,9,128.0,1.5,1.0,1,0.10105901004750001,6.393109858036041,63,756.0,True,analytical_hypothetical_hardware
8,9,128.0,1.5,1.0,2,0.10105901004750001,6.393109858036041,126,1512.0,True,analytical_hypothetical_hardware
8,9,128.0,1.5,1.0,4,0.10105901004750001,6.393109858036041,252,3024.0,True,analytical_hypothetical_hardware
8,9,128.0,2.0,0.0,1,0.10105901004750001,5.753798872232437,56,672.0,True,analytical_hypothetical_hardware
8,9,128.0,2.0,0.0,2,0.10105901004750001,5.753798872232437,112,1344.0,True,analytical_hypothetical_hardware
8,9,128.0,2.0,0.0,4,0.10105901004750001,5.753798872232437,224,2688.0,True,analytical_hypothetical_hardware
8,9,128.0,2.0,0.25,1,0.10105901004750001,5.913626618683338,58,696.0,True,analytical_hypothetical_hardware
8,9,128.0,2.0,0.25,2,0.10105901004750001,5.913626618683338,116,1392.0,True,analytical_hypothetical_hardware
8,9,128.0,2.0,0.25,4,0.10105901004750001,5.913626618683338,232,2784.0,True,analytical_hypothetical_hardware
8,9,128.0,2.0,0.5,1,0.10105901004750001,6.073454365134239,60,720.0,True,analytical_hypothetical_hardware
8,9,128.0,2.0,0.5,2,0.10105901004750001,6.073454365134239,120,1440.0,True,analytical_hypothetical_hardware
8,9,128.0,2.0,0.5,4,0.10105901004750001,6.073454365134239,240,2880.0,True,analytical_hypothetical_hardware
8,9,128.0,2.0,1.0,1,0.10105901004750001,6.393109858036041,63,756.0,True,analytical_hypothetical_hardware
8,9,128.0,2.0,1.0,2,0.10105901004750001,6.393109858036041,126,1512.0,True,analytical_hypothetical_hardware
8,9,128.0,2.0,1.0,4,0.10105901004750001,6.393109858036041,252,3024.0,True,analytical_hypothetical_hardware
8,9,128.0,4.0,0.0,1,0.10105901004750001,5.753798872232437,56,672.0,True,analytical_hypothetical_hardware
8,9,128.0,4.0,0.0,2,0.10105901004750001,5.753798872232437,112,1344.0,True,analytical_hypothetical_hardware
8,9,128.0,4.0,0.0,4,0.10105901004750001,5.753798872232437,224,2688.0,True,analytical_hypothetical_hardware
8,9,128.0,4.0,0.25,1,0.10105901004750001,5.913626618683338,58,696.0,True,analytical_hypothetical_hardware
8,9,128.0,4.0,0.25,2,0.10105901004750001,5.913626618683338,116,1392.0,True,analytical_hypothetical_hardware
8,9,128.0,4.0,0.25,4,0.10105901004750001,5.913626618683338,232,2784.0,True,analytical_hypothetical_hardware
8,9,128.0,4.0,0.5,1,0.10105901004750001,6.073454365134239,60,720.0,True,analytical_hypothetical_hardware
8,9,128.0,4.0,0.5,2,0.10105901004750001,6.073454365134239,120,1440.0,True,analytical_hypothetical_hardware
8,9,128.0,4.0,0.5,4,0.10105901004750001,6.073454365134239,240,2880.0,True,analytical_hypothetical_hardware
8,9,128.0,4.0,1.0,1,0.10105901004750001,6.393109858036041,63,756.0,True,analytical_hypothetical_hardware
8,9,128.0,4.0,1.0,2,0.10105901004750001,6.393109858036041,126,1512.0,True,analytical_hypothetical_hardware
8,9,128.0,4.0,1.0,4,0.10105901004750001,6.393109858036041,252,3024.0,True,analytical_hypothetical_hardware
8,9,256.0,1.0,0.0,1,0.0519070100475,5.753798872232437,110,1320.0,True,analytical_hypothetical_hardware
8,9,256.0,1.0,0.0,2,0.0519070100475,5.753798872232437,220,2640.0,True,analytical_hypothetical_hardware
8,9,256.0,1.0,0.0,4,0.0519070100475,5.753798872232437,440,5280.0,True,analytical_hypothetical_hardware
8,9,256.0,1.0,0.25,1,0.0519070100475,5.913626618683338,113,1356.0,True,analytical_hypothetical_hardware
8,9,256.0,1.0,0.25,2,0.0519070100475,5.913626618683338,226,2712.0,True,analytical_hypothetical_hardware
8,9,256.0,1.0,0.25,4,0.0519070100475,5.913626618683338,452,5424.0,True,analytical_hypothetical_hardware
8,9,256.0,1.0,0.5,1,0.0519070100475,6.073454365134239,117,1404.0,True,analytical_hypothetical_hardware
8,9,256.0,1.0,0.5,2,0.0519070100475,6.073454365134239,234,2808.0,True,analytical_hypothetical_hardware
8,9,256.0,1.0,0.5,4,0.0519070100475,6.073454365134239,468,5616.0,True,analytical_hypothetical_hardware
8,9,256.0,1.0,1.0,1,0.0519070100475,6.393109858036041,123,1476.0,True,analytical_hypothetical_hardware
8,9,256.0,1.0,1.0,2,0.0519070100475,6.393109858036041,246,2952.0,True,analytical_hypothetical_hardware
8,9,256.0,1.0,1.0,4,0.0519070100475,6.393109858036041,492,5904.0,True,analytical_hypothetical_hardware
8,9,256.0,1.5,0.0,1,0.0519070100475,5.753798872232437,110,1320.0,True,analytical_hypothetical_hardware
8,9,256.0,1.5,0.0,2,0.0519070100475,5.753798872232437,220,2640.0,True,analytical_hypothetical_hardware
8,9,256.0,1.5,0.0,4,0.0519070100475,5.753798872232437,440,5280.0,True,analytical_hypothetical_hardware
8,9,256.0,1.5,0.25,1,0.0519070100475,5.913626618683338,113,1356.0,True,analytical_hypothetical_hardware
8,9,256.0,1.5,0.25,2,0.0519070100475,5.913626618683338,226,2712.0,True,analytical_hypothetical_hardware
8,9,256.0,1.5,0.25,4,0.0519070100475,5.913626618683338,452,5424.0,True,analytical_hypothetical_hardware
8,9,256.0,1.5,0.5,1,0.0519070100475,6.073454365134239,117,1404.0,True,analytical_hypothetical_hardware
8,9,256.0,1.5,0.5,2,0.0519070100475,6.073454365134239,234,2808.0,True,analytical_hypothetical_hardware
8,9,256.0,1.5,0.5,4,0.0519070100475,6.073454365134239,468,5616.0,True,analytical_hypothetical_hardware
8,9,256.0,1.5,1.0,1,0.0519070100475,6.393109858036041,123,1476.0,True,analytical_hypothetical_hardware
8,9,256.0,1.5,1.0,2,0.0519070100475,6.393109858036041,246,2952.0,True,analytical_hypothetical_hardware
8,9,256.0,1.5,1.0,4,0.0519070100475,6.393109858036041,492,5904.0,True,analytical_hypothetical_hardware
8,9,256.0,2.0,0.0,1,0.0519070100475,5.753798872232437,110,1320.0,True,analytical_hypothetical_hardware
8,9,256.0,2.0,0.0,2,0.0519070100475,5.753798872232437,220,2640.0,True,analytical_hypothetical_hardware
8,9,256.0,2.0,0.0,4,0.0519070100475,5.753798872232437,440,5280.0,True,analytical_hypothetical_hardware
8,9,256.0,2.0,0.25,1,0.0519070100475,5.913626618683338,113,1356.0,True,analytical_hypothetical_hardware
8,9,256.0,2.0,0.25,2,0.0519070100475,5.913626618683338,226,2712.0,True,analytical_hypothetical_hardware
8,9,256.0,2.0,0.25,4,0.0519070100475,5.913626618683338,452,5424.0,True,analytical_hypothetical_hardware
8,9,256.0,2.0,0.5,1,0.0519070100475,6.073454365134239,117,1404.0,True,analytical_hypothetical_hardware
8,9,256.0,2.0,0.5,2,0.0519070100475,6.073454365134239,234,2808.0,True,analytical_hypothetical_hardware
8,9,256.0,2.0,0.5,4,0.0519070100475,6.073454365134239,468,5616.0,True,analytical_hypothetical_hardware
8,9,256.0,2.0,1.0,1,0.0519070100475,6.393109858036041,123,1476.0,True,analytical_hypothetical_hardware
8,9,256.0,2.0,1.0,2,0.0519070100475,6.393109858036041,246,2952.0,True,analytical_hypothetical_hardware
8,9,256.0,2.0,1.0,4,0.0519070100475,6.393109858036041,492,5904.0,True,analytical_hypothetical_hardware
8,9,256.0,4.0,0.0,1,0.0519070100475,5.753798872232437,110,1320.0,True,analytical_hypothetical_hardware
8,9,256.0,4.0,0.0,2,0.0519070100475,5.753798872232437,220,2640.0,True,analytical_hypothetical_hardware
8,9,256.0,4.0,0.0,4,0.0519070100475,5.753798872232437,440,5280.0,True,analytical_hypothetical_hardware
8,9,256.0,4.0,0.25,1,0.0519070100475,5.913626618683338,113,1356.0,True,analytical_hypothetical_hardware
8,9,256.0,4.0,0.25,2,0.0519070100475,5.913626618683338,226,2712.0,True,analytical_hypothetical_hardware
8,9,256.0,4.0,0.25,4,0.0519070100475,5.913626618683338,452,5424.0,True,analytical_hypothetical_hardware
8,9,256.0,4.0,0.5,1,0.0519070100475,6.073454365134239,117,1404.0,True,analytical_hypothetical_hardware
8,9,256.0,4.0,0.5,2,0.0519070100475,6.073454365134239,234,2808.0,True,analytical_hypothetical_hardware
8,9,256.0,4.0,0.5,4,0.0519070100475,6.073454365134239,468,5616.0,True,analytical_hypothetical_hardware
8,9,256.0,4.0,1.0,1,0.0519070100475,6.393109858036041,123,1476.0,True,analytical_hypothetical_hardware
8,9,256.0,4.0,1.0,2,0.0519070100475,6.393109858036041,246,2952.0,True,analytical_hypothetical_hardware
8,9,256.0,4.0,1.0,4,0.0519070100475,6.393109858036041,492,5904.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,1.0,0.0,1,0.5241011926861662,0.6393109858036041,1,12.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,1.0,0.0,2,0.5241011926861662,0.6393109858036041,2,24.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,1.0,0.0,4,0.5241011926861662,0.6393109858036041,4,48.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,1.0,0.25,1,0.5241011926861662,0.7991387322545052,1,12.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,1.0,0.25,2,0.5241011926861662,0.7991387322545052,2,24.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,1.0,0.25,4,0.5241011926861662,0.7991387322545052,4,48.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,1.0,0.5,1,0.5241011926861662,0.9589664787054062,1,12.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,1.0,0.5,2,0.5241011926861662,0.9589664787054062,2,24.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,1.0,0.5,4,0.5241011926861662,0.9589664787054062,4,48.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,1.0,1.0,1,0.5241011926861662,1.2786219716072083,2,24.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,1.0,1.0,2,0.5241011926861662,1.2786219716072083,4,48.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,1.0,1.0,4,0.5241011926861662,1.2786219716072083,8,96.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,1.5,0.0,1,0.5241011926861662,0.6393109858036041,1,12.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,1.5,0.0,2,0.5241011926861662,0.6393109858036041,2,24.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,1.5,0.0,4,0.5241011926861662,0.6393109858036041,4,48.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,1.5,0.25,1,0.5241011926861662,0.7991387322545052,1,12.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,1.5,0.25,2,0.5241011926861662,0.7991387322545052,2,24.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,1.5,0.25,4,0.5241011926861662,0.7991387322545052,4,48.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,1.5,0.5,1,0.5241011926861662,0.9589664787054062,1,12.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,1.5,0.5,2,0.5241011926861662,0.9589664787054062,2,24.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,1.5,0.5,4,0.5241011926861662,0.9589664787054062,4,48.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,1.5,1.0,1,0.5241011926861662,1.2786219716072083,2,24.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,1.5,1.0,2,0.5241011926861662,1.2786219716072083,4,48.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,1.5,1.0,4,0.5241011926861662,1.2786219716072083,8,96.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,2.0,0.0,1,0.5241011926861662,0.6393109858036041,1,12.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,2.0,0.0,2,0.5241011926861662,0.6393109858036041,2,24.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,2.0,0.0,4,0.5241011926861662,0.6393109858036041,4,48.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,2.0,0.25,1,0.5241011926861662,0.7991387322545052,1,12.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,2.0,0.25,2,0.5241011926861662,0.7991387322545052,2,24.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,2.0,0.25,4,0.5241011926861662,0.7991387322545052,4,48.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,2.0,0.5,1,0.5241011926861662,0.9589664787054062,1,12.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,2.0,0.5,2,0.5241011926861662,0.9589664787054062,2,24.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,2.0,0.5,4,0.5241011926861662,0.9589664787054062,4,48.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,2.0,1.0,1,0.5241011926861662,1.2786219716072083,2,24.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,2.0,1.0,2,0.5241011926861662,1.2786219716072083,4,48.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,2.0,1.0,4,0.5241011926861662,1.2786219716072083,8,96.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,4.0,0.0,1,0.5241011926861662,0.6393109858036041,1,12.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,4.0,0.0,2,0.5241011926861662,0.6393109858036041,2,24.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,4.0,0.0,4,0.5241011926861662,0.6393109858036041,4,48.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,4.0,0.25,1,0.5241011926861662,0.7991387322545052,1,12.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,4.0,0.25,2,0.5241011926861662,0.7991387322545052,2,24.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,4.0,0.25,4,0.5241011926861662,0.7991387322545052,4,48.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,4.0,0.5,1,0.5241011926861662,0.9589664787054062,1,12.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,4.0,0.5,2,0.5241011926861662,0.9589664787054062,2,24.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,4.0,0.5,4,0.5241011926861662,0.9589664787054062,4,48.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,4.0,1.0,1,0.5241011926861662,1.2786219716072083,2,24.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,4.0,1.0,2,0.5241011926861662,1.2786219716072083,4,48.0,True,analytical_hypothetical_hardware
16,1,24.1354255944,4.0,1.0,4,0.5241011926861662,1.2786219716072083,8,96.0,True,analytical_hypothetical_hardware
16,1,64.0,1.0,0.0,1,0.1993630100475,0.6393109858036041,3,36.0,True,analytical_hypothetical_hardware
16,1,64.0,1.0,0.0,2,0.1993630100475,0.6393109858036041,6,72.0,True,analytical_hypothetical_hardware
16,1,64.0,1.0,0.0,4,0.1993630100475,0.6393109858036041,12,144.0,True,analytical_hypothetical_hardware
16,1,64.0,1.0,0.25,1,0.1993630100475,0.7991387322545052,4,48.0,True,analytical_hypothetical_hardware
16,1,64.0,1.0,0.25,2,0.1993630100475,0.7991387322545052,8,96.0,True,analytical_hypothetical_hardware
16,1,64.0,1.0,0.25,4,0.1993630100475,0.7991387322545052,16,192.0,True,analytical_hypothetical_hardware
16,1,64.0,1.0,0.5,1,0.1993630100475,0.9589664787054062,4,48.0,True,analytical_hypothetical_hardware
16,1,64.0,1.0,0.5,2,0.1993630100475,0.9589664787054062,8,96.0,True,analytical_hypothetical_hardware
16,1,64.0,1.0,0.5,4,0.1993630100475,0.9589664787054062,16,192.0,True,analytical_hypothetical_hardware
16,1,64.0,1.0,1.0,1,0.1993630100475,1.2786219716072083,6,72.0,True,analytical_hypothetical_hardware
16,1,64.0,1.0,1.0,2,0.1993630100475,1.2786219716072083,12,144.0,True,analytical_hypothetical_hardware
16,1,64.0,1.0,1.0,4,0.1993630100475,1.2786219716072083,24,288.0,True,analytical_hypothetical_hardware
16,1,64.0,1.5,0.0,1,0.1993630100475,0.6393109858036041,3,36.0,True,analytical_hypothetical_hardware
16,1,64.0,1.5,0.0,2,0.1993630100475,0.6393109858036041,6,72.0,True,analytical_hypothetical_hardware
16,1,64.0,1.5,0.0,4,0.1993630100475,0.6393109858036041,12,144.0,True,analytical_hypothetical_hardware
16,1,64.0,1.5,0.25,1,0.1993630100475,0.7991387322545052,4,48.0,True,analytical_hypothetical_hardware
16,1,64.0,1.5,0.25,2,0.1993630100475,0.7991387322545052,8,96.0,True,analytical_hypothetical_hardware
16,1,64.0,1.5,0.25,4,0.1993630100475,0.7991387322545052,16,192.0,True,analytical_hypothetical_hardware
16,1,64.0,1.5,0.5,1,0.1993630100475,0.9589664787054062,4,48.0,True,analytical_hypothetical_hardware
16,1,64.0,1.5,0.5,2,0.1993630100475,0.9589664787054062,8,96.0,True,analytical_hypothetical_hardware
16,1,64.0,1.5,0.5,4,0.1993630100475,0.9589664787054062,16,192.0,True,analytical_hypothetical_hardware
16,1,64.0,1.5,1.0,1,0.1993630100475,1.2786219716072083,6,72.0,True,analytical_hypothetical_hardware
16,1,64.0,1.5,1.0,2,0.1993630100475,1.2786219716072083,12,144.0,True,analytical_hypothetical_hardware
16,1,64.0,1.5,1.0,4,0.1993630100475,1.2786219716072083,24,288.0,True,analytical_hypothetical_hardware
16,1,64.0,2.0,0.0,1,0.1993630100475,0.6393109858036041,3,36.0,True,analytical_hypothetical_hardware
