fold,training_requests,training_tokens,feature_mode,baseline,domain,delta,evaluation_tokens,selection_coverage,complete_route_coverage
0,8,128,weighted,pairwise_head,code,3,96,0.7718253968253969,0.4384920634920635
0,8,128,weighted,pairwise_head,conversation,3,96,0.7653769841269841,0.41716269841269843
0,8,128,weighted,pairwise_head,general,3,96,0.8974454365079365,0.6661706349206349
0,8,128,weighted,pairwise_head,math,3,96,0.7981150793650794,0.4618055555555556
0,8,128,weighted,pairwise_head,ALL,3,384,0.8081907242063492,0.4959077380952381
0,8,128,binary,pairwise_head,code,1,96,0.8360507246376812,0.5647644927536232
0,8,128,binary,pairwise_head,conversation,1,96,0.8117074275362319,0.4986413043478261
0,8,128,binary,pairwise_head,general,1,96,0.9379528985507246,0.7807971014492754
0,8,128,binary,pairwise_head,math,1,96,0.8447690217391305,0.5665760869565217
0,8,128,binary,pairwise_head,ALL,1,384,0.857620018115942,0.6026947463768116
0,8,128,binary,pairwise_head,code,2,96,0.8313210227272727,0.5620265151515151
0,8,128,binary,pairwise_head,conversation,2,96,0.8043323863636364,0.49195075757575757
0,8,128,binary,pairwise_head,general,2,96,0.9398674242424242,0.8006628787878788
0,8,128,binary,pairwise_head,math,2,96,0.8390151515151515,0.5672348484848485
0,8,128,binary,pairwise_head,ALL,2,384,0.8536339962121212,0.60546875
0,8,128,binary,pairwise_head,code,3,96,0.8220486111111112,0.5545634920634921
0,8,128,binary,pairwise_head,conversation,3,96,0.7858382936507936,0.466765873015873
0,8,128,binary,pairwise_head,general,3,96,0.9295634920634921,0.7628968253968254
0,8,128,binary,pairwise_head,math,3,96,0.8275049603174603,0.5401785714285714
0,8,128,binary,pairwise_head,ALL,3,384,0.8412388392857143,0.5811011904761905
0,8,128,weighted_binary,pairwise_head,code,1,96,0.8498641304347826,0.5978260869565217
0,8,128,weighted_binary,pairwise_head,conversation,1,96,0.8192934782608695,0.5185688405797102
0,8,128,weighted_binary,pairwise_head,general,1,96,0.9468976449275363,0.813858695652174
0,8,128,weighted_binary,pairwise_head,math,1,96,0.8562047101449275,0.5910326086956522
0,8,128,weighted_binary,pairwise_head,ALL,1,384,0.8680649909420289,0.6303215579710145
0,8,128,weighted_binary,pairwise_head,code,2,96,0.8411458333333334,0.5852272727272727
0,8,128,weighted_binary,pairwise_head,conversation,2,96,0.8111979166666666,0.5085227272727273
0,8,128,weighted_binary,pairwise_head,general,2,96,0.9461410984848485,0.8200757575757576
0,8,128,weighted_binary,pairwise_head,math,2,96,0.8469460227272727,0.584280303030303
0,8,128,weighted_binary,pairwise_head,ALL,2,384,0.8613577178030303,0.6245265151515151
0,8,128,weighted_binary,pairwise_head,code,3,96,0.8323412698412699,0.5724206349206349
0,8,128,weighted_binary,pairwise_head,conversation,3,96,0.7894345238095238,0.47767857142857145
0,8,128,weighted_binary,pairwise_head,general,3,96,0.9346478174603174,0.7837301587301587
0,8,128,weighted_binary,pairwise_head,math,3,96,0.8382936507936508,0.5669642857142857
0,8,128,weighted_binary,pairwise_head,ALL,3,384,0.8486793154761905,0.6001984126984127
0,16,256,table,transition,code,1,96,0.8262001811594203,0.5443840579710145
0,16,256,table,transition,conversation,1,96,0.806838768115942,0.48097826086956524
0,16,256,table,transition,general,1,96,0.9302536231884058,0.761322463768116
0,16,256,table,transition,math,1,96,0.8317481884057971,0.5280797101449275
0,16,256,table,transition,ALL,1,384,0.8487601902173914,0.5786911231884058
0,16,256,table,transition,code,2,96,0.81640625,0.5260416666666666
0,16,256,table,transition,conversation,2,96,0.7958096590909091,0.4739583333333333
0,16,256,table,transition,general,2,96,0.9232954545454546,0.7334280303030303
0,16,256,table,transition,math,2,96,0.8283617424242424,0.5440340909090909
0,16,256,table,transition,ALL,2,384,0.8409682765151515,0.5693655303030303
0,16,256,table,transition,code,3,96,0.8103918650793651,0.5163690476190477
0,16,256,table,transition,conversation,3,96,0.777405753968254,0.4439484126984127
0,16,256,table,transition,general,3,96,0.9143105158730159,0.714781746031746
0,16,256,table,transition,math,3,96,0.8113839285714286,0.49603174603174605
0,16,256,table,transition,ALL,3,384,0.8283730158730159,0.5427827380952381
0,16,256,weighted,pairwise_head,code,1,96,0.8083106884057971,0.4954710144927536
0,16,256,weighted,pairwise_head,conversation,1,96,0.796875,0.45516304347826086
0,16,256,weighted,pairwise_head,general,1,96,0.9148550724637681,0.7115036231884058
0,16,256,weighted,pairwise_head,math,1,96,0.8152173913043478,0.4941123188405797
0,16,256,weighted,pairwise_head,ALL,1,384,0.8338145380434783,0.5390625
0,16,256,weighted,pairwise_head,code,2,96,0.8062263257575758,0.4928977272727273
0,16,256,weighted,pairwise_head,conversation,2,96,0.7896543560606061,0.4569128787878788
0,16,256,weighted,pairwise_head,general,2,96,0.9125236742424242,0.7035984848484849
0,16,256,weighted,pairwise_head,math,2,96,0.8158143939393939,0.5052083333333334
0,16,256,weighted,pairwise_head,ALL,2,384,0.8310546875,0.5396543560606061
0,16,256,weighted,pairwise_head,code,3,96,0.7921626984126984,0.4742063492063492
0,16,256,weighted,pairwise_head,conversation,3,96,0.7704613095238095,0.42956349206349204
0,16,256,weighted,pairwise_head,general,3,96,0.8990575396825397,0.6651785714285714
0,16,256,weighted,pairwise_head,math,3,96,0.8031994047619048,0.46726190476190477
0,16,256,weighted,pairwise_head,ALL,3,384,0.8162202380952381,0.5090525793650794
0,16,256,binary,pairwise_head,code,1,96,0.8574501811594203,0.6127717391304348
0,16,256,binary,pairwise_head,conversation,1,96,0.8230298913043478,0.5090579710144928
0,16,256,binary,pairwise_head,general,1,96,0.9453125,0.8079710144927537
0,16,256,binary,pairwise_head,math,1,96,0.8523550724637681,0.5701992753623188
0,16,256,binary,pairwise_head,ALL,1,384,0.869536911231884,0.625
0,16,256,binary,pairwise_head,code,2,96,0.849905303030303,0.5951704545454546
0,16,256,binary,pairwise_head,conversation,2,96,0.8119081439393939,0.5037878787878788
0,16,256,binary,pairwise_head,general,2,96,0.9416429924242424,0.7987689393939394
0,16,256,binary,pairwise_head,math,2,96,0.8468276515151515,0.5795454545454546
0,16,256,binary,pairwise_head,ALL,2,384,0.8625710227272727,0.6193181818181818
0,16,256,binary,pairwise_head,code,3,96,0.8375496031746031,0.5749007936507936
0,16,256,binary,pairwise_head,conversation,3,96,0.7904265873015873,0.46825396825396826
0,16,256,binary,pairwise_head,general,3,96,0.9312996031746031,0.7633928571428571
0,16,256,binary,pairwise_head,math,3,96,0.8363095238095238,0.5446428571428571
0,16,256,binary,pairwise_head,ALL,3,384,0.8488963293650794,0.5877976190476191
0,16,256,weighted_binary,pairwise_head,code,1,96,0.8669610507246377,0.6308876811594203
0,16,256,weighted_binary,pairwise_head,conversation,1,96,0.8286911231884058,0.5267210144927537
0,16,256,weighted_binary,pairwise_head,general,1,96,0.9536911231884058,0.833786231884058
0,16,256,weighted_binary,pairwise_head,math,1,96,0.8645833333333334,0.5982789855072463
0,16,256,weighted_binary,pairwise_head,ALL,1,384,0.8784816576086957,0.6474184782608695
0,16,256,weighted_binary,pairwise_head,code,2,96,0.8615056818181818,0.6164772727272727
0,16,256,weighted_binary,pairwise_head,conversation,2,96,0.8214962121212122,0.5227272727272727
0,16,256,weighted_binary,pairwise_head,general,2,96,0.9489820075757576,0.8243371212121212
0,16,256,weighted_binary,pairwise_head,math,2,96,0.8564157196969697,0.5946969696969697
0,16,256,weighted_binary,pairwise_head,ALL,2,384,0.8720999053030303,0.6395596590909091
0,16,256,weighted_binary,pairwise_head,code,3,96,0.8464781746031746,0.5922619047619048
0,16,256,weighted_binary,pairwise_head,conversation,3,96,0.7989831349206349,0.47966269841269843
0,16,256,weighted_binary,pairwise_head,general,3,96,0.9434523809523809,0.8020833333333334
0,16,256,weighted_binary,pairwise_head,math,3,96,0.8447420634920635,0.564484126984127
0,16,256,weighted_binary,pairwise_head,ALL,3,384,0.8584139384920635,0.6096230158730159
0,32,512,table,transition,code,1,96,0.8229166666666666,0.5416666666666666
0,32,512,table,transition,conversation,1,96,0.8121603260869565,0.47644927536231885
0,32,512,table,transition,general,1,96,0.9284420289855072,0.7586050724637681
0,32,512,table,transition,math,1,96,0.8431838768115942,0.551177536231884
0,32,512,table,transition,ALL,1,384,0.8516757246376812,0.5819746376811594
0,32,512,table,transition,code,2,96,0.818063446969697,0.5331439393939394
0,32,512,table,transition,conversation,2,96,0.8077651515151515,0.48863636363636365
0,32,512,table,transition,general,2,96,0.9240056818181818,0.7447916666666666
0,32,512,table,transition,math,2,96,0.841500946969697,0.5658143939393939
0,32,512,table,transition,ALL,2,384,0.8478338068181818,0.5830965909090909
0,32,512,table,transition,code,3,96,0.8108878968253969,0.5183531746031746
0,32,512,table,transition,conversation,3,96,0.7886904761904762,0.4513888888888889
0,32,512,table,transition,general,3,96,0.9143105158730159,0.7182539682539683
0,32,512,table,transition,math,3,96,0.8249007936507936,0.5178571428571429
0,32,512,table,transition,ALL,3,384,0.8346974206349206,0.5514632936507936
0,32,512,weighted,pairwise_head,code,1,96,0.8044610507246377,0.485054347826087
0,32,512,weighted,pairwise_head,conversation,1,96,0.8070652173913043,0.4673913043478261
0,32,512,weighted,pairwise_head,general,1,96,0.9140625,0.7196557971014492
0,32,512,weighted,pairwise_head,math,1,96,0.825973731884058,0.5185688405797102
0,32,512,weighted,pairwise_head,ALL,1,384,0.837890625,0.5476675724637681
0,32,512,weighted,pairwise_head,code,2,96,0.8033854166666666,0.4910037878787879
0,32,512,weighted,pairwise_head,conversation,2,96,0.8005445075757576,0.47017045454545453
0,32,512,weighted,pairwise_head,general,2,96,0.9132339015151515,0.7078598484848485
0,32,512,weighted,pairwise_head,math,2,96,0.8280066287878788,0.5269886363636364
0,32,512,weighted,pairwise_head,ALL,2,384,0.8362926136363636,0.5490056818181818
0,32,512,weighted,pairwise_head,code,3,96,0.7884424603174603,0.4652777777777778
0,32,512,weighted,pairwise_head,conversation,3,96,0.7807539682539683,0.44047619047619047
0,32,512,weighted,pairwise_head,general,3,96,0.9021577380952381,0.683531746031746
0,32,512,weighted,pairwise_head,math,3,96,0.8092757936507936,0.4712301587301587
0,32,512,weighted,pairwise_head,ALL,3,384,0.8201574900793651,0.5151289682539683
0,32,512,binary,pairwise_head,code,1,96,0.8611865942028986,0.6186594202898551
0,32,512,binary,pairwise_head,conversation,1,96,0.8327672101449275,0.5235507246376812
0,32,512,binary,pairwise_head,general,1,96,0.9451992753623188,0.8088768115942029
0,32,512,binary,pairwise_head,math,1,96,0.8620923913043478,0.5960144927536232
0,32,512,binary,pairwise_head,ALL,1,384,0.8753113677536232,0.6367753623188406
0,32,512,binary,pairwise_head,code,2,96,0.8525094696969697,0.599905303030303
0,32,512,binary,pairwise_head,conversation,2,96,0.8283617424242424,0.5274621212121212
0,32,512,binary,pairwise_head,general,2,96,0.9431818181818182,0.8068181818181818
0,32,512,binary,pairwise_head,math,2,96,0.86328125,0.6079545454545454
0,32,512,binary,pairwise_head,ALL,2,384,0.8718335700757576,0.6355350378787878
0,32,512,binary,pairwise_head,code,3,96,0.8415178571428571,0.5793650793650794
0,32,512,binary,pairwise_head,conversation,3,96,0.8036954365079365,0.47767857142857145
0,32,512,binary,pairwise_head,general,3,96,0.9290674603174603,0.7653769841269841
0,32,512,binary,pairwise_head,math,3,96,0.8446180555555556,0.5515873015873016
0,32,512,binary,pairwise_head,ALL,3,384,0.8547247023809523,0.5935019841269841
0,32,512,weighted_binary,pairwise_head,code,1,96,0.8671875,0.6322463768115942
0,32,512,weighted_binary,pairwise_head,conversation,1,96,0.8391077898550725,0.5362318840579711
0,32,512,weighted_binary,pairwise_head,general,1,96,0.9560688405797102,0.8419384057971014
0,32,512,weighted_binary,pairwise_head,math,1,96,0.8742074275362319,0.625
0,32,512,weighted_binary,pairwise_head,ALL,1,384,0.8841428894927537,0.6588541666666666
0,32,512,weighted_binary,pairwise_head,code,2,96,0.86328125,0.6231060606060606
0,32,512,weighted_binary,pairwise_head,conversation,2,96,0.8374763257575758,0.5525568181818182
0,32,512,weighted_binary,pairwise_head,general,2,96,0.9533617424242424,0.8380681818181818
0,32,512,weighted_binary,pairwise_head,math,2,96,0.8745265151515151,0.6306818181818182
0,32,512,weighted_binary,pairwise_head,ALL,2,384,0.8821614583333334,0.6611032196969697
0,32,512,weighted_binary,pairwise_head,code,3,96,0.8501984126984127,0.5972222222222222
0,32,512,weighted_binary,pairwise_head,conversation,3,96,0.810515873015873,0.4851190476190476
0,32,512,weighted_binary,pairwise_head,general,3,96,0.9398561507936508,0.7986111111111112
0,32,512,weighted_binary,pairwise_head,math,3,96,0.8563988095238095,0.5823412698412699
0,32,512,weighted_binary,pairwise_head,ALL,3,384,0.8642423115079365,0.6158234126984127
0,48,768,table,transition,code,1,96,0.8295969202898551,0.5507246376811594
0,48,768,table,transition,conversation,1,96,0.8127264492753623,0.483695652173913
0,48,768,table,transition,general,1,96,0.9300271739130435,0.7622282608695652
0,48,768,table,transition,math,1,96,0.8465806159420289,0.5634057971014492
0,48,768,table,transition,ALL,1,384,0.8547327898550725,0.5900135869565217
0,48,768,table,transition,code,2,96,0.8179450757575758,0.5378787878787878
0,48,768,table,transition,conversation,2,96,0.8080018939393939,0.48674242424242425
0,48,768,table,transition,general,2,96,0.924124053030303,0.7424242424242424
0,48,768,table,transition,math,2,96,0.8450520833333334,0.5653409090909091
0,48,768,table,transition,ALL,2,384,0.8487807765151515,0.5830965909090909
0,48,768,table,transition,code,3,96,0.8151041666666666,0.5282738095238095
0,48,768,table,transition,conversation,3,96,0.7905505952380952,0.4538690476190476
0,48,768,table,transition,general,3,96,0.9157986111111112,0.7182539682539683
0,48,768,table,transition,math,3,96,0.8263888888888888,0.5213293650793651
0,48,768,table,transition,ALL,3,384,0.8369605654761905,0.5554315476190477
0,48,768,weighted,pairwise_head,code,1,96,0.8383152173913043,0.5597826086956522
0,48,768,weighted,pairwise_head,conversation,1,96,0.8268795289855072,0.5090579710144928
0,48,768,weighted,pairwise_head,general,1,96,0.9391983695652174,0.7984601449275363
0,48,768,weighted,pairwise_head,math,1,96,0.8592617753623188,0.5874094202898551
0,48,768,weighted,pairwise_head,ALL,1,384,0.8659137228260869,0.613677536231884
0,48,768,weighted,pairwise_head,code,2,96,0.8340435606060606,0.5568181818181818
0,48,768,weighted,pairwise_head,conversation,2,96,0.8205492424242424,0.5099431818181818
0,48,768,weighted,pairwise_head,general,2,96,0.9331202651515151,0.7632575757575758
0,48,768,weighted,pairwise_head,math,2,96,0.8605587121212122,0.5956439393939394
0,48,768,weighted,pairwise_head,ALL,2,384,0.8620679450757576,0.6064157196969697
0,48,768,weighted,pairwise_head,code,3,96,0.8245287698412699,0.5381944444444444
0,48,768,weighted,pairwise_head,conversation,3,96,0.8028273809523809,0.4771825396825397
0,48,768,weighted,pairwise_head,general,3,96,0.9243551587301587,0.7475198412698413
0,48,768,weighted,pairwise_head,math,3,96,0.8470982142857143,0.5634920634920635
0,48,768,weighted,pairwise_head,ALL,3,384,0.8497023809523809,0.5815972222222222
0,48,768,binary,pairwise_head,code,1,96,0.8830389492753623,0.6734601449275363
0,48,768,binary,pairwise_head,conversation,1,96,0.8479393115942029,0.5538949275362319
0,48,768,binary,pairwise_head,general,1,96,0.9659193840579711,0.8786231884057971
0,48,768,binary,pairwise_head,math,1,96,0.8880208333333334,0.6517210144927537
0,48,768,binary,pairwise_head,ALL,1,384,0.8962296195652174,0.6894248188405797
0,48,768,binary,pairwise_head,code,2,96,0.8761837121212122,0.6548295454545454
0,48,768,binary,pairwise_head,conversation,2,96,0.8422111742424242,0.5601325757575758
0,48,768,binary,pairwise_head,general,2,96,0.9633049242424242,0.8716856060606061
0,48,768,binary,pairwise_head,math,2,96,0.8864820075757576,0.6571969696969697
0,48,768,binary,pairwise_head,ALL,2,384,0.8920454545454546,0.6859611742424242
0,48,768,binary,pairwise_head,code,3,96,0.8629712301587301,0.6309523809523809
0,48,768,binary,pairwise_head,conversation,3,96,0.8195684523809523,0.5094246031746031
0,48,768,binary,pairwise_head,general,3,96,0.9567212301587301,0.8521825396825397
0,48,768,binary,pairwise_head,math,3,96,0.8720238095238095,0.628968253968254
0,48,768,binary,pairwise_head,ALL,3,384,0.8778211805555556,0.6553819444444444
0,48,768,weighted_binary,pairwise_head,code,1,96,0.8893795289855072,0.6893115942028986
0,48,768,weighted_binary,pairwise_head,conversation,1,96,0.8542798913043478,0.5701992753623188
0,48,768,weighted_binary,pairwise_head,general,1,96,0.9694293478260869,0.8872282608695652
0,48,768,weighted_binary,pairwise_head,math,1,96,0.8952672101449275,0.6739130434782609
0,48,768,weighted_binary,pairwise_head,ALL,1,384,0.9020889945652174,0.7051630434782609
0,48,768,weighted_binary,pairwise_head,code,2,96,0.8838778409090909,0.671875
0,48,768,weighted_binary,pairwise_head,conversation,2,96,0.8484848484848485,0.5738636363636364
0,48,768,weighted_binary,pairwise_head,general,2,96,0.9699337121212122,0.8915719696969697
0,48,768,weighted_binary,pairwise_head,math,2,96,0.8924005681818182,0.671875
0,48,768,weighted_binary,pairwise_head,ALL,2,384,0.8986742424242424,0.7022964015151515
0,48,768,weighted_binary,pairwise_head,code,3,96,0.8732638888888888,0.6498015873015873
0,48,768,weighted_binary,pairwise_head,conversation,3,96,0.8240327380952381,0.5233134920634921
0,48,768,weighted_binary,pairwise_head,general,3,96,0.9640376984126984,0.875
0,48,768,weighted_binary,pairwise_head,math,3,96,0.8843005952380952,0.6577380952380952
0,48,768,weighted_binary,pairwise_head,ALL,3,384,0.8864087301587301,0.6764632936507936
0,72,1152,table,transition,code,1,96,0.8293704710144928,0.5448369565217391
0,72,1152,table,transition,conversation,1,96,0.8128396739130435,0.4855072463768116
0,72,1152,table,transition,general,1,96,0.9319519927536232,0.7685688405797102
0,72,1152,table,transition,math,1,96,0.8421648550724637,0.551177536231884
0,72,1152,table,transition,ALL,1,384,0.8540817481884058,0.5875226449275363
0,72,1152,table,transition,code,2,96,0.8168797348484849,0.5355113636363636
0,72,1152,table,transition,conversation,2,96,0.8089488636363636,0.4834280303030303
0,72,1152,table,transition,general,2,96,0.9243607954545454,0.7471590909090909
0,72,1152,table,transition,math,2,96,0.8426846590909091,0.5658143939393939
0,72,1152,table,transition,ALL,2,384,0.8482185132575758,0.5829782196969697
0,72,1152,table,transition,code,3,96,0.8122519841269841,0.5178571428571429
0,72,1152,table,transition,conversation,3,96,0.7936507936507936,0.46081349206349204
0,72,1152,table,transition,general,3,96,0.9156746031746031,0.7212301587301587
0,72,1152,table,transition,math,3,96,0.8265128968253969,0.5252976190476191
0,72,1152,table,transition,ALL,3,384,0.8370225694444444,0.5562996031746031
0,72,1152,weighted,pairwise_head,code,1,96,0.855072463768116,0.595108695652174
0,72,1152,weighted,pairwise_head,conversation,1,96,0.8379755434782609,0.5339673913043478
0,72,1152,weighted,pairwise_head,general,1,96,0.9478034420289855,0.8170289855072463
0,72,1152,weighted,pairwise_head,math,1,96,0.8702445652173914,0.6086956521739131
0,72,1152,weighted,pairwise_head,ALL,1,384,0.8777740036231884,0.6387001811594203
0,72,1152,weighted,pairwise_head,code,2,96,0.8508522727272727,0.5918560606060606
0,72,1152,weighted,pairwise_head,conversation,2,96,0.83203125,0.5321969696969697
0,72,1152,weighted,pairwise_head,general,2,96,0.9456676136363636,0.8072916666666666
0,72,1152,weighted,pairwise_head,math,2,96,0.8703835227272727,0.6117424242424242
0,72,1152,weighted,pairwise_head,ALL,2,384,0.8747336647727273,0.6357717803030303
0,72,1152,weighted,pairwise_head,code,3,96,0.8395337301587301,0.5689484126984127
0,72,1152,weighted,pairwise_head,conversation,3,96,0.8126240079365079,0.4935515873015873
0,72,1152,weighted,pairwise_head,general,3,96,0.9327876984126984,0.7713293650793651
0,72,1152,weighted,pairwise_head,math,3,96,0.8592509920634921,0.5877976190476191
0,72,1152,weighted,pairwise_head,ALL,3,384,0.8610491071428571,0.605406746031746
0,72,1152,binary,pairwise_head,code,1,96,0.894134963768116,0.6965579710144928
0,72,1152,binary,pairwise_head,conversation,1,96,0.8612998188405797,0.5810688405797102
0,72,1152,binary,pairwise_head,general,1,96,0.9723731884057971,0.8976449275362319
0,72,1152,binary,pairwise_head,math,1,96,0.896286231884058,0.6779891304347826
0,72,1152,binary,pairwise_head,ALL,1,384,0.9060235507246377,0.7133152173913043
0,72,1152,binary,pairwise_head,code,2,96,0.8841145833333334,0.6704545454545454
0,72,1152,binary,pairwise_head,conversation,2,96,0.8497869318181818,0.5757575757575758
0,72,1152,binary,pairwise_head,general,2,96,0.9686316287878788,0.8915719696969697
0,72,1152,binary,pairwise_head,math,2,96,0.8939393939393939,0.6761363636363636
0,72,1152,binary,pairwise_head,ALL,2,384,0.899118134469697,0.7034801136363636
0,72,1152,binary,pairwise_head,code,3,96,0.8740079365079365,0.6483134920634921
0,72,1152,binary,pairwise_head,conversation,3,96,0.8289930555555556,0.5262896825396826
0,72,1152,binary,pairwise_head,general,3,96,0.9660218253968254,0.8824404761904762
0,72,1152,binary,pairwise_head,math,3,96,0.8804563492063492,0.6488095238095238
0,72,1152,binary,pairwise_head,ALL,3,384,0.8873697916666666,0.6764632936507936
0,72,1152,weighted_binary,pairwise_head,code,1,96,0.8979846014492754,0.7083333333333334
0,72,1152,weighted_binary,pairwise_head,conversation,1,96,0.8644701086956522,0.5892210144927537
0,72,1152,weighted_binary,pairwise_head,general,1,96,0.9776947463768116,0.9171195652173914
0,72,1152,weighted_binary,pairwise_head,math,1,96,0.9044384057971014,0.7010869565217391
0,72,1152,weighted_binary,pairwise_head,ALL,1,384,0.9111469655797102,0.7289402173913043
0,72,1152,weighted_binary,pairwise_head,code,2,96,0.8931107954545454,0.6903409090909091
0,72,1152,weighted_binary,pairwise_head,conversation,2,96,0.8547585227272727,0.5861742424242424
0,72,1152,weighted_binary,pairwise_head,general,2,96,0.9746685606060606,0.9100378787878788
0,72,1152,weighted_binary,pairwise_head,math,2,96,0.8996212121212122,0.6912878787878788
0,72,1152,weighted_binary,pairwise_head,ALL,2,384,0.9055397727272727,0.7194602272727273
0,72,1152,weighted_binary,pairwise_head,code,3,96,0.8798363095238095,0.6617063492063492
0,72,1152,weighted_binary,pairwise_head,conversation,3,96,0.8329613095238095,0.5327380952380952
0,72,1152,weighted_binary,pairwise_head,general,3,96,0.9692460317460317,0.8913690476190477
0,72,1152,weighted_binary,pairwise_head,math,3,96,0.8881448412698413,0.6641865079365079
0,72,1152,weighted_binary,pairwise_head,ALL,3,384,0.892547123015873,0.6875
1,8,128,table,transition,code,1,96,0.8358242753623188,0.5615942028985508
1,8,128,table,transition,conversation,1,96,0.8170289855072463,0.5076992753623188
1,8,128,table,transition,general,1,96,0.9211956521739131,0.7364130434782609
1,8,128,table,transition,math,1,96,0.8027626811594203,0.5076992753623188
1,8,128,table,transition,ALL,1,384,0.8442028985507246,0.5783514492753623
1,8,128,table,transition,code,2,96,0.8355823863636364,0.5549242424242424
1,8,128,table,transition,conversation,2,96,0.8058712121212122,0.5
1,8,128,table,transition,general,2,96,0.9087357954545454,0.7026515151515151
1,8,128,table,transition,math,2,96,0.7956912878787878,0.5194128787878788
1,8,128,table,transition,ALL,2,384,0.8364701704545454,0.5692471590909091
1,8,128,table,transition,code,3,96,0.8195684523809523,0.5243055555555556
1,8,128,table,transition,conversation,3,96,0.7966269841269841,0.49255952380952384
1,8,128,table,transition,general,3,96,0.9006696428571429,0.6870039682539683
1,8,128,table,transition,math,3,96,0.7756696428571429,0.46825396825396826
1,8,128,table,transition,ALL,3,384,0.8231336805555556,0.543030753968254
1,8,128,weighted,pairwise_head,code,1,96,0.8199728260869565,0.5117753623188406
1,8,128,weighted,pairwise_head,conversation,1,96,0.8112545289855072,0.4927536231884058
1,8,128,weighted,pairwise_head,general,1,96,0.9014945652173914,0.6793478260869565
1,8,128,weighted,pairwise_head,math,1,96,0.792572463768116,0.4796195652173913
1,8,128,weighted,pairwise_head,ALL,1,384,0.8313235960144928,0.5408740942028986
1,8,128,weighted,pairwise_head,code,2,96,0.8209043560606061,0.5142045454545454
1,8,128,weighted,pairwise_head,conversation,2,96,0.799124053030303,0.4744318181818182
1,8,128,weighted,pairwise_head,general,2,96,0.8924005681818182,0.6415719696969697
1,8,128,weighted,pairwise_head,math,2,96,0.7875236742424242,0.46827651515151514
1,8,128,weighted,pairwise_head,ALL,2,384,0.8249881628787878,0.5246212121212122
1,8,128,weighted,pairwise_head,code,3,96,0.8038194444444444,0.48214285714285715
1,8,128,weighted,pairwise_head,conversation,3,96,0.7868303571428571,0.46726190476190477
1,8,128,weighted,pairwise_head,general,3,96,0.884796626984127,0.626984126984127
1,8,128,weighted,pairwise_head,math,3,96,0.7678571428571429,0.4409722222222222
1,8,128,weighted,pairwise_head,ALL,3,384,0.8108258928571429,0.5043402777777778
1,8,128,binary,pairwise_head,code,1,96,0.8617527173913043,0.6209239130434783
1,8,128,binary,pairwise_head,conversation,1,96,0.8370697463768116,0.5434782608695652
1,8,128,binary,pairwise_head,general,1,96,0.9393115942028986,0.7884963768115942
1,8,128,binary,pairwise_head,math,1,96,0.8312952898550725,0.5579710144927537
1,8,128,binary,pairwise_head,ALL,1,384,0.8673573369565217,0.6277173913043478
1,8,128,binary,pairwise_head,code,2,96,0.8590198863636364,0.6103219696969697
1,8,128,binary,pairwise_head,conversation,2,96,0.8269412878787878,0.5402462121212122
1,8,128,binary,pairwise_head,general,2,96,0.9359611742424242,0.7845643939393939
1,8,128,binary,pairwise_head,math,2,96,0.8209043560606061,0.556344696969697
1,8,128,binary,pairwise_head,ALL,2,384,0.8607066761363636,0.6228693181818182
1,8,128,binary,pairwise_head,code,3,96,0.8432539682539683,0.5828373015873016
1,8,128,binary,pairwise_head,conversation,3,96,0.810515873015873,0.5143849206349206
1,8,128,binary,pairwise_head,general,3,96,0.9212549603174603,0.7559523809523809
1,8,128,binary,pairwise_head,math,3,96,0.7991071428571429,0.5183531746031746
1,8,128,binary,pairwise_head,ALL,3,384,0.8435329861111112,0.5928819444444444
1,8,128,weighted_binary,pairwise_head,code,1,96,0.8721693840579711,0.6390398550724637
1,8,128,weighted_binary,pairwise_head,conversation,1,96,0.8431838768115942,0.5557065217391305
1,8,128,weighted_binary,pairwise_head,general,1,96,0.9423686594202898,0.7989130434782609
1,8,128,weighted_binary,pairwise_head,math,1,96,0.8393342391304348,0.5769927536231884
1,8,128,weighted_binary,pairwise_head,ALL,1,384,0.8742640398550725,0.6426630434782609
1,8,128,weighted_binary,pairwise_head,code,2,96,0.8670691287878788,0.6268939393939394
1,8,128,weighted_binary,pairwise_head,conversation,2,96,0.8341619318181818,0.5535037878787878
1,8,128,weighted_binary,pairwise_head,general,2,96,0.9444839015151515,0.8068181818181818
1,8,128,weighted_binary,pairwise_head,math,2,96,0.8291903409090909,0.5743371212121212
1,8,128,weighted_binary,pairwise_head,ALL,2,384,0.8687263257575758,0.6403882575757576
1,8,128,weighted_binary,pairwise_head,code,3,96,0.8499503968253969,0.5997023809523809
1,8,128,weighted_binary,pairwise_head,conversation,3,96,0.816344246031746,0.5243055555555556
1,8,128,weighted_binary,pairwise_head,general,3,96,0.9286954365079365,0.7728174603174603
1,8,128,weighted_binary,pairwise_head,math,3,96,0.8080357142857143,0.5327380952380952
1,8,128,weighted_binary,pairwise_head,ALL,3,384,0.8507564484126984,0.607390873015873
1,16,256,table,transition,code,1,96,0.8391077898550725,0.5602355072463768
1,16,256,table,transition,conversation,1,96,0.8404664855072463,0.5480072463768116
1,16,256,table,transition,general,1,96,0.9271965579710145,0.7622282608695652
1,16,256,table,transition,math,1,96,0.8194067028985508,0.5421195652173914
1,16,256,table,transition,ALL,1,384,0.8565443840579711,0.6031476449275363
1,16,256,table,transition,code,2,96,0.8338068181818182,0.5539772727272727
1,16,256,table,transition,conversation,2,96,0.8314393939393939,0.5402462121212122
