fold,training_requests,training_tokens,feature_mode,baseline,domain,delta,evaluation_tokens,selection_coverage,complete_route_coverage
1,16,256,table,transition,general,2,96,0.9208096590909091,0.734375
1,16,256,table,transition,math,2,96,0.8052793560606061,0.5383522727272727
1,16,256,table,transition,ALL,2,384,0.8478338068181818,0.5917376893939394
1,16,256,table,transition,code,3,96,0.8143601190476191,0.5029761904761905
1,16,256,table,transition,conversation,3,96,0.816344246031746,0.5228174603174603
1,16,256,table,transition,general,3,96,0.9067460317460317,0.7073412698412699
1,16,256,table,transition,math,3,96,0.7901785714285714,0.5014880952380952
1,16,256,table,transition,ALL,3,384,0.8319072420634921,0.558655753968254
1,16,256,weighted,pairwise_head,code,1,96,0.8213315217391305,0.5090579710144928
1,16,256,weighted,pairwise_head,conversation,1,96,0.8289175724637681,0.5262681159420289
1,16,256,weighted,pairwise_head,general,1,96,0.9098731884057971,0.7092391304347826
1,16,256,weighted,pairwise_head,math,1,96,0.8091032608695652,0.5090579710144928
1,16,256,weighted,pairwise_head,ALL,1,384,0.8423063858695652,0.5634057971014492
1,16,256,weighted,pairwise_head,code,2,96,0.8224431818181818,0.521780303030303
1,16,256,weighted,pairwise_head,conversation,2,96,0.8201941287878788,0.5066287878787878
1,16,256,weighted,pairwise_head,general,2,96,0.9054214015151515,0.6822916666666666
1,16,256,weighted,pairwise_head,math,2,96,0.8001893939393939,0.5014204545454546
1,16,256,weighted,pairwise_head,ALL,2,384,0.8370620265151515,0.553030303030303
1,16,256,weighted,pairwise_head,code,3,96,0.7983630952380952,0.46577380952380953
1,16,256,weighted,pairwise_head,conversation,3,96,0.8039434523809523,0.4885912698412698
1,16,256,weighted,pairwise_head,general,3,96,0.8911210317460317,0.654265873015873
1,16,256,weighted,pairwise_head,math,3,96,0.7760416666666666,0.46924603174603174
1,16,256,weighted,pairwise_head,ALL,3,384,0.8173673115079365,0.519469246031746
1,16,256,binary,pairwise_head,code,1,96,0.8675271739130435,0.625
1,16,256,binary,pairwise_head,conversation,1,96,0.8583559782608695,0.5896739130434783
1,16,256,binary,pairwise_head,general,1,96,0.943953804347826,0.8052536231884058
1,16,256,binary,pairwise_head,math,1,96,0.8431838768115942,0.5801630434782609
1,16,256,binary,pairwise_head,ALL,1,384,0.8782552083333334,0.6500226449275363
1,16,256,binary,pairwise_head,code,2,96,0.8580729166666666,0.6008522727272727
1,16,256,binary,pairwise_head,conversation,2,96,0.8509706439393939,0.5847537878787878
1,16,256,binary,pairwise_head,general,2,96,0.9388020833333334,0.796875
1,16,256,binary,pairwise_head,math,2,96,0.8301373106060606,0.5700757575757576
1,16,256,binary,pairwise_head,ALL,2,384,0.8694957386363636,0.6381392045454546
1,16,256,binary,pairwise_head,code,3,96,0.8438740079365079,0.5704365079365079
1,16,256,binary,pairwise_head,conversation,3,96,0.8318452380952381,0.5436507936507936
1,16,256,binary,pairwise_head,general,3,96,0.9237351190476191,0.7534722222222222
1,16,256,binary,pairwise_head,math,3,96,0.8098958333333334,0.5342261904761905
1,16,256,binary,pairwise_head,ALL,3,384,0.8523375496031746,0.6004464285714286
1,16,256,weighted_binary,pairwise_head,code,1,96,0.879302536231884,0.6458333333333334
1,16,256,weighted_binary,pairwise_head,conversation,1,96,0.8676403985507246,0.6132246376811594
1,16,256,weighted_binary,pairwise_head,general,1,96,0.9499547101449275,0.8233695652173914
1,16,256,weighted_binary,pairwise_head,math,1,96,0.8524682971014492,0.6014492753623188
1,16,256,weighted_binary,pairwise_head,ALL,1,384,0.8873414855072463,0.6709692028985508
1,16,256,weighted_binary,pairwise_head,code,2,96,0.872750946969697,0.6415719696969697
1,16,256,weighted_binary,pairwise_head,conversation,2,96,0.8568892045454546,0.5909090909090909
1,16,256,weighted_binary,pairwise_head,general,2,96,0.9488636363636364,0.8252840909090909
1,16,256,weighted_binary,pairwise_head,math,2,96,0.8394886363636364,0.5890151515151515
1,16,256,weighted_binary,pairwise_head,ALL,2,384,0.8794981060606061,0.6616950757575758
1,16,256,weighted_binary,pairwise_head,code,3,96,0.8503224206349206,0.589781746031746
1,16,256,weighted_binary,pairwise_head,conversation,3,96,0.8364335317460317,0.5496031746031746
1,16,256,weighted_binary,pairwise_head,general,3,96,0.933655753968254,0.7757936507936508
1,16,256,weighted_binary,pairwise_head,math,3,96,0.8195684523809523,0.5555555555555556
1,16,256,weighted_binary,pairwise_head,ALL,3,384,0.8599950396825397,0.6176835317460317
1,32,512,table,transition,code,1,96,0.8387681159420289,0.5552536231884058
1,32,512,table,transition,conversation,1,96,0.8443161231884058,0.5548007246376812
1,32,512,table,transition,general,1,96,0.9252717391304348,0.751358695652174
1,32,512,table,transition,math,1,96,0.8396739130434783,0.5602355072463768
1,32,512,table,transition,ALL,1,384,0.8620074728260869,0.6054121376811594
1,32,512,table,transition,code,2,96,0.8308475378787878,0.5497159090909091
1,32,512,table,transition,conversation,2,96,0.8354640151515151,0.5478219696969697
1,32,512,table,transition,general,2,96,0.9208096590909091,0.7315340909090909
1,32,512,table,transition,math,2,96,0.8317945075757576,0.5511363636363636
1,32,512,table,transition,ALL,2,384,0.8547289299242424,0.5950520833333334
1,32,512,table,transition,code,3,96,0.8180803571428571,0.5084325396825397
1,32,512,table,transition,conversation,3,96,0.8193204365079365,0.5267857142857143
1,32,512,table,transition,general,3,96,0.9093501984126984,0.7152777777777778
1,32,512,table,transition,math,3,96,0.8149801587301587,0.5223214285714286
1,32,512,table,transition,ALL,3,384,0.8404327876984127,0.5682043650793651
1,32,512,weighted,pairwise_head,code,1,96,0.821671195652174,0.5108695652173914
1,32,512,weighted,pairwise_head,conversation,1,96,0.8293704710144928,0.5194746376811594
1,32,512,weighted,pairwise_head,general,1,96,0.9086277173913043,0.7069746376811594
1,32,512,weighted,pairwise_head,math,1,96,0.8242753623188406,0.5149456521739131
1,32,512,weighted,pairwise_head,ALL,1,384,0.8459861865942029,0.5630661231884058
1,32,512,weighted,pairwise_head,code,2,96,0.8210227272727273,0.5127840909090909
1,32,512,weighted,pairwise_head,conversation,2,96,0.8246922348484849,0.5132575757575758
1,32,512,weighted,pairwise_head,general,2,96,0.9099195075757576,0.6922348484848485
1,32,512,weighted,pairwise_head,math,2,96,0.8241003787878788,0.5213068181818182
1,32,512,weighted,pairwise_head,ALL,2,384,0.8449337121212122,0.5598958333333334
1,32,512,weighted,pairwise_head,code,3,96,0.7989831349206349,0.46577380952380953
1,32,512,weighted,pairwise_head,conversation,3,96,0.8092757936507936,0.5024801587301587
1,32,512,weighted,pairwise_head,general,3,96,0.8954613095238095,0.6746031746031746
1,32,512,weighted,pairwise_head,math,3,96,0.8018353174603174,0.4806547619047619
1,32,512,weighted,pairwise_head,ALL,3,384,0.8263888888888888,0.5308779761904762
1,32,512,binary,pairwise_head,code,1,96,0.8702445652173914,0.626358695652174
1,32,512,binary,pairwise_head,conversation,1,96,0.8634510869565217,0.5955615942028986
1,32,512,binary,pairwise_head,general,1,96,0.9451992753623188,0.8147644927536232
1,32,512,binary,pairwise_head,math,1,96,0.8634510869565217,0.603713768115942
1,32,512,binary,pairwise_head,ALL,1,384,0.8855865036231884,0.6600996376811594
1,32,512,binary,pairwise_head,code,2,96,0.8644649621212122,0.6164772727272727
1,32,512,binary,pairwise_head,conversation,2,96,0.8566524621212122,0.5833333333333334
1,32,512,binary,pairwise_head,general,2,96,0.9425899621212122,0.8049242424242424
1,32,512,binary,pairwise_head,math,2,96,0.8557054924242424,0.5984848484848485
1,32,512,binary,pairwise_head,ALL,2,384,0.8798532196969697,0.6508049242424242
1,32,512,binary,pairwise_head,code,3,96,0.8459821428571429,0.5739087301587301
1,32,512,binary,pairwise_head,conversation,3,96,0.839781746031746,0.5595238095238095
1,32,512,binary,pairwise_head,general,3,96,0.9259672619047619,0.7683531746031746
1,32,512,binary,pairwise_head,math,3,96,0.8361855158730159,0.5639880952380952
1,32,512,binary,pairwise_head,ALL,3,384,0.8619791666666666,0.6164434523809523
1,32,512,weighted_binary,pairwise_head,code,1,96,0.8836050724637681,0.6616847826086957
1,32,512,weighted_binary,pairwise_head,conversation,1,96,0.8737545289855072,0.6218297101449275
1,32,512,weighted_binary,pairwise_head,general,1,96,0.9521059782608695,0.8301630434782609
1,32,512,weighted_binary,pairwise_head,math,1,96,0.8768115942028986,0.6317934782608695
1,32,512,weighted_binary,pairwise_head,ALL,1,384,0.8965692934782609,0.6863677536231884
1,32,512,weighted_binary,pairwise_head,code,2,96,0.8808001893939394,0.6590909090909091
1,32,512,weighted_binary,pairwise_head,conversation,2,96,0.8620975378787878,0.5942234848484849
1,32,512,weighted_binary,pairwise_head,general,2,96,0.9521780303030303,0.834280303030303
1,32,512,weighted_binary,pairwise_head,math,2,96,0.8690814393939394,0.6302083333333334
1,32,512,weighted_binary,pairwise_head,ALL,2,384,0.8910392992424242,0.6794507575757576
1,32,512,weighted_binary,pairwise_head,code,3,96,0.8604910714285714,0.6086309523809523
1,32,512,weighted_binary,pairwise_head,conversation,3,96,0.8446180555555556,0.5699404761904762
1,32,512,weighted_binary,pairwise_head,general,3,96,0.9391121031746031,0.8080357142857143
1,32,512,weighted_binary,pairwise_head,math,3,96,0.8508184523809523,0.5972222222222222
1,32,512,weighted_binary,pairwise_head,ALL,3,384,0.8737599206349206,0.6459573412698413
1,48,768,table,transition,code,1,96,0.8384284420289855,0.5566123188405797
1,48,768,table,transition,conversation,1,96,0.8428442028985508,0.5516304347826086
