phase,domain,source_layer,target_layer,delta,capacity,baseline,n_tokens,routing_top_k,selection_coverage,complete_token_coverage,candidate_amplification,useful_amplification,mean_candidate_replacement_fraction,mean_candidate_jaccard
prefill,code,0,14,14,16,transition,127,8,0.562992125984252,0.07874015748031496,2.0,3.5524475524475525,0.3030753968253968,0.5502264847828245
prefill,code,0,14,14,32,domain_oracle,127,8,0.8218503937007874,0.3858267716535433,4.0,4.867065868263473,0.0,1.0
prefill,code,0,14,14,32,previous_window,127,8,0.8218503937007874,0.3858267716535433,4.0,4.867065868263473,0.0,1.0
prefill,code,0,14,14,32,static,127,8,0.6062992125984252,0.015748031496062992,4.0,6.597402597402597,0.0,1.0
prefill,code,0,14,14,32,transition,127,8,0.7913385826771654,0.2677165354330709,4.0,5.054726368159204,0.16989087301587302,0.7160026326235693
prefill,code,0,15,15,8,domain_oracle,127,8,0.48326771653543305,0.0,1.0,2.069246435845214,0.0,1.0
prefill,code,0,15,15,8,previous_window,127,8,0.48326771653543305,0.0,1.0,2.069246435845214,0.0,1.0
prefill,code,0,15,15,8,static,127,8,0.31496062992125984,0.0,1.0,3.175,0.0,1.0
prefill,code,0,15,15,8,transition,127,8,0.39665354330708663,0.0,1.0,2.521091811414392,0.31646825396825395,0.5385704242847101
prefill,code,0,15,15,16,domain_oracle,127,8,0.6377952755905512,0.047244094488188976,2.0,3.1358024691358026,0.0,1.0
prefill,code,0,15,15,16,previous_window,127,8,0.6377952755905512,0.047244094488188976,2.0,3.1358024691358026,0.0,1.0
prefill,code,0,15,15,16,static,127,8,0.375,0.0,2.0,5.333333333333333,0.0,1.0
prefill,code,0,15,15,16,transition,127,8,0.5561023622047244,0.06299212598425197,2.0,3.5964601769911506,0.26339285714285715,0.6010883382088035
prefill,code,0,15,15,32,domain_oracle,127,8,0.8543307086614174,0.4330708661417323,4.0,4.682027649769585,0.0,1.0
prefill,code,0,15,15,32,previous_window,127,8,0.8543307086614174,0.4330708661417323,4.0,4.682027649769585,0.0,1.0
prefill,code,0,15,15,32,static,127,8,0.6486220472440944,0.05511811023622047,4.0,6.166919575113809,0.0,1.0
prefill,code,0,15,15,32,transition,127,8,0.7608267716535433,0.25196850393700787,4.0,5.257438551099612,0.12822420634920634,0.7773917065064574
prefill,code,1,2,1,8,domain_oracle,127,8,0.42618110236220474,0.0,1.0,2.346420323325635,0.0,1.0
prefill,code,1,2,1,8,previous_window,127,8,0.42618110236220474,0.0,1.0,2.346420323325635,0.0,1.0
prefill,code,1,2,1,8,static,127,8,0.2263779527559055,0.0,1.0,4.417391304347826,0.0,1.0
prefill,code,1,2,1,8,transition,127,8,0.5009842519685039,0.0,1.0,1.9960707269155207,0.4593253968253968,0.4001106477296956
prefill,code,1,2,1,16,domain_oracle,127,8,0.5954724409448819,0.031496062992125984,2.0,3.358677685950413,0.0,1.0
prefill,code,1,2,1,16,previous_window,127,8,0.5954724409448819,0.031496062992125984,2.0,3.358677685950413,0.0,1.0
prefill,code,1,2,1,16,static,127,8,0.41633858267716534,0.0,2.0,4.803782505910165,0.0,1.0
prefill,code,1,2,1,16,transition,127,8,0.6663385826771654,0.07874015748031496,2.0,3.001477104874446,0.34871031746031744,0.4985040837536531
prefill,code,1,2,1,32,domain_oracle,127,8,0.8218503937007874,0.2125984251968504,4.0,4.867065868263473,0.0,1.0
prefill,code,1,2,1,32,previous_window,127,8,0.8218503937007874,0.2125984251968504,4.0,4.867065868263473,0.0,1.0
prefill,code,1,2,1,32,static,127,8,0.6594488188976378,0.007874015748031496,4.0,6.065671641791044,0.0,1.0
prefill,code,1,2,1,32,transition,127,8,0.8572834645669292,0.2992125984251969,4.0,4.665901262916188,0.20907738095238096,0.6601209790903181
prefill,code,1,3,2,8,domain_oracle,127,8,0.3779527559055118,0.0,1.0,2.6458333333333335,0.0,1.0
