phase,source_layer,target_layer,delta,marginal_entropy_nats,conditional_entropy_nats,entropy_reduction_nats,normalized_entropy_reduction,train_transition_observations
prefill,6,14,8,4.0564122667773175,3.7334410682796055,0.32297119849771194,0.07961991465781205,668672
prefill,6,15,9,4.034705254906871,3.752573157914709,0.2821320969921626,0.06992632154456466,668672
prefill,7,8,1,4.020653050148931,3.5550086935204206,0.46564435662851,0.11581311563584475,668672
prefill,7,9,2,4.041810110629685,3.560848991154348,0.48096111947533693,0.11899646601665971,668672
prefill,7,10,3,4.070086895790399,3.607150913733832,0.46293598205656705,0.11374105612717299,668672
prefill,7,11,4,4.020197338082078,3.6089688975050924,0.41122844057698593,0.102290610632853,668672
prefill,7,12,5,4.034366367047718,3.6538043270823133,0.3805620399654046,0.09433006458555562,668672
prefill,7,13,6,4.039174104726091,3.7215654886734293,0.31760861605266166,0.07863206878877525,668672
prefill,7,14,7,4.0564122667773175,3.7009320408476,0.3554802259297176,0.08763414627284288,668672
prefill,7,15,8,4.034705254906871,3.7277939976658843,0.3069112572409871,0.07606782598747011,668672
prefill,8,9,1,4.041810110629685,3.488242155045313,0.5535679555843718,0.1369604064596023,668672
prefill,8,10,2,4.070086895790399,3.5362402655849765,0.5338466302054226,0.1311634478265239,668672
prefill,8,11,3,4.020197338082078,3.5573596782470984,0.46283765983497993,0.11512809469591526,668672
prefill,8,12,4,4.034366367047718,3.6101169302326053,0.4242494368151126,0.10515887706191922,668672
prefill,8,13,5,4.039174104726091,3.6888660475342094,0.3503080571918815,0.08672764483759161,668672
prefill,8,14,6,4.0564122667773175,3.6672616728252456,0.38915059395207185,0.0959346753630737,668672
prefill,8,15,7,4.034705254906871,3.707446456406319,0.3272587985005524,0.08111095552830071,668672
prefill,9,10,1,4.070086895790399,3.4577160224453514,0.6123708733450477,0.15045646174739152,668672
prefill,9,11,2,4.020197338082078,3.49244893410752,0.5277484039745581,0.13127425337442064,668672
prefill,9,12,3,4.034366367047718,3.5488628724007283,0.4855034946469896,0.12034194480018753,668672
prefill,9,13,4,4.039174104726091,3.6332462245009856,0.4059278802251054,0.10049774278116508,668672
prefill,9,14,5,4.0564122667773175,3.605773252019174,0.4506390147581434,0.11109300167760336,668672
prefill,9,15,6,4.034705254906871,3.6510647887471657,0.3836404661597057,0.09508512813746064,668672
prefill,10,11,1,4.020197338082078,3.4407445556263916,0.5794527824556868,0.14413540772407138,668672
prefill,10,12,2,4.034366367047718,3.4875418133116423,0.5468245537360756,0.1355416201667953,668672
prefill,10,13,3,4.039174104726091,3.580829912467943,0.45834419225814793,0.11347473032218543,668672
prefill,10,14,4,4.0564122667773175,3.5446599792794706,0.5117522874978468,0.12615884526560137,668672
prefill,10,15,5,4.034705254906871,3.5916707500542886,0.4430345048525828,0.10980591564000351,668672
prefill,11,12,1,4.034366367047718,3.511508394195422,0.5228579728522957,0.12960101420707473,668672
prefill,11,13,2,4.039174104726091,3.5880478882786386,0.4511262164474523,0.11168773733214568,668672
prefill,11,14,3,4.0564122667773175,3.56597237691886,0.49043988985845743,0.12090484339455353,668672
prefill,11,15,4,4.034705254906871,3.615863925504579,0.4188413294022926,0.1038096472828869,668672
prefill,12,13,1,4.039174104726091,3.5652246341533593,0.4739494705727316,0.11733821278418788,668672
prefill,12,14,2,4.0564122667773175,3.541345856740193,0.5150664100371243,0.1269758535777053,668672
prefill,12,15,3,4.034705254906871,3.577935320054321,0.45676993485255046,0.1132102361869042,668672
prefill,13,14,1,4.0564122667773175,3.565493314341884,0.4909189524354334,0.12102294346561868,668672
prefill,13,15,2,4.034705254906871,3.587526923504736,0.4471783314021356,0.11083296130697341,668672
prefill,14,15,1,4.034705254906871,3.5269712678703184,0.5077339870365529,0.12584165507977668,668672
