request_id,sample_id,domain,phase,baseline,delta,layer_pairs,candidate_count,candidate_amplification,forecasts,selection_coverage,routed_mass_coverage,complete_route_coverage
23,mt_bench-9170963,conversation,decode,learned,8,16,4,1.0,256,0.6611328125,0.6922054290771484,0.25
23,mt_bench-9170963,conversation,decode,learned,9,15,4,1.0,240,0.6572916666666667,0.686413586139679,0.24583333333333332
23,mt_bench-9170963,conversation,decode,learned,10,14,4,1.0,224,0.6328125,0.6629725694656372,0.23660714285714285
23,mt_bench-9170963,conversation,decode,learned,11,13,4,1.0,208,0.6442307692307693,0.6717881560325623,0.25961538461538464
23,mt_bench-9170963,conversation,decode,learned,12,12,4,1.0,192,0.65234375,0.6783167719841003,0.265625
23,mt_bench-9170963,conversation,decode,learned,13,11,4,1.0,176,0.6548295454545454,0.6846285462379456,0.22727272727272727
23,mt_bench-9170963,conversation,decode,learned,14,10,4,1.0,160,0.6546875,0.6811431646347046,0.25625
23,mt_bench-9170963,conversation,decode,learned,15,9,4,1.0,144,0.6666666666666666,0.6919792890548706,0.2777777777777778
23,mt_bench-9170963,conversation,decode,learned,16,8,4,1.0,128,0.64453125,0.6714134216308594,0.2734375
23,mt_bench-9170963,conversation,decode,learned,17,7,4,1.0,112,0.6428571428571429,0.6664036512374878,0.24107142857142858
23,mt_bench-9170963,conversation,decode,learned,18,6,4,1.0,96,0.6510416666666666,0.6800435185432434,0.20833333333333334
23,mt_bench-9170963,conversation,decode,learned,19,5,4,1.0,80,0.6625,0.687390148639679,0.25
23,mt_bench-9170963,conversation,decode,learned,20,4,4,1.0,64,0.67578125,0.6947097778320312,0.25
23,mt_bench-9170963,conversation,decode,learned,21,3,4,1.0,48,0.6822916666666666,0.7033589482307434,0.20833333333333334
23,mt_bench-9170963,conversation,decode,learned,22,2,4,1.0,32,0.65625,0.69183349609375,0.21875
23,mt_bench-9170963,conversation,decode,learned,23,1,4,1.0,16,0.59375,0.609619140625,0.25
24,humaneval-HumanEval_138,code,decode,learned,1,23,4,1.0,368,0.7105978260869565,0.749093770980835,0.27717391304347827
24,humaneval-HumanEval_138,code,decode,learned,2,22,4,1.0,352,0.6931818181818182,0.7334386706352234,0.26420454545454547
24,humaneval-HumanEval_138,code,decode,learned,3,21,4,1.0,336,0.6852678571428571,0.7209181785583496,0.2857142857142857
24,humaneval-HumanEval_138,code,decode,learned,4,20,4,1.0,320,0.684375,0.7138427495956421,0.290625
24,humaneval-HumanEval_138,code,decode,learned,5,19,4,1.0,304,0.647203947368421,0.6799734234809875,0.2598684210526316
24,humaneval-HumanEval_138,code,decode,learned,6,18,4,1.0,288,0.6362847222222222,0.6684044599533081,0.23958333333333334
24,humaneval-HumanEval_138,code,decode,learned,7,17,4,1.0,272,0.6525735294117647,0.6845362186431885,0.2647058823529412
24,humaneval-HumanEval_138,code,decode,learned,8,16,4,1.0,256,0.6396484375,0.6641426086425781,0.30078125
24,humaneval-HumanEval_138,code,decode,learned,9,15,4,1.0,240,0.63125,0.6624674201011658,0.23333333333333334
24,humaneval-HumanEval_138,code,decode,learned,10,14,4,1.0,224,0.625,0.6562696099281311,0.25
24,humaneval-HumanEval_138,code,decode,learned,11,13,4,1.0,208,0.6177884615384616,0.6469937562942505,0.28846153846153844
24,humaneval-HumanEval_138,code,decode,learned,12,12,4,1.0,192,0.6536458333333334,0.6818491816520691,0.28125
24,humaneval-HumanEval_138,code,decode,learned,13,11,4,1.0,176,0.6505681818181818,0.6798844933509827,0.26136363636363635
24,humaneval-HumanEval_138,code,decode,learned,14,10,4,1.0,160,0.65625,0.6855255365371704,0.28125
24,humaneval-HumanEval_138,code,decode,learned,15,9,4,1.0,144,0.6128472222222222,0.6490749716758728,0.2222222222222222
24,humaneval-HumanEval_138,code,decode,learned,16,8,4,1.0,128,0.607421875,0.6322135925292969,0.2578125
24,humaneval-HumanEval_138,code,decode,learned,17,7,4,1.0,112,0.6294642857142857,0.6568472981452942,0.24107142857142858
24,humaneval-HumanEval_138,code,decode,learned,18,6,4,1.0,96,0.6041666666666666,0.6335499882698059,0.22916666666666666
24,humaneval-HumanEval_138,code,decode,learned,19,5,4,1.0,80,0.60625,0.635162353515625,0.1875
24,humaneval-HumanEval_138,code,decode,learned,20,4,4,1.0,64,0.5546875,0.5679550170898438,0.21875
24,humaneval-HumanEval_138,code,decode,learned,21,3,4,1.0,48,0.5208333333333334,0.5329691767692566,0.22916666666666666
24,humaneval-HumanEval_138,code,decode,learned,22,2,4,1.0,32,0.5703125,0.5966796875,0.21875
24,humaneval-HumanEval_138,code,decode,learned,23,1,4,1.0,16,0.484375,0.500335693359375,0.3125
25,wikitext2-00047,general,decode,learned,1,23,4,1.0,368,0.8539402173913043,0.884433925151825,0.5244565217391305
25,wikitext2-00047,general,decode,learned,2,22,4,1.0,352,0.8444602272727273,0.8772264122962952,0.48579545454545453
25,wikitext2-00047,general,decode,learned,3,21,4,1.0,336,0.8392857142857143,0.8707594871520996,0.49107142857142855
25,wikitext2-00047,general,decode,learned,4,20,4,1.0,320,0.83984375,0.872833251953125,0.496875
25,wikitext2-00047,general,decode,learned,5,19,4,1.0,304,0.828125,0.8587212562561035,0.47039473684210525
25,wikitext2-00047,general,decode,learned,6,18,4,1.0,288,0.8359375,0.8631981611251831,0.5173611111111112
25,wikitext2-00047,general,decode,learned,7,17,4,1.0,272,0.8308823529411765,0.8562226891517639,0.47058823529411764
25,wikitext2-00047,general,decode,learned,8,16,4,1.0,256,0.8349609375,0.8610496520996094,0.50390625
25,wikitext2-00047,general,decode,learned,9,15,4,1.0,240,0.825,0.8515380620956421,0.4625
25,wikitext2-00047,general,decode,learned,10,14,4,1.0,224,0.8091517857142857,0.8371451497077942,0.4330357142857143
25,wikitext2-00047,general,decode,learned,11,13,4,1.0,208,0.8269230769230769,0.8544921875,0.4519230769230769
25,wikitext2-00047,general,decode,learned,12,12,4,1.0,192,0.82421875,0.8529052734375,0.4739583333333333
25,wikitext2-00047,general,decode,learned,13,11,4,1.0,176,0.8338068181818182,0.8645269274711609,0.4943181818181818
25,wikitext2-00047,general,decode,learned,14,10,4,1.0,160,0.840625,0.8696228265762329,0.525
25,wikitext2-00047,general,decode,learned,15,9,4,1.0,144,0.8715277777777778,0.8968098759651184,0.5763888888888888
25,wikitext2-00047,general,decode,learned,16,8,4,1.0,128,0.841796875,0.8619003295898438,0.53125
25,wikitext2-00047,general,decode,learned,17,7,4,1.0,112,0.8571428571428571,0.8816746473312378,0.5357142857142857
25,wikitext2-00047,general,decode,learned,18,6,4,1.0,96,0.8489583333333334,0.8805338740348816,0.5208333333333334
25,wikitext2-00047,general,decode,learned,19,5,4,1.0,80,0.8625,0.8906615972518921,0.525
25,wikitext2-00047,general,decode,learned,20,4,4,1.0,64,0.88671875,0.9143142700195312,0.59375
25,wikitext2-00047,general,decode,learned,21,3,4,1.0,48,0.8802083333333334,0.9134521484375,0.5833333333333334
25,wikitext2-00047,general,decode,learned,22,2,4,1.0,32,0.90625,0.932220458984375,0.65625
25,wikitext2-00047,general,decode,learned,23,1,4,1.0,16,0.953125,0.97412109375,0.8125
26,humaneval-HumanEval_70,code,decode,learned,1,23,4,1.0,368,0.7649456521739131,0.80491703748703,0.35597826086956524
26,humaneval-HumanEval_70,code,decode,learned,2,22,4,1.0,352,0.7627840909090909,0.8049815893173218,0.35511363636363635
26,humaneval-HumanEval_70,code,decode,learned,3,21,4,1.0,336,0.7492559523809523,0.786840558052063,0.3392857142857143
26,humaneval-HumanEval_70,code,decode,learned,4,20,4,1.0,320,0.73828125,0.77264404296875,0.334375
26,humaneval-HumanEval_70,code,decode,learned,5,19,4,1.0,304,0.7047697368421053,0.7379198670387268,0.3223684210526316
26,humaneval-HumanEval_70,code,decode,learned,6,18,4,1.0,288,0.71875,0.7547031044960022,0.3194444444444444
26,humaneval-HumanEval_70,code,decode,learned,7,17,4,1.0,272,0.7040441176470589,0.7358721494674683,0.29411764705882354
26,humaneval-HumanEval_70,code,decode,learned,8,16,4,1.0,256,0.6826171875,0.7125396728515625,0.29296875
26,humaneval-HumanEval_70,code,decode,learned,9,15,4,1.0,240,0.675,0.7021626830101013,0.3
26,humaneval-HumanEval_70,code,decode,learned,10,14,4,1.0,224,0.6964285714285714,0.7271336317062378,0.3169642857142857
26,humaneval-HumanEval_70,code,decode,learned,11,13,4,1.0,208,0.6850961538461539,0.718031644821167,0.3076923076923077
26,humaneval-HumanEval_70,code,decode,learned,12,12,4,1.0,192,0.6927083333333334,0.7293548583984375,0.296875
26,humaneval-HumanEval_70,code,decode,learned,13,11,4,1.0,176,0.6946022727272727,0.7206254601478577,0.3181818181818182
26,humaneval-HumanEval_70,code,decode,learned,14,10,4,1.0,160,0.7015625,0.7386474609375,0.35
26,humaneval-HumanEval_70,code,decode,learned,15,9,4,1.0,144,0.6996527777777778,0.7322150468826294,0.3472222222222222
26,humaneval-HumanEval_70,code,decode,learned,16,8,4,1.0,128,0.671875,0.7048797607421875,0.3046875
26,humaneval-HumanEval_70,code,decode,learned,17,7,4,1.0,112,0.6674107142857143,0.7013636827468872,0.29464285714285715
26,humaneval-HumanEval_70,code,decode,learned,18,6,4,1.0,96,0.6614583333333334,0.6934814453125,0.2916666666666667
26,humaneval-HumanEval_70,code,decode,learned,19,5,4,1.0,80,0.659375,0.683502197265625,0.2625
26,humaneval-HumanEval_70,code,decode,learned,20,4,4,1.0,64,0.65234375,0.6816940307617188,0.21875
26,humaneval-HumanEval_70,code,decode,learned,21,3,4,1.0,48,0.609375,0.6329854130744934,0.14583333333333334
26,humaneval-HumanEval_70,code,decode,learned,22,2,4,1.0,32,0.6015625,0.6318206787109375,0.21875
26,humaneval-HumanEval_70,code,decode,learned,23,1,4,1.0,16,0.53125,0.550262451171875,0.25
27,wikitext2-00035,general,decode,learned,1,23,4,1.0,368,0.860733695652174,0.8920354247093201,0.5461956521739131
27,wikitext2-00035,general,decode,learned,2,22,4,1.0,352,0.8494318181818182,0.8788591027259827,0.5085227272727273
27,wikitext2-00035,general,decode,learned,3,21,4,1.0,336,0.8452380952380952,0.8755841851234436,0.5089285714285714
27,wikitext2-00035,general,decode,learned,4,20,4,1.0,320,0.83359375,0.8668578863143921,0.478125
27,wikitext2-00035,general,decode,learned,5,19,4,1.0,304,0.8305921052631579,0.8603724241256714,0.46710526315789475
27,wikitext2-00035,general,decode,learned,6,18,4,1.0,288,0.8446180555555556,0.8704596757888794,0.53125
27,wikitext2-00035,general,decode,learned,7,17,4,1.0,272,0.8308823529411765,0.8589729070663452,0.47058823529411764
27,wikitext2-00035,general,decode,learned,8,16,4,1.0,256,0.8388671875,0.8633575439453125,0.515625
27,wikitext2-00035,general,decode,learned,9,15,4,1.0,240,0.8270833333333333,0.8554158806800842,0.4625
27,wikitext2-00035,general,decode,learned,10,14,4,1.0,224,0.8236607142857143,0.8442339301109314,0.47767857142857145
27,wikitext2-00035,general,decode,learned,11,13,4,1.0,208,0.8149038461538461,0.839630126953125,0.44711538461538464
27,wikitext2-00035,general,decode,learned,12,12,4,1.0,192,0.8190104166666666,0.8465754389762878,0.46875
27,wikitext2-00035,general,decode,learned,13,11,4,1.0,176,0.84375,0.8715931177139282,0.5113636363636364
27,wikitext2-00035,general,decode,learned,14,10,4,1.0,160,0.840625,0.873504638671875,0.55
27,wikitext2-00035,general,decode,learned,15,9,4,1.0,144,0.875,0.9034762978553772,0.5833333333333334
27,wikitext2-00035,general,decode,learned,16,8,4,1.0,128,0.853515625,0.8751907348632812,0.5703125
27,wikitext2-00035,general,decode,learned,17,7,4,1.0,112,0.8727678571428571,0.9035731554031372,0.5446428571428571
27,wikitext2-00035,general,decode,learned,18,6,4,1.0,96,0.8567708333333334,0.8859507441520691,0.5520833333333334
27,wikitext2-00035,general,decode,learned,19,5,4,1.0,80,0.86875,0.899823009967804,0.5125
27,wikitext2-00035,general,decode,learned,20,4,4,1.0,64,0.90234375,0.9307022094726562,0.65625
27,wikitext2-00035,general,decode,learned,21,3,4,1.0,48,0.875,0.9088541865348816,0.5625
27,wikitext2-00035,general,decode,learned,22,2,4,1.0,32,0.9140625,0.9417877197265625,0.65625
27,wikitext2-00035,general,decode,learned,23,1,4,1.0,16,0.953125,0.97064208984375,0.8125
28,humaneval-HumanEval_40,code,decode,learned,1,23,4,1.0,368,0.7194293478260869,0.758708119392395,0.27717391304347827
28,humaneval-HumanEval_40,code,decode,learned,2,22,4,1.0,352,0.7258522727272727,0.7599459290504456,0.30113636363636365
28,humaneval-HumanEval_40,code,decode,learned,3,21,4,1.0,336,0.6971726190476191,0.7326195240020752,0.25595238095238093
28,humaneval-HumanEval_40,code,decode,learned,4,20,4,1.0,320,0.70078125,0.7285308837890625,0.303125
28,humaneval-HumanEval_40,code,decode,learned,5,19,4,1.0,304,0.6743421052631579,0.7111029624938965,0.28618421052631576
28,humaneval-HumanEval_40,code,decode,learned,6,18,4,1.0,288,0.6892361111111112,0.7155592441558838,0.2777777777777778
28,humaneval-HumanEval_40,code,decode,learned,7,17,4,1.0,272,0.6654411764705882,0.6976875066757202,0.25
28,humaneval-HumanEval_40,code,decode,learned,8,16,4,1.0,256,0.6689453125,0.6962318420410156,0.29296875
28,humaneval-HumanEval_40,code,decode,learned,9,15,4,1.0,240,0.6510416666666666,0.6819661259651184,0.25833333333333336
28,humaneval-HumanEval_40,code,decode,learned,10,14,4,1.0,224,0.6540178571428571,0.6775164008140564,0.29017857142857145
28,humaneval-HumanEval_40,code,decode,learned,11,13,4,1.0,208,0.6514423076923077,0.675445556640625,0.25961538461538464
28,humaneval-HumanEval_40,code,decode,learned,12,12,4,1.0,192,0.6653645833333334,0.6925430297851562,0.2708333333333333
28,humaneval-HumanEval_40,code,decode,learned,13,11,4,1.0,176,0.6860795454545454,0.7129627466201782,0.2840909090909091
28,humaneval-HumanEval_40,code,decode,learned,14,10,4,1.0,160,0.6796875,0.707989513874054,0.3125
28,humaneval-HumanEval_40,code,decode,learned,15,9,4,1.0,144,0.6631944444444444,0.6943020224571228,0.2777777777777778
28,humaneval-HumanEval_40,code,decode,learned,16,8,4,1.0,128,0.658203125,0.6782379150390625,0.3046875
28,humaneval-HumanEval_40,code,decode,learned,17,7,4,1.0,112,0.6584821428571429,0.6870509386062622,0.25892857142857145
28,humaneval-HumanEval_40,code,decode,learned,18,6,4,1.0,96,0.6484375,0.6701304316520691,0.2604166666666667
28,humaneval-HumanEval_40,code,decode,learned,19,5,4,1.0,80,0.68125,0.700183093547821,0.2125
28,humaneval-HumanEval_40,code,decode,learned,20,4,4,1.0,64,0.6171875,0.6404571533203125,0.171875
28,humaneval-HumanEval_40,code,decode,learned,21,3,4,1.0,48,0.578125,0.5956013798713684,0.1875
28,humaneval-HumanEval_40,code,decode,learned,22,2,4,1.0,32,0.609375,0.64300537109375,0.15625
28,humaneval-HumanEval_40,code,decode,learned,23,1,4,1.0,16,0.546875,0.5682373046875,0.3125
29,wikitext2-00039,general,decode,learned,1,23,4,1.0,368,0.8743206521739131,0.9022495150566101,0.5842391304347826
29,wikitext2-00039,general,decode,learned,2,22,4,1.0,352,0.8579545454545454,0.8887856006622314,0.53125
29,wikitext2-00039,general,decode,learned,3,21,4,1.0,336,0.8497023809523809,0.879122793674469,0.5238095238095238
29,wikitext2-00039,general,decode,learned,4,20,4,1.0,320,0.85078125,0.8781082034111023,0.51875
29,wikitext2-00039,general,decode,learned,5,19,4,1.0,304,0.8445723684210527,0.8725826740264893,0.5098684210526315
29,wikitext2-00039,general,decode,learned,6,18,4,1.0,288,0.8489583333333334,0.8761172890663147,0.5381944444444444
29,wikitext2-00039,general,decode,learned,7,17,4,1.0,272,0.8465073529411765,0.8718854188919067,0.5330882352941176
29,wikitext2-00039,general,decode,learned,8,16,4,1.0,256,0.845703125,0.8692455291748047,0.51953125
29,wikitext2-00039,general,decode,learned,9,15,4,1.0,240,0.8333333333333334,0.8572407960891724,0.49166666666666664
29,wikitext2-00039,general,decode,learned,10,14,4,1.0,224,0.8359375,0.8528617024421692,0.5133928571428571
29,wikitext2-00039,general,decode,learned,11,13,4,1.0,208,0.8341346153846154,0.8553419709205627,0.49038461538461536
29,wikitext2-00039,general,decode,learned,12,12,4,1.0,192,0.8515625,0.8731181025505066,0.5572916666666666
29,wikitext2-00039,general,decode,learned,13,11,4,1.0,176,0.859375,0.8829984068870544,0.5625
29,wikitext2-00039,general,decode,learned,14,10,4,1.0,160,0.8671875,0.8884612917900085,0.59375
29,wikitext2-00039,general,decode,learned,15,9,4,1.0,144,0.8784722222222222,0.9034287929534912,0.5972222222222222
29,wikitext2-00039,general,decode,learned,16,8,4,1.0,128,0.86328125,0.8802604675292969,0.6015625
29,wikitext2-00039,general,decode,learned,17,7,4,1.0,112,0.8816964285714286,0.9076930284500122,0.5803571428571429
29,wikitext2-00039,general,decode,learned,18,6,4,1.0,96,0.8776041666666666,0.899261474609375,0.6041666666666666
29,wikitext2-00039,general,decode,learned,19,5,4,1.0,80,0.88125,0.910174548625946,0.55
29,wikitext2-00039,general,decode,learned,20,4,4,1.0,64,0.90234375,0.9254531860351562,0.640625
29,wikitext2-00039,general,decode,learned,21,3,4,1.0,48,0.8802083333333334,0.9038187861442566,0.6041666666666666
29,wikitext2-00039,general,decode,learned,22,2,4,1.0,32,0.90625,0.9335479736328125,0.6875
29,wikitext2-00039,general,decode,learned,23,1,4,1.0,16,0.96875,0.983673095703125,0.875
30,wikitext2-00041,general,decode,learned,1,23,4,1.0,368,0.8641304347826086,0.893391489982605,0.5407608695652174
30,wikitext2-00041,general,decode,learned,2,22,4,1.0,352,0.8444602272727273,0.877227783203125,0.5056818181818182
30,wikitext2-00041,general,decode,learned,3,21,4,1.0,336,0.8519345238095238,0.8800310492515564,0.5446428571428571
30,wikitext2-00041,general,decode,learned,4,20,4,1.0,320,0.8359375,0.8680664300918579,0.471875
30,wikitext2-00041,general,decode,learned,5,19,4,1.0,304,0.8429276315789473,0.8721329569816589,0.5098684210526315
30,wikitext2-00041,general,decode,learned,6,18,4,1.0,288,0.8342013888888888,0.8619520664215088,0.5
30,wikitext2-00041,general,decode,learned,7,17,4,1.0,272,0.8400735294117647,0.8655216097831726,0.5147058823529411
30,wikitext2-00041,general,decode,learned,8,16,4,1.0,256,0.8447265625,0.8683414459228516,0.50390625
30,wikitext2-00041,general,decode,learned,9,15,4,1.0,240,0.8239583333333333,0.853759765625,0.4708333333333333
30,wikitext2-00041,general,decode,learned,10,14,4,1.0,224,0.8292410714285714,0.8529096245765686,0.49107142857142855
30,wikitext2-00041,general,decode,learned,11,13,4,1.0,208,0.8305288461538461,0.853257417678833,0.46153846153846156
30,wikitext2-00041,general,decode,learned,12,12,4,1.0,192,0.8424479166666666,0.8655548095703125,0.5208333333333334
30,wikitext2-00041,general,decode,learned,13,11,4,1.0,176,0.859375,0.8823713660240173,0.5511363636363636
30,wikitext2-00041,general,decode,learned,14,10,4,1.0,160,0.8578125,0.8871520757675171,0.5375
30,wikitext2-00041,general,decode,learned,15,9,4,1.0,144,0.8784722222222222,0.9026048183441162,0.5902777777777778
30,wikitext2-00041,general,decode,learned,16,8,4,1.0,128,0.861328125,0.879364013671875,0.578125
30,wikitext2-00041,general,decode,learned,17,7,4,1.0,112,0.8861607142857143,0.9122750163078308,0.5714285714285714
30,wikitext2-00041,general,decode,learned,18,6,4,1.0,96,0.8723958333333334,0.8939412236213684,0.59375
30,wikitext2-00041,general,decode,learned,19,5,4,1.0,80,0.8625,0.898663341999054,0.5125
30,wikitext2-00041,general,decode,learned,20,4,4,1.0,64,0.890625,0.91845703125,0.609375
30,wikitext2-00041,general,decode,learned,21,3,4,1.0,48,0.8958333333333334,0.9196675419807434,0.6458333333333334
30,wikitext2-00041,general,decode,learned,22,2,4,1.0,32,0.9296875,0.9551544189453125,0.71875
30,wikitext2-00041,general,decode,learned,23,1,4,1.0,16,0.96875,0.98394775390625,0.875
31,gsm8k-00045,math,decode,learned,1,23,4,1.0,368,0.7350543478260869,0.7794176340103149,0.31521739130434784
31,gsm8k-00045,math,decode,learned,2,22,4,1.0,352,0.7294034090909091,0.7658025622367859,0.3181818181818182
31,gsm8k-00045,math,decode,learned,3,21,4,1.0,336,0.7008928571428571,0.7363716959953308,0.2976190476190476
31,gsm8k-00045,math,decode,learned,4,20,4,1.0,320,0.70625,0.7422149777412415,0.271875
31,gsm8k-00045,math,decode,learned,5,19,4,1.0,304,0.6916118421052632,0.7276354432106018,0.25
31,gsm8k-00045,math,decode,learned,6,18,4,1.0,288,0.7022569444444444,0.7355872392654419,0.2638888888888889
31,gsm8k-00045,math,decode,learned,7,17,4,1.0,272,0.6966911764705882,0.7301115393638611,0.27941176470588236
31,gsm8k-00045,math,decode,learned,8,16,4,1.0,256,0.6982421875,0.7309989929199219,0.26953125
31,gsm8k-00045,math,decode,learned,9,15,4,1.0,240,0.6916666666666667,0.721752941608429,0.2791666666666667
31,gsm8k-00045,math,decode,learned,10,14,4,1.0,224,0.6607142857142857,0.6950225830078125,0.2544642857142857
31,gsm8k-00045,math,decode,learned,11,13,4,1.0,208,0.65625,0.6835679411888123,0.2980769230769231
31,gsm8k-00045,math,decode,learned,12,12,4,1.0,192,0.6380208333333334,0.6713714599609375,0.22395833333333334
31,gsm8k-00045,math,decode,learned,13,11,4,1.0,176,0.6590909090909091,0.6843594908714294,0.2784090909090909
31,gsm8k-00045,math,decode,learned,14,10,4,1.0,160,0.6953125,0.7209503054618835,0.29375
31,gsm8k-00045,math,decode,learned,15,9,4,1.0,144,0.6840277777777778,0.7135043740272522,0.2638888888888889
31,gsm8k-00045,math,decode,learned,16,8,4,1.0,128,0.646484375,0.671173095703125,0.265625
31,gsm8k-00045,math,decode,learned,17,7,4,1.0,112,0.6830357142857143,0.7053658366203308,0.2857142857142857
31,gsm8k-00045,math,decode,learned,18,6,4,1.0,96,0.6614583333333334,0.6916961669921875,0.2916666666666667
31,gsm8k-00045,math,decode,learned,19,5,4,1.0,80,0.659375,0.691601574420929,0.275
31,gsm8k-00045,math,decode,learned,20,4,4,1.0,64,0.62890625,0.6635894775390625,0.25
31,gsm8k-00045,math,decode,learned,21,3,4,1.0,48,0.6875,0.713836669921875,0.3333333333333333
31,gsm8k-00045,math,decode,learned,22,2,4,1.0,32,0.65625,0.7003631591796875,0.28125
31,gsm8k-00045,math,decode,learned,23,1,4,1.0,16,0.578125,0.63916015625,0.125
32,wikitext2-00042,general,decode,learned,1,23,4,1.0,368,0.8532608695652174,0.8857501745223999,0.5108695652173914
32,wikitext2-00042,general,decode,learned,2,22,4,1.0,352,0.8416193181818182,0.8760570287704468,0.4971590909090909
32,wikitext2-00042,general,decode,learned,3,21,4,1.0,336,0.8400297619047619,0.870763897895813,0.48214285714285715
32,wikitext2-00042,general,decode,learned,4,20,4,1.0,320,0.828125,0.858715832233429,0.478125
32,wikitext2-00042,general,decode,learned,5,19,4,1.0,304,0.8305921052631579,0.8612719178199768,0.47368421052631576
32,wikitext2-00042,general,decode,learned,6,18,4,1.0,288,0.8272569444444444,0.8546006679534912,0.4791666666666667
32,wikitext2-00042,general,decode,learned,7,17,4,1.0,272,0.8363970588235294,0.8645468354225159,0.49264705882352944
32,wikitext2-00042,general,decode,learned,8,16,4,1.0,256,0.8466796875,0.8708457946777344,0.5078125
32,wikitext2-00042,general,decode,learned,9,15,4,1.0,240,0.8197916666666667,0.8504435420036316,0.4583333333333333
32,wikitext2-00042,general,decode,learned,10,14,4,1.0,224,0.8348214285714286,0.8568965196609497,0.5044642857142857
32,wikitext2-00042,general,decode,learned,11,13,4,1.0,208,0.8149038461538461,0.8440880179405212,0.42788461538461536
32,wikitext2-00042,general,decode,learned,12,12,4,1.0,192,0.83984375,0.86566162109375,0.5260416666666666
32,wikitext2-00042,general,decode,learned,13,11,4,1.0,176,0.8423295454545454,0.8690851330757141,0.5284090909090909
32,wikitext2-00042,general,decode,learned,14,10,4,1.0,160,0.8453125,0.8725188970565796,0.53125
32,wikitext2-00042,general,decode,learned,15,9,4,1.0,144,0.859375,0.8864881992340088,0.5208333333333334
32,wikitext2-00042,general,decode,learned,16,8,4,1.0,128,0.85546875,0.8684310913085938,0.5625
32,wikitext2-00042,general,decode,learned,17,7,4,1.0,112,0.8638392857142857,0.8907383680343628,0.5357142857142857
32,wikitext2-00042,general,decode,learned,18,6,4,1.0,96,0.8619791666666666,0.8922068476676941,0.5625
32,wikitext2-00042,general,decode,learned,19,5,4,1.0,80,0.8625,0.9010864496231079,0.5
32,wikitext2-00042,general,decode,learned,20,4,4,1.0,64,0.8984375,0.9282150268554688,0.625
32,wikitext2-00042,general,decode,learned,21,3,4,1.0,48,0.875,0.9049174189567566,0.6041666666666666
32,wikitext2-00042,general,decode,learned,22,2,4,1.0,32,0.890625,0.9148406982421875,0.65625
32,wikitext2-00042,general,decode,learned,23,1,4,1.0,16,0.953125,0.97210693359375,0.8125
33,gsm8k-00035,math,decode,learned,1,23,4,1.0,368,0.733016304347826,0.77418452501297,0.2907608695652174
33,gsm8k-00035,math,decode,learned,2,22,4,1.0,352,0.7137784090909091,0.7483548521995544,0.2897727272727273
33,gsm8k-00035,math,decode,learned,3,21,4,1.0,336,0.6830357142857143,0.7173418402671814,0.28273809523809523
33,gsm8k-00035,math,decode,learned,4,20,4,1.0,320,0.68671875,0.7280990481376648,0.271875
33,gsm8k-00035,math,decode,learned,5,19,4,1.0,304,0.6702302631578947,0.7112202048301697,0.25
33,gsm8k-00035,math,decode,learned,6,18,4,1.0,288,0.6753472222222222,0.7134144902229309,0.22916666666666666
33,gsm8k-00035,math,decode,learned,7,17,4,1.0,272,0.6681985294117647,0.7089628577232361,0.23529411764705882
33,gsm8k-00035,math,decode,learned,8,16,4,1.0,256,0.6591796875,0.6977634429931641,0.234375
33,gsm8k-00035,math,decode,learned,9,15,4,1.0,240,0.6479166666666667,0.6878214478492737,0.23333333333333334
33,gsm8k-00035,math,decode,learned,10,14,4,1.0,224,0.640625,0.6799054741859436,0.24107142857142858
33,gsm8k-00035,math,decode,learned,11,13,4,1.0,208,0.6478365384615384,0.6876807808876038,0.23076923076923078
33,gsm8k-00035,math,decode,learned,12,12,4,1.0,192,0.63671875,0.678466796875,0.19791666666666666
33,gsm8k-00035,math,decode,learned,13,11,4,1.0,176,0.6676136363636364,0.701141357421875,0.23863636363636365
33,gsm8k-00035,math,decode,learned,14,10,4,1.0,160,0.6640625,0.7048248052597046,0.23125
33,gsm8k-00035,math,decode,learned,15,9,4,1.0,144,0.6684027777777778,0.7046305537223816,0.2222222222222222
33,gsm8k-00035,math,decode,learned,16,8,4,1.0,128,0.650390625,0.6897048950195312,0.2109375
33,gsm8k-00035,math,decode,learned,17,7,4,1.0,112,0.640625,0.6756024956703186,0.20535714285714285
33,gsm8k-00035,math,decode,learned,18,6,4,1.0,96,0.6640625,0.7025909423828125,0.22916666666666666
33,gsm8k-00035,math,decode,learned,19,5,4,1.0,80,0.6625,0.6987243890762329,0.25
33,gsm8k-00035,math,decode,learned,20,4,4,1.0,64,0.6484375,0.6853179931640625,0.21875
33,gsm8k-00035,math,decode,learned,21,3,4,1.0,48,0.6822916666666666,0.7117512822151184,0.22916666666666666
33,gsm8k-00035,math,decode,learned,22,2,4,1.0,32,0.609375,0.6419830322265625,0.21875
33,gsm8k-00035,math,decode,learned,23,1,4,1.0,16,0.578125,0.6153564453125,0.125
34,humaneval-HumanEval_115,code,decode,learned,1,23,4,1.0,368,0.7493206521739131,0.7904835343360901,0.3233695652173913
34,humaneval-HumanEval_115,code,decode,learned,2,22,4,1.0,352,0.7350852272727273,0.7753351330757141,0.3039772727272727
34,humaneval-HumanEval_115,code,decode,learned,3,21,4,1.0,336,0.7150297619047619,0.754611074924469,0.29464285714285715
