phase,domain,source_layer,target_layer,delta,capacity,baseline,n_tokens,routing_top_k,selection_coverage,complete_token_coverage,candidate_amplification,useful_amplification,mean_candidate_replacement_fraction,mean_candidate_jaccard
decode,code,3,5,2,32,static,504,8,0.8725198412698413,0.37896825396825395,4.0,4.584422967595224,0.0,1.0
decode,code,3,5,2,32,transition,504,8,0.9595734126984127,0.7162698412698413,4.0,4.168518997156888,0.2717445328031809,0.5942708536113622
decode,code,3,6,3,8,domain_oracle,504,8,0.5138888888888888,0.0,1.0,1.945945945945946,0.0,1.0
decode,code,3,6,3,8,previous_window,504,8,0.5106646825396826,0.0,1.0,1.9582321515298688,0.0004970178926441351,0.9991164126352993
decode,code,3,6,3,8,static,504,8,0.48759920634920634,0.0,1.0,2.0508646998982707,0.0,1.0
decode,code,3,6,3,8,transition,504,8,0.6676587301587301,0.025793650793650792,1.0,1.4977711738484398,0.3195825049701789,0.5559314994702658
decode,code,3,6,3,16,domain_oracle,504,8,0.7284226190476191,0.10912698412698413,2.0,2.745658835546476,0.0,1.0
decode,code,3,6,3,16,previous_window,504,8,0.730406746031746,0.10119047619047619,2.0,2.7382003395585737,0.00024850894632206757,0.999532218453982
decode,code,3,6,3,16,static,504,8,0.6629464285714286,0.01984126984126984,2.0,3.016835016835017,0.0,1.0
decode,code,3,6,3,16,transition,504,8,0.8787202380952381,0.42658730158730157,2.0,2.2760372565622355,0.30752982107355864,0.5668661192829397
decode,code,3,6,3,32,domain_oracle,504,8,0.9124503968253969,0.5178571428571429,4.0,4.383799945637401,0.0,1.0
decode,code,3,6,3,32,previous_window,504,8,0.9007936507936508,0.49603174603174605,4.0,4.440528634361233,0.0005591451292246521,0.9990313756558393
decode,code,3,6,3,32,static,504,8,0.8787202380952381,0.42063492063492064,4.0,4.552074513124471,0.0,1.0
decode,code,3,6,3,32,transition,504,8,0.9563492063492064,0.7242063492063492,4.0,4.182572614107884,0.23956262425447317,0.632069678359946
decode,code,4,5,1,8,domain_oracle,504,8,0.5515873015873016,0.0,1.0,1.8129496402877698,0.0,1.0
decode,code,4,5,1,8,previous_window,504,8,0.5515873015873016,0.0,1.0,1.8129496402877698,0.0,1.0
decode,code,4,5,1,8,static,504,8,0.5094246031746031,0.0,1.0,1.9629990262901655,0.0,1.0
decode,code,4,5,1,8,transition,504,8,0.7068452380952381,0.03571428571428571,1.0,1.414736842105263,0.3213220675944334,0.5462537903889784
decode,code,4,5,1,16,domain_oracle,504,8,0.7286706349206349,0.10317460317460317,2.0,2.7447243022464263,0.0,1.0
decode,code,4,5,1,16,previous_window,504,8,0.7204861111111112,0.09523809523809523,2.0,2.7759036144578313,0.00024850894632206757,0.9995582063176497
decode,code,4,5,1,16,static,504,8,0.6676587301587301,0.041666666666666664,2.0,2.9955423476968797,0.0,1.0
decode,code,4,5,1,16,transition,504,8,0.8571428571428571,0.3134920634920635,2.0,2.3333333333333335,0.2662773359840954,0.6114805259776467
decode,code,4,5,1,32,domain_oracle,504,8,0.9151785714285714,0.5654761904761905,4.0,4.3707317073170735,0.0,1.0
decode,code,4,5,1,32,previous_window,504,8,0.9010416666666666,0.5099206349206349,4.0,4.4393063583815024,0.0003106361829025845,0.9994626833593037
decode,code,4,5,1,32,static,504,8,0.8725198412698413,0.37896825396825395,4.0,4.584422967595224,0.0,1.0
decode,code,4,5,1,32,transition,504,8,0.9508928571428571,0.6825396825396826,4.0,4.206572769953052,0.1995526838966203,0.6811447845235199
decode,code,4,6,2,8,domain_oracle,504,8,0.5138888888888888,0.0,1.0,1.945945945945946,0.0,1.0
decode,code,4,6,2,8,previous_window,504,8,0.5106646825396826,0.0,1.0,1.9582321515298688,0.0004970178926441351,0.9991164126352993
decode,code,4,6,2,8,static,504,8,0.48759920634920634,0.0,1.0,2.0508646998982707,0.0,1.0
decode,code,4,6,2,8,transition,504,8,0.6649305555555556,0.011904761904761904,1.0,1.5039164490861618,0.2731113320079523,0.6011792051553478
decode,code,4,6,2,16,domain_oracle,504,8,0.7284226190476191,0.10912698412698413,2.0,2.745658835546476,0.0,1.0
decode,code,4,6,2,16,previous_window,504,8,0.730406746031746,0.10119047619047619,2.0,2.7382003395585737,0.00024850894632206757,0.999532218453982
