phase,policy,capacity,lookahead,bandwidth_scale,mean_cold_experts_per_wave,available_lead_time_ms,mean_cold_service_time_ms,cold_service_headroom_ratio,cold_service_pressure_ratio,selection_coverage,complete_route_coverage,deadline_feasible_cold_fraction,oracle_stall_reduction,oracle_pass,prediction_pass,category,first_order_region
decode,transition,16,15,1.0,3.7446011733865934,9.589664787054062,1.962530541934855,4.886377349113573,0.2046505884735668,0.5375744047619048,0.04613095238095238,1.0,1.0,True,False,prediction_limited,nominal_prediction_limited
decode,linear,16,15,1.0,3.7446011733865934,9.589664787054062,1.962530541934855,4.886377349113573,0.2046505884735668,0.6924603174603174,0.19692460317460317,1.0,1.0,True,False,prediction_limited,nominal_prediction_limited
decode,transition,32,1,1.0,1.742770357425207,0.6393109858036041,0.9133789943596181,0.6999405391973497,1.4286927874569757,0.9314732142857143,0.6405753968253969,0.4194823799064082,0.4790958133549149,False,True,physics_limited,nominal_physics_limited
decode,linear,32,1,1.0,1.742770357425207,0.6393109858036041,0.9133789943596181,0.6999405391973497,1.4286927874569757,0.9286375661375661,0.6319444444444444,0.4194823799064082,0.4790958133549149,False,True,physics_limited,nominal_physics_limited
decode,transition,32,2,1.0,1.671897569413485,1.2786219716072083,0.8762348487951689,1.4592229165107111,0.685296255071978,0.9267733134920635,0.6249291383219955,0.49928537144685614,0.57127442314105,False,True,physics_limited,nominal_joint_headroom
decode,linear,32,2,1.0,1.671897569413485,1.2786219716072083,0.8762348487951689,1.4592229165107111,0.685296255071978,0.9288238732993197,0.6319090136054422,0.49928537144685614,0.57127442314105,False,True,physics_limited,nominal_joint_headroom
decode,transition,32,3,1.0,1.6319099699451716,1.9179329574108124,0.8552775073797548,2.2424686033035406,0.44593712417058085,0.9228956807081807,0.6071047008547008,0.5550155337977782,0.6175215969151107,True,True,candidate_codesign_region,nominal_joint_headroom
decode,linear,32,3,1.0,1.6319099699451716,1.9179329574108124,0.8552775073797548,2.2424686033035406,0.44593712417058085,0.9283424908424909,0.6299221611721612,0.5550155337977782,0.6175215969151107,True,True,candidate_codesign_region,nominal_joint_headroom
decode,transition,32,6,1.0,1.6471227062788665,3.8358659148216248,0.8632504418256086,4.443514568853861,0.2250470848029503,0.9068514384920634,0.5554563492063492,0.6712415972595888,0.7110776243031094,True,True,candidate_codesign_region,nominal_joint_headroom
decode,linear,32,6,1.0,1.6471227062788665,3.8358659148216248,0.8632504418256086,4.443514568853861,0.2250470848029503,0.921875,0.6208333333333333,0.6712415972595888,0.7110776243031094,True,True,candidate_codesign_region,nominal_joint_headroom
decode,transition,32,9,1.0,1.7715462667403747,5.753798872232437,0.9284603336766942,6.197140215400961,0.16136475297344857,0.8838311366213152,0.4802295918367347,0.7990296246338443,0.820414296147147,True,False,prediction_limited,nominal_prediction_limited
decode,linear,32,9,1.0,1.7715462667403747,5.753798872232437,0.9284603336766942,6.197140215400961,0.16136475297344857,0.9087833049886622,0.5913407029478458,0.7990296246338443,0.820414296147147,True,True,candidate_codesign_region,nominal_joint_headroom
decode,transition,32,12,1.0,1.6739483210585444,7.6717318296432495,0.8773096395541838,8.744611347872272,0.1143561400522756,0.8335038442460317,0.36681547619047616,0.9660328113348248,0.9684268710096963,True,False,prediction_limited,nominal_prediction_limited
decode,linear,32,12,1.0,1.6739483210585444,7.6717318296432495,0.8773096395541838,8.744611347872272,0.1143561400522756,0.8904389880952381,0.5432787698412699,0.9660328113348248,0.9684268710096963,True,True,candidate_codesign_region,nominal_joint_headroom
decode,transition,32,15,1.0,1.7182623892148297,9.589664787054062,0.9005344659555065,10.648859260349361,0.09390677212943019,0.7732514880952381,0.21031746031746032,1.0,1.0,True,False,prediction_limited,nominal_prediction_limited
decode,linear,32,15,1.0,1.7182623892148297,9.589664787054062,0.9005344659555065,10.648859260349361,0.09390677212943019,0.8733878968253967,0.5109126984126984,1.0,1.0,True,True,candidate_codesign_region,nominal_joint_headroom
