phase,domain,layer_id,rank,expert_id,selections,probability
prefill,__all__,6,44,10,1192,0.010705561143842506
prefill,__all__,6,45,8,1168,0.010490012932892657
prefill,__all__,6,46,22,1154,0.010364276476505245
prefill,__all__,6,47,27,1137,0.010211596493749102
prefill,__all__,6,48,50,1114,0.010005029458255496
prefill,__all__,6,49,19,1087,0.009762537720936916
prefill,__all__,6,50,32,1005,0.009026081333524932
prefill,__all__,6,51,56,945,0.008487210806150308
prefill,__all__,6,52,29,932,0.008370455525219141
prefill,__all__,6,53,43,864,0.007759735594194568
prefill,__all__,6,54,33,838,0.007526225032332232
prefill,__all__,6,55,37,750,0.0067358815921827846
prefill,__all__,6,56,41,736,0.006610145135795373
prefill,__all__,6,57,7,713,0.006403578100301768
prefill,__all__,6,58,46,682,0.006125161661158212
prefill,__all__,6,59,31,420,0.0037720936916223594
prefill,__all__,6,60,51,413,0.0037092254634286535
prefill,__all__,6,61,11,408,0.003664319586147435
prefill,__all__,6,62,60,360,0.003233223164247737
prefill,__all__,6,63,14,313,0.0028111079178042824
prefill,__all__,6,64,34,204,0.0018321597930737175
prefill,__all__,7,1,4,4925,0.044232289122000286
prefill,__all__,7,2,17,4907,0.0440706279637879
prefill,__all__,7,3,1,3778,0.03393088087368875
prefill,__all__,7,4,35,3401,0.03054497772668487
prefill,__all__,7,5,38,3277,0.02943131197011065
prefill,__all__,7,6,2,3191,0.02865893088087369
prefill,__all__,7,7,46,2832,0.025434688892082197
prefill,__all__,7,8,29,2597,0.023324112659864924
prefill,__all__,7,9,48,2454,0.02203980456962207
prefill,__all__,7,10,58,2422,0.021752406955022275
prefill,__all__,7,11,21,2404,0.021590745796809887
prefill,__all__,7,12,0,2400,0.02155482109498491
prefill,__all__,7,13,23,2395,0.021509915217703693
prefill,__all__,7,14,37,2372,0.021303348182210087
prefill,__all__,7,15,44,2330,0.02092613881304785
prefill,__all__,7,16,5,2231,0.020037002442879724
prefill,__all__,7,17,26,2230,0.02002802126742348
prefill,__all__,7,18,32,2163,0.01942628251185515
prefill,__all__,7,19,61,2114,0.01898620491449921
prefill,__all__,7,20,56,2106,0.01891435551084926
prefill,__all__,7,21,18,2004,0.0179982756143124
prefill,__all__,7,22,39,1941,0.017432461560569046
prefill,__all__,7,23,54,1941,0.017432461560569046
prefill,__all__,7,24,45,1916,0.017207932174162954
prefill,__all__,7,25,55,1833,0.016462494611294728
prefill,__all__,7,26,63,1820,0.016345739330363557
prefill,__all__,7,27,36,1791,0.01608528524213249
prefill,__all__,7,28,24,1771,0.015905661733007614
prefill,__all__,7,29,31,1750,0.0157170570484265
prefill,__all__,7,30,19,1743,0.01565418882023279
prefill,__all__,7,31,41,1708,0.015339847679264261
prefill,__all__,7,32,43,1636,0.014693203046414714
prefill,__all__,7,33,15,1630,0.014639315993677253
prefill,__all__,7,34,34,1521,0.013660367868946689
prefill,__all__,7,35,52,1518,0.013633424342577957
prefill,__all__,7,36,13,1490,0.013381951429803132
prefill,__all__,7,37,14,1426,0.012807156200603536
prefill,__all__,7,38,47,1386,0.012447909182353787
prefill,__all__,7,39,62,1330,0.011944963356804138
prefill,__all__,7,40,12,1321,0.011864132777697945
prefill,__all__,7,41,20,1295,0.011630622215835608
prefill,__all__,7,42,40,1289,0.011576735163098146
prefill,__all__,7,43,16,1267,0.011379149303060785
prefill,__all__,7,44,3,1230,0.011046845811179767
prefill,__all__,7,45,10,1224,0.010992958758442304
prefill,__all__,7,46,11,1215,0.010912128179336112
prefill,__all__,7,47,59,1117,0.010031972984624228
prefill,__all__,7,48,22,1107,0.00994216123006179
prefill,__all__,7,49,25,1104,0.00991521770369306
prefill,__all__,7,50,33,1048,0.009412271878143412
prefill,__all__,7,51,49,1017,0.009133855438999857
prefill,__all__,7,52,42,949,0.008523135507975284
prefill,__all__,7,53,57,936,0.008406380227044116
prefill,__all__,7,54,9,898,0.008065095559706855
prefill,__all__,7,55,53,791,0.007104109785888777
prefill,__all__,7,56,60,774,0.006951429803132634
prefill,__all__,7,57,30,695,0.006241916942089381
prefill,__all__,7,58,27,687,0.006170067538439431
prefill,__all__,7,59,6,574,0.005155194711883891
prefill,__all__,7,60,50,504,0.0045265124299468315
prefill,__all__,7,61,8,459,0.004122359534415865
prefill,__all__,7,62,7,412,0.00370024428797241
prefill,__all__,7,63,28,392,0.0035206207788475354
prefill,__all__,7,64,51,355,0.0031883172869665182
prefill,__all__,8,1,54,5563,0.04996227906308378
prefill,__all__,8,2,3,4253,0.03819693921540451
