phase,domain,layer_id,window_size,hotset_size,n_windows,mean_jaccard,min_jaccard,mean_static_coverage,mean_lagged_coverage,mean_oracle_coverage,mean_lagged_oracle_ratio
decode,general,5,512,8,3,0.6,0.6,0.2833251953125,0.2755126953125,0.2843017578125,0.9690402339595888
decode,general,6,256,8,7,0.5367003367003367,0.3333333333333333,0.3055013020833333,0.2840983072916667,0.3209635416666667,0.8868297042411316
decode,general,6,512,8,3,0.5272727272727272,0.45454545454545453,0.30224609375,0.2828369140625,0.31005859375,0.9122678663545098
decode,general,7,256,8,7,0.45495985495985497,0.23076923076923078,0.2845865885416667,0.26513671875,0.3026529947916667,0.8765411682182439
decode,general,7,512,8,3,0.6161616161616161,0.45454545454545453,0.28515625,0.2783203125,0.2908935546875,0.9547851010956738
decode,general,8,256,8,7,0.4455322455322455,0.23076923076923078,0.2643229166666667,0.24755859375,0.2810872395833333,0.8808602816806917
decode,general,8,512,8,3,0.5272727272727272,0.45454545454545453,0.267578125,0.262939453125,0.2750244140625,0.9561001560505036
decode,general,9,256,8,7,0.41818181818181815,0.3333333333333333,0.23942057291666666,0.217041015625,0.2504069010416667,0.8662292509876033
decode,general,9,512,8,3,0.6,0.6,0.23583984375,0.2286376953125,0.2410888671875,0.9484793831355363
decode,general,10,256,8,7,0.47878787878787876,0.45454545454545453,0.277099609375,0.2534993489583333,0.284423828125,0.890712876132831
decode,general,10,512,8,3,0.6161616161616161,0.45454545454545453,0.278564453125,0.270751953125,0.2802734375,0.9656264545997815
decode,general,11,256,8,7,0.2851592851592852,0.23076923076923078,0.249267578125,0.22102864583333334,0.2665201822916667,0.8322291673848685
decode,general,11,512,8,3,0.45454545454545453,0.45454545454545453,0.2435302734375,0.237060546875,0.2529296875,0.936582313357212
decode,general,12,256,8,7,0.4383838383838384,0.3333333333333333,0.2793782552083333,0.2589518229166667,0.289306640625,0.8951861445312327
decode,general,12,512,8,3,0.6888888888888889,0.6,0.2757568359375,0.26806640625,0.280029296875,0.9569866659350308
decode,general,13,256,8,7,0.4455322455322455,0.23076923076923078,0.2738444010416667,0.2518717447916667,0.2890625,0.8677119422571588
decode,general,13,512,8,3,0.5272727272727272,0.45454545454545453,0.273193359375,0.260498046875,0.279052734375,0.9332916388533354
decode,general,14,256,8,7,0.48686868686868684,0.3333333333333333,0.2923990885416667,0.2858072916666667,0.306884765625,0.9329243251304987
decode,general,14,512,8,3,0.6,0.6,0.2933349609375,0.284423828125,0.2999267578125,0.9495078377699281
decode,general,15,256,8,7,0.4585858585858586,0.3333333333333333,0.3063151041666667,0.2945963541666667,0.3240559895833333,0.9098838451788279
decode,general,15,512,8,3,0.5272727272727272,0.45454545454545453,0.3115234375,0.302001953125,0.3209228515625,0.9417426263202373
decode,math,0,256,8,7,0.4922558922558922,0.3333333333333333,0.2815755208333333,0.27001953125,0.2911783854166667,0.9268547179575978
decode,math,0,512,8,3,0.6888888888888889,0.6,0.278076171875,0.2718505859375,0.27978515625,0.9714932905455368
decode,math,1,256,8,7,0.3606837606837607,0.23076923076923078,0.22721354166666666,0.21907552083333334,0.24267578125,0.9028446119597985
decode,math,1,512,8,3,0.45454545454545453,0.45454545454545453,0.235595703125,0.22802734375,0.24169921875,0.9437506387327542
