phase,resident_capacity,lookahead,policy,useful_expert_scores,useless_expert_scores,useful_mean_standardized_score,useless_mean_standardized_score,useful_median_standardized_score,useless_median_standardized_score,useful_vs_useless_auroc,useful_base_rate,score_js_divergence_bits,score_distribution_total_variation,score_distribution_overlap,score_kl_useful_to_useless_bits_smoothed,score_kl_useless_to_useful_bits_smoothed,score_label_mutual_information_bits,score_label_entropy_bits,score_label_entropy_explained
decode,32,3,transition,43695,552618,1.0651943683624268,-0.29376232624053955,0.9660547971725464,-0.49408164620399475,0.8501756552416174,0.07327527657455062,0.3075927056493063,0.5537085223237306,0.4462914776762694,1.5020975103184906,1.4005361700686907,0.09495372545855141,0.3780291493602764,0.2511809621539445
decode,32,3,linear,43695,552618,1.1889864206314087,-0.2517800033092499,1.2379614114761353,-0.268212229013443,0.882642089289701,0.07327527657455062,0.38062538587794736,0.6131260275519759,0.38687397244802413,2.13994428956022,1.7443180649866794,0.12627684922044183,0.3780291493602764,0.33403997928237833
decode,32,9,transition,25567,296041,0.7816160917282104,-0.2822093367576599,0.6265278458595276,-0.46247100830078125,0.8028889165486093,0.07949740056217507,0.2234096888789493,0.46893814054024896,0.531061859459751,0.9962427243347,1.0095508845368593,0.07005003221937321,0.4004057694226838,0.17494760957209307
decode,32,9,linear,25567,296041,1.1208943128585815,-0.25485628843307495,1.1823316812515259,-0.28032076358795166,0.8607295817082308,0.07949740056217507,0.331914594383763,0.5717657964948378,0.42823420350516217,1.8312852316029093,1.4587822032425608,0.11728637975066934,0.4004057694226838,0.2929188056400289
