phase,resident_capacity,lookahead,policy,within_2x_window,standardized_score_threshold,eligible_cold_waves,cold_demand_experts,admitted_candidate_experts,useful_admitted_experts,false_admitted_experts,cold_expert_coverage,complete_cold_set_coverage,candidate_transfer_amplification,mean_admitted_experts_per_cold_wave,candidate_precision
decode,32,3,transition,True,1.900000000000003,18582,43695,21657,10923,10734,0.24998283556470993,0.07474975783015822,1.9826970612469101,1.165482725217953,0.5043634852472642
decode,32,3,linear,True,1.2000000000000024,18582,43695,44436,22560,21876,0.516306213525575,0.2835539769669573,1.9696808510638297,2.39134646432031,0.5076964623278423
decode,32,9,transition,False,2.0500000000000034,10025,25567,10254,3865,6389,0.15117143192396448,0.04339152119700748,2.6530401034928848,1.0228428927680797,0.37692607762824265
decode,32,9,linear,True,1.3000000000000025,10025,25567,22510,11515,10995,0.4503852622521219,0.22773067331670824,1.9548415110725141,2.2453865336658354,0.5115504220346513
