phase,resident_capacity,lookahead,policy,candidate_class,bin_left,bin_right,bin_center,count,density
decode,32,3,linear,useless,2.075,2.1875,2.13125,605,0.009731456046994102
decode,32,3,linear,useless,2.1875,2.3,2.24375,417,0.006707466399333124
decode,32,3,linear,useless,2.3,2.4125000000000005,2.35625,277,0.004455559214904702
decode,32,3,linear,useless,2.4125000000000005,2.5250000000000004,2.4687500000000004,196,0.003152670058199742
decode,32,3,linear,useless,2.5250000000000004,2.6375,2.5812500000000003,156,0.002509268005505917
decode,32,3,linear,useless,2.6375,2.75,2.69375,97,0.0015602499777825254
decode,32,3,linear,useless,2.75,2.8625,2.80625,58,0.0009329329764060461
decode,32,3,linear,useless,2.8625,2.9750000000000005,2.91875,29,0.00046646648820301937
decode,32,3,linear,useless,2.9750000000000005,3.0875000000000004,3.0312500000000004,24,0.00038604123161629494
decode,32,3,linear,useless,3.0875000000000004,3.2,3.1437500000000003,17,0.00027344587239487556
decode,32,3,linear,useless,3.2,3.3125,3.25625,12,0.00019302061580814747
decode,32,3,linear,useless,3.3125,3.425,3.36875,3,4.825515395203687e-05
decode,32,3,linear,useless,3.425,3.5375000000000005,3.48125,3,4.825515395203648e-05
decode,32,3,linear,useless,3.5375000000000005,3.6500000000000004,3.5937500000000004,6,9.651030790407373e-05
decode,32,3,linear,useless,3.6500000000000004,3.7625,3.7062500000000003,1,1.6085051317345622e-05
decode,32,3,linear,useless,3.7625,3.875,3.81875,0,0.0
decode,32,3,linear,useless,3.875,3.9875,3.93125,0,0.0
decode,32,3,linear,useless,3.9875,4.1,4.043749999999999,0,0.0
decode,32,3,linear,useless,4.1,4.2125,4.15625,0,0.0
decode,32,3,linear,useless,4.2125,4.325000000000001,4.268750000000001,0,0.0
decode,32,3,linear,useless,4.325000000000001,4.4375,4.3812500000000005,0,0.0
decode,32,3,linear,useless,4.4375,4.550000000000001,4.49375,0,0.0
decode,32,3,linear,useless,4.550000000000001,4.6625,4.60625,0,0.0
decode,32,3,linear,useless,4.6625,4.775,4.71875,0,0.0
decode,32,3,linear,useless,4.775,4.887500000000001,4.831250000000001,0,0.0
decode,32,3,linear,useless,4.887500000000001,5.0,4.9437500000000005,0,0.0
decode,32,9,transition,useful_cold,-4.0,-3.8875,-3.94375,0,0.0
decode,32,9,transition,useful_cold,-3.8875,-3.775,-3.83125,0,0.0
decode,32,9,transition,useful_cold,-3.775,-3.6625,-3.71875,0,0.0
decode,32,9,transition,useful_cold,-3.6625,-3.55,-3.60625,0,0.0
decode,32,9,transition,useful_cold,-3.55,-3.4375,-3.49375,0,0.0
decode,32,9,transition,useful_cold,-3.4375,-3.325,-3.38125,0,0.0
decode,32,9,transition,useful_cold,-3.325,-3.2125,-3.26875,0,0.0
decode,32,9,transition,useful_cold,-3.2125,-3.1,-3.15625,0,0.0
decode,32,9,transition,useful_cold,-3.1,-2.9875,-3.04375,0,0.0
decode,32,9,transition,useful_cold,-2.9875,-2.875,-2.93125,0,0.0
decode,32,9,transition,useful_cold,-2.875,-2.7625,-2.81875,0,0.0
decode,32,9,transition,useful_cold,-2.7625,-2.65,-2.70625,0,0.0
decode,32,9,transition,useful_cold,-2.65,-2.5374999999999996,-2.59375,0,0.0
decode,32,9,transition,useful_cold,-2.5374999999999996,-2.425,-2.4812499999999997,0,0.0
decode,32,9,transition,useful_cold,-2.425,-2.3125,-2.36875,0,0.0
decode,32,9,transition,useful_cold,-2.3125,-2.2,-2.25625,0,0.0
decode,32,9,transition,useful_cold,-2.2,-2.0875,-2.14375,1,0.0003476703910857304
decode,32,9,transition,useful_cold,-2.0875,-1.975,-2.03125,0,0.0
decode,32,9,transition,useful_cold,-1.975,-1.8624999999999998,-1.91875,1,0.0003476703910857304
decode,32,9,transition,useful_cold,-1.8624999999999998,-1.75,-1.80625,2,0.0006953407821714635
decode,32,9,transition,useful_cold,-1.75,-1.6374999999999997,-1.6937499999999999,9,0.0031290335197715733
decode,32,9,transition,useful_cold,-1.6374999999999997,-1.525,-1.5812499999999998,18,0.006258067039543171
decode,32,9,transition,useful_cold,-1.525,-1.4125,-1.46875,26,0.009039430168229026
decode,32,9,transition,useful_cold,-1.4125,-1.2999999999999998,-1.35625,67,0.023293916202743934
decode,32,9,transition,useful_cold,-1.2999999999999998,-1.1875,-1.24375,101,0.035114709499658905
decode,32,9,transition,useful_cold,-1.1875,-1.0749999999999997,-1.1312499999999999,119,0.04137277653920191
decode,32,9,transition,useful_cold,-1.0749999999999997,-0.9624999999999999,-1.0187499999999998,183,0.0636236815686889
decode,32,9,transition,useful_cold,-0.9624999999999999,-0.8500000000000001,-0.90625,246,0.08552691620709
decode,32,9,transition,useful_cold,-0.8500000000000001,-0.7374999999999998,-0.79375,383,0.13315775978583472
decode,32,9,transition,useful_cold,-0.7374999999999998,-0.625,-0.6812499999999999,523,0.1818316145378377
decode,32,9,transition,useful_cold,-0.625,-0.5124999999999997,-0.5687499999999999,637,0.22146603912161023
decode,32,9,transition,useful_cold,-0.5124999999999997,-0.3999999999999999,-0.4562499999999998,832,0.2892617653833288
decode,32,9,transition,useful_cold,-0.3999999999999999,-0.2875000000000001,-0.34375,904,0.3142940335415015
decode,32,9,transition,useful_cold,-0.2875000000000001,-0.17499999999999982,-0.23124999999999996,1004,0.3490610726500733
decode,32,9,transition,useful_cold,-0.17499999999999982,-0.0625,-0.11874999999999991,1208,0.41998583243156395
decode,32,9,transition,useful_cold,-0.0625,0.04999999999999982,-0.006250000000000089,1131,0.3932152123179626
decode,32,9,transition,useful_cold,0.04999999999999982,0.16250000000000053,0.10625000000000018,1103,0.38348044136755904
decode,32,9,transition,useful_cold,0.16250000000000053,0.27500000000000036,0.21875000000000044,1121,0.3897385084071053
decode,32,9,transition,useful_cold,0.27500000000000036,0.3875000000000002,0.33125000000000027,1032,0.3587958436004752
decode,32,9,transition,useful_cold,0.3875000000000002,0.5,0.4437500000000001,990,0.3441936871748744
decode,32,9,transition,useful_cold,0.5,0.6124999999999998,0.5562499999999999,1036,0.3601865251648181
decode,32,9,transition,useful_cold,0.6124999999999998,0.7250000000000005,0.6687500000000002,908,0.3156847151058419
decode,32,9,transition,useful_cold,0.7250000000000005,0.8375000000000004,0.7812500000000004,921,0.3202044301899589
decode,32,9,transition,useful_cold,0.8375000000000004,0.9500000000000002,0.8937500000000003,890,0.30942664806630127
decode,32,9,transition,useful_cold,0.9500000000000002,1.0625,1.00625,811,0.2819606871705284
decode,32,9,transition,useful_cold,1.0625,1.1749999999999998,1.11875,792,0.27535494973989955
decode,32,9,transition,useful_cold,1.1749999999999998,1.2875000000000005,1.2312500000000002,718,0.2496273407995534
decode,32,9,transition,useful_cold,1.2875000000000005,1.4000000000000004,1.3437500000000004,659,0.2291147877254972
decode,32,9,transition,useful_cold,1.4000000000000004,1.5125000000000002,1.4562500000000003,615,0.21381729051772502
decode,32,9,transition,useful_cold,1.5125000000000002,1.625,1.56875,613,0.21312194973555354
decode,32,9,transition,useful_cold,1.625,1.7374999999999998,1.68125,608,0.2113835977801249
decode,32,9,transition,useful_cold,1.7374999999999998,1.8500000000000005,1.7937500000000002,564,0.19608610057235115
decode,32,9,transition,useful_cold,1.8500000000000005,1.9625000000000004,1.9062500000000004,512,0.17800724023589465
decode,32,9,transition,useful_cold,1.9625000000000004,2.075,2.0187500000000003,525,0.18252695532000915
decode,32,9,transition,useful_cold,2.075,2.1875,2.13125,504,0.1752258771072088
decode,32,9,transition,useful_cold,2.1875,2.3,2.24375,516,0.1793979218002376
decode,32,9,transition,useful_cold,2.3,2.4125000000000005,2.35625,540,0.18774201118629366
decode,32,9,transition,useful_cold,2.4125000000000005,2.5250000000000004,2.4687500000000004,479,0.1665341173300655
decode,32,9,transition,useful_cold,2.5250000000000004,2.6375,2.5812500000000003,384,0.133505430176921
decode,32,9,transition,useful_cold,2.6375,2.75,2.69375,333,0.11577424023154867
decode,32,9,transition,useful_cold,2.75,2.8625,2.80625,269,0.09352333520206184
decode,32,9,transition,useful_cold,2.8625,2.9750000000000005,2.91875,225,0.07822583799428902
decode,32,9,transition,useful_cold,2.9750000000000005,3.0875000000000004,3.0312500000000004,165,0.057365614529145736
decode,32,9,transition,useful_cold,3.0875000000000004,3.2,3.1437500000000003,95,0.03302868715314451
decode,32,9,transition,useful_cold,3.2,3.3125,3.25625,59,0.020512553074058172
decode,32,9,transition,useful_cold,3.3125,3.425,3.36875,34,0.01182079329691488
decode,32,9,transition,useful_cold,3.425,3.5375000000000005,3.48125,17,0.005910396648457393
decode,32,9,transition,useful_cold,3.5375000000000005,3.6500000000000004,3.5937500000000004,32,0.011125452514743416
decode,32,9,transition,useful_cold,3.6500000000000004,3.7625,3.7062500000000003,10,0.0034767039108573173
decode,32,9,transition,useful_cold,3.7625,3.875,3.81875,14,0.004867385475200244
decode,32,9,transition,useful_cold,3.875,3.9875,3.93125,13,0.004519715084114513
decode,32,9,transition,useful_cold,3.9875,4.1,4.043749999999999,12,0.004172044693028781
decode,32,9,transition,useful_cold,4.1,4.2125,4.15625,15,0.005215055866285935
decode,32,9,transition,useful_cold,4.2125,4.325000000000001,4.268750000000001,7,0.002433692737600103
decode,32,9,transition,useful_cold,4.325000000000001,4.4375,4.3812500000000005,1,0.0003476703910857345
decode,32,9,transition,useful_cold,4.4375,4.550000000000001,4.49375,1,0.00034767039108572897
decode,32,9,transition,useful_cold,4.550000000000001,4.6625,4.60625,4,0.001390681564342938
decode,32,9,transition,useful_cold,4.6625,4.775,4.71875,12,0.004172044693028748
decode,32,9,transition,useful_cold,4.775,4.887500000000001,4.831250000000001,3,0.001043011173257187
decode,32,9,transition,useful_cold,4.887500000000001,5.0,4.9437500000000005,10,0.0034767039108573447
decode,32,9,transition,useless,-4.0,-3.8875,-3.94375,0,0.0
decode,32,9,transition,useless,-3.8875,-3.775,-3.83125,0,0.0
decode,32,9,transition,useless,-3.775,-3.6625,-3.71875,0,0.0
decode,32,9,transition,useless,-3.6625,-3.55,-3.60625,0,0.0
decode,32,9,transition,useless,-3.55,-3.4375,-3.49375,0,0.0
decode,32,9,transition,useless,-3.4375,-3.325,-3.38125,0,0.0
decode,32,9,transition,useless,-3.325,-3.2125,-3.26875,0,0.0
decode,32,9,transition,useless,-3.2125,-3.1,-3.15625,0,0.0
decode,32,9,transition,useless,-3.1,-2.9875,-3.04375,0,0.0
decode,32,9,transition,useless,-2.9875,-2.875,-2.93125,0,0.0
decode,32,9,transition,useless,-2.875,-2.7625,-2.81875,0,0.0
decode,32,9,transition,useless,-2.7625,-2.65,-2.70625,0,0.0
decode,32,9,transition,useless,-2.65,-2.5374999999999996,-2.59375,0,0.0
decode,32,9,transition,useless,-2.5374999999999996,-2.425,-2.4812499999999997,2,6.0051742082271735e-05
decode,32,9,transition,useless,-2.425,-2.3125,-2.36875,7,0.0002101810972879511
decode,32,9,transition,useless,-2.3125,-2.2,-2.25625,15,0.00045038806561703803
decode,32,9,transition,useless,-2.2,-2.0875,-2.14375,34,0.0010208796153986155
decode,32,9,transition,useless,-2.0875,-1.975,-2.03125,74,0.0022219144570440543
decode,32,9,transition,useless,-1.975,-1.8624999999999998,-1.91875,160,0.00480413936658172
decode,32,9,transition,useless,-1.8624999999999998,-1.75,-1.80625,364,0.010929417058973457
decode,32,9,transition,useless,-1.75,-1.6374999999999997,-1.6937499999999999,774,0.02324002418583907
decode,32,9,transition,useless,-1.6374999999999997,-1.525,-1.5812499999999998,1648,0.04948263547579191
decode,32,9,transition,useless,-1.525,-1.4125,-1.46875,3339,0.10025638340635266
decode,32,9,transition,useless,-1.4125,-1.2999999999999998,-1.35625,5880,0.1765521217218782
decode,32,9,transition,useless,-1.2999999999999998,-1.1875,-1.24375,9028,0.27107356375937464
decode,32,9,transition,useless,-1.1875,-1.0749999999999997,-1.1312499999999999,12078,0.3626524704348376
decode,32,9,transition,useless,-1.0749999999999997,-0.9624999999999999,-1.0187499999999998,15633,0.46939444198607705
decode,32,9,transition,useless,-0.9624999999999999,-0.8500000000000001,-0.90625,18990,0.5701912910711702
decode,32,9,transition,useless,-0.8500000000000001,-0.7374999999999998,-0.79375,21377,0.641863045246359
decode,32,9,transition,useless,-0.7374999999999998,-0.625,-0.6812499999999999,23893,0.7174081367858594
decode,32,9,transition,useless,-0.625,-0.5124999999999997,-0.5687499999999999,24153,0.7252148632565518
decode,32,9,transition,useless,-0.5124999999999997,-0.3999999999999999,-0.4562499999999998,22782,0.6840493940591573
decode,32,9,transition,useless,-0.3999999999999999,-0.2875000000000001,-0.34375,19820,0.5951127640353129
decode,32,9,transition,useless,-0.2875000000000001,-0.17499999999999982,-0.23124999999999996,16819,0.5050051250408621
decode,32,9,transition,useless,-0.17499999999999982,-0.0625,-0.11874999999999991,14205,0.42651749813933504
decode,32,9,transition,useless,-0.0625,0.04999999999999982,-0.006250000000000089,12115,0.36376342766336106
decode,32,9,transition,useless,0.04999999999999982,0.16250000000000053,0.10625000000000018,10461,0.3141006369613198
decode,32,9,transition,useless,0.16250000000000053,0.27500000000000036,0.21875000000000044,8651,0.2597538103768664
decode,32,9,transition,useless,0.27500000000000036,0.3875000000000002,0.33125000000000027,7292,0.21894865163196275
decode,32,9,transition,useless,0.3875000000000002,0.5,0.4437500000000001,6014,0.1805755884413911
decode,32,9,transition,useless,0.5,0.6124999999999998,0.5562499999999999,5125,0.15388258908582134
decode,32,9,transition,useless,0.6124999999999998,0.7250000000000005,0.6687500000000002,4465,0.13406551419867058
decode,32,9,transition,useless,0.7250000000000005,0.8375000000000004,0.7812500000000004,3955,0.11875231996769237
decode,32,9,transition,useless,0.8375000000000004,0.9500000000000002,0.8937500000000003,3388,0.10172765108736832
decode,32,9,transition,useless,0.9500000000000002,1.0625,1.00625,3049,0.09154888080442326
decode,32,9,transition,useless,1.0625,1.1749999999999998,1.11875,2485,0.07461428953722263
decode,32,9,transition,useless,1.1749999999999998,1.2875000000000005,1.2312500000000002,2268,0.0680986755212956
decode,32,9,transition,useless,1.2875000000000005,1.4000000000000004,1.3437500000000004,1832,0.05500739574736091
decode,32,9,transition,useless,1.4000000000000004,1.5125000000000002,1.4562500000000003,1624,0.04876201457080465
decode,32,9,transition,useless,1.5125000000000002,1.625,1.56875,1449,0.043507487138605874
decode,32,9,transition,useless,1.625,1.7374999999999998,1.68125,1415,0.04248660752320725
decode,32,9,transition,useless,1.7374999999999998,1.8500000000000005,1.7937500000000002,1178,0.03537047608645777
decode,32,9,transition,useless,1.8500000000000005,1.9625000000000004,1.9062500000000004,1073,0.032217759627138784
decode,32,9,transition,useless,1.9625000000000004,2.075,2.0187500000000003,926,0.027803956584091814
decode,32,9,transition,useless,2.075,2.1875,2.13125,798,0.023960645090826422
decode,32,9,transition,useless,2.1875,2.3,2.24375,683,0.0205076699210958
decode,32,9,transition,useless,2.3,2.4125000000000005,2.35625,582,0.017475056945940936
decode,32,9,transition,useless,2.4125000000000005,2.5250000000000004,2.4687500000000004,543,0.016304047975336775
decode,32,9,transition,useless,2.5250000000000004,2.6375,2.5812500000000003,417,0.012520788224153657
decode,32,9,transition,useless,2.6375,2.75,2.69375,347,0.010418977251274147
decode,32,9,transition,useless,2.75,2.8625,2.80625,330,0.009908537443574837
decode,32,9,transition,useless,2.8625,2.9750000000000005,2.91875,277,0.008317166278394569
decode,32,9,transition,useless,2.9750000000000005,3.0875000000000004,3.0312500000000004,239,0.007176183178831472
decode,32,9,transition,useless,3.0875000000000004,3.2,3.1437500000000003,219,0.006575665758008755
decode,32,9,transition,useless,3.2,3.3125,3.25625,140,0.004203621945759022
decode,32,9,transition,useless,3.3125,3.425,3.36875,150,0.00450388065617038
decode,32,9,transition,useless,3.425,3.5375000000000005,3.48125,130,0.0039033632353476315
decode,32,9,transition,useless,3.5375000000000005,3.6500000000000004,3.5937500000000004,134,0.004023466719512207
decode,32,9,transition,useless,3.6500000000000004,3.7625,3.7062500000000003,145,0.0043537513009647005
decode,32,9,transition,useless,3.7625,3.875,3.81875,127,0.0038132856222242552
decode,32,9,transition,useless,3.875,3.9875,3.93125,110,0.0033028458145249453
decode,32,9,transition,useless,3.9875,4.1,4.043749999999999,109,0.0032728199434838095
decode,32,9,transition,useless,4.1,4.2125,4.15625,108,0.0032427940724426476
decode,32,9,transition,useless,4.2125,4.325000000000001,4.268750000000001,106,0.0031827423303603763
decode,32,9,transition,useless,4.325000000000001,4.4375,4.3812500000000005,82,0.0024621214253731606
decode,32,9,transition,useless,4.4375,4.550000000000001,4.49375,101,0.0030326129751546984
decode,32,9,transition,useless,4.550000000000001,4.6625,4.60625,81,0.0024320955543320243
decode,32,9,transition,useless,4.6625,4.775,4.71875,84,0.0025221731674553924
decode,32,9,transition,useless,4.775,4.887500000000001,4.831250000000001,67,0.002011733359756087
decode,32,9,transition,useless,4.887500000000001,5.0,4.9437500000000005,92,0.0027623801357845217
decode,32,9,linear,useful_cold,-4.0,-3.8875,-3.94375,0,0.0
decode,32,9,linear,useful_cold,-3.8875,-3.775,-3.83125,0,0.0
decode,32,9,linear,useful_cold,-3.775,-3.6625,-3.71875,0,0.0
decode,32,9,linear,useful_cold,-3.6625,-3.55,-3.60625,0,0.0
decode,32,9,linear,useful_cold,-3.55,-3.4375,-3.49375,0,0.0
decode,32,9,linear,useful_cold,-3.4375,-3.325,-3.38125,0,0.0
decode,32,9,linear,useful_cold,-3.325,-3.2125,-3.26875,0,0.0
decode,32,9,linear,useful_cold,-3.2125,-3.1,-3.15625,1,0.00034767039108573173
decode,32,9,linear,useful_cold,-3.1,-2.9875,-3.04375,0,0.0
decode,32,9,linear,useful_cold,-2.9875,-2.875,-2.93125,0,0.0
decode,32,9,linear,useful_cold,-2.875,-2.7625,-2.81875,0,0.0
decode,32,9,linear,useful_cold,-2.7625,-2.65,-2.70625,1,0.0003476703910857304
decode,32,9,linear,useful_cold,-2.65,-2.5374999999999996,-2.59375,0,0.0
decode,32,9,linear,useful_cold,-2.5374999999999996,-2.425,-2.4812499999999997,4,0.001390681564342927
decode,32,9,linear,useful_cold,-2.425,-2.3125,-2.36875,4,0.001390681564342927
decode,32,9,linear,useful_cold,-2.3125,-2.2,-2.25625,5,0.0017383519554286587
decode,32,9,linear,useful_cold,-2.2,-2.0875,-2.14375,8,0.002781363128685843
decode,32,9,linear,useful_cold,-2.0875,-1.975,-2.03125,7,0.002433692737600122
decode,32,9,linear,useful_cold,-1.975,-1.8624999999999998,-1.91875,9,0.0031290335197715733
decode,32,9,linear,useful_cold,-1.8624999999999998,-1.75,-1.80625,10,0.0034767039108573173
decode,32,9,linear,useful_cold,-1.75,-1.6374999999999997,-1.6937499999999999,25,0.00869175977714326
decode,32,9,linear,useful_cold,-1.6374999999999997,-1.525,-1.5812499999999998,26,0.009039430168229026
decode,32,9,linear,useful_cold,-1.525,-1.4125,-1.46875,38,0.013211474861257805
decode,32,9,linear,useful_cold,-1.4125,-1.2999999999999998,-1.35625,40,0.013906815643429214
decode,32,9,linear,useful_cold,-1.2999999999999998,-1.1875,-1.24375,66,0.022946245811658293
decode,32,9,linear,useful_cold,-1.1875,-1.0749999999999997,-1.1312499999999999,103,0.03581005028183023
decode,32,9,linear,useful_cold,-1.0749999999999997,-0.9624999999999999,-1.0187499999999998,125,0.043458798885716465
decode,32,9,linear,useful_cold,-0.9624999999999999,-0.8500000000000001,-0.90625,154,0.053541240227202684
decode,32,9,linear,useful_cold,-0.8500000000000001,-0.7374999999999998,-0.79375,180,0.06258067039543147
decode,32,9,linear,useful_cold,-0.7374999999999998,-0.625,-0.6812499999999999,225,0.07822583799428964
decode,32,9,linear,useful_cold,-0.625,-0.5124999999999997,-0.5687499999999999,287,0.09978140224160462
decode,32,9,linear,useful_cold,-0.5124999999999997,-0.3999999999999999,-0.4562499999999998,313,0.10882083240983403
decode,32,9,linear,useful_cold,-0.3999999999999999,-0.2875000000000001,-0.34375,404,0.14045883799863562
decode,32,9,linear,useful_cold,-0.2875000000000001,-0.17499999999999982,-0.23124999999999996,441,0.15332264246880709
decode,32,9,linear,useful_cold,-0.17499999999999982,-0.0625,-0.11874999999999991,495,0.1720968435874372
decode,32,9,linear,useful_cold,-0.0625,0.04999999999999982,-0.006250000000000089,502,0.17453053632503732
decode,32,9,linear,useful_cold,0.04999999999999982,0.16250000000000053,0.10625000000000018,604,0.2099929162157803
decode,32,9,linear,useful_cold,0.16250000000000053,0.27500000000000036,0.21875000000000044,676,0.23502518437395464
decode,32,9,linear,useful_cold,0.27500000000000036,0.3875000000000002,0.33125000000000027,764,0.26562017878949906
decode,32,9,linear,useful_cold,0.3875000000000002,0.5,0.4437500000000001,878,0.3052546033732725
decode,32,9,linear,useful_cold,0.5,0.6124999999999998,0.5562499999999999,904,0.3142940335415015
decode,32,9,linear,useful_cold,0.6124999999999998,0.7250000000000005,0.6687500000000002,1015,0.3528854469520149
decode,32,9,linear,useful_cold,0.7250000000000005,0.8375000000000004,0.7812500000000004,970,0.33724027935315976
decode,32,9,linear,useful_cold,0.8375000000000004,0.9500000000000002,0.8937500000000003,1080,0.37548402237259026
decode,32,9,linear,useful_cold,0.9500000000000002,1.0625,1.00625,1130,0.39286754192687684
decode,32,9,linear,useful_cold,1.0625,1.1749999999999998,1.11875,1201,0.4175521396939638
decode,32,9,linear,useful_cold,1.1749999999999998,1.2875000000000005,1.2312500000000002,1225,0.425896229080018
decode,32,9,linear,useful_cold,1.2875000000000005,1.4000000000000004,1.3437500000000004,1135,0.3946058938823055
decode,32,9,linear,useful_cold,1.4000000000000004,1.5125000000000002,1.4562500000000003,1181,0.41059873187224916
decode,32,9,linear,useful_cold,1.5125000000000002,1.625,1.56875,1208,0.41998583243156395
decode,32,9,linear,useful_cold,1.625,1.7374999999999998,1.68125,1060,0.36853061455087566
decode,32,9,linear,useful_cold,1.7374999999999998,1.8500000000000005,1.7937500000000002,1102,0.38313277097647336
decode,32,9,linear,useful_cold,1.8500000000000005,1.9625000000000004,1.9062500000000004,1031,0.35844817320938943
decode,32,9,linear,useful_cold,1.9625000000000004,2.075,2.0187500000000003,920,0.3198567597988732
decode,32,9,linear,useful_cold,2.075,2.1875,2.13125,816,0.2836990391259571
decode,32,9,linear,useful_cold,2.1875,2.3,2.24375,683,0.23745887711155478
decode,32,9,linear,useful_cold,2.3,2.4125000000000005,2.35625,572,0.19886746370103697
decode,32,9,linear,useful_cold,2.4125000000000005,2.5250000000000004,2.4687500000000004,498,0.1731398547606944
decode,32,9,linear,useful_cold,2.5250000000000004,2.6375,2.5812500000000003,440,0.15297497207772195
decode,32,9,linear,useful_cold,2.6375,2.75,2.69375,332,0.11542656984046294
decode,32,9,linear,useful_cold,2.75,2.8625,2.80625,280,0.09734770950400488
decode,32,9,linear,useful_cold,2.8625,2.9750000000000005,2.91875,158,0.05493192179154518
decode,32,9,linear,useful_cold,2.9750000000000005,3.0875000000000004,3.0312500000000004,99,0.03441936871748744
decode,32,9,linear,useful_cold,3.0875000000000004,3.2,3.1437500000000003,60,0.020860223465143903
decode,32,9,linear,useful_cold,3.2,3.3125,3.25625,33,0.011473122905829147
decode,32,9,linear,useful_cold,3.3125,3.425,3.36875,15,0.005215055866285976
decode,32,9,linear,useful_cold,3.425,3.5375000000000005,3.48125,16,0.0055627262573716635
decode,32,9,linear,useful_cold,3.5375000000000005,3.6500000000000004,3.5937500000000004,5,0.0017383519554286587
decode,32,9,linear,useful_cold,3.6500000000000004,3.7625,3.7062500000000003,2,0.0006953407821714635
decode,32,9,linear,useful_cold,3.7625,3.875,3.81875,0,0.0
decode,32,9,linear,useful_cold,3.875,3.9875,3.93125,1,0.00034767039108573173
decode,32,9,linear,useful_cold,3.9875,4.1,4.043749999999999,0,0.0
decode,32,9,linear,useful_cold,4.1,4.2125,4.15625,0,0.0
decode,32,9,linear,useful_cold,4.2125,4.325000000000001,4.268750000000001,0,0.0
decode,32,9,linear,useful_cold,4.325000000000001,4.4375,4.3812500000000005,0,0.0
decode,32,9,linear,useful_cold,4.4375,4.550000000000001,4.49375,0,0.0
decode,32,9,linear,useful_cold,4.550000000000001,4.6625,4.60625,0,0.0
decode,32,9,linear,useful_cold,4.6625,4.775,4.71875,0,0.0
decode,32,9,linear,useful_cold,4.775,4.887500000000001,4.831250000000001,0,0.0
decode,32,9,linear,useful_cold,4.887500000000001,5.0,4.9437500000000005,0,0.0
decode,32,9,linear,useless,-4.0,-3.8875,-3.94375,1,3.0025871041135868e-05
decode,32,9,linear,useless,-3.8875,-3.775,-3.83125,0,0.0
decode,32,9,linear,useless,-3.775,-3.6625,-3.71875,2,6.0051742082271735e-05
decode,32,9,linear,useless,-3.6625,-3.55,-3.60625,3,9.007761312340725e-05
decode,32,9,linear,useless,-3.55,-3.4375,-3.49375,7,0.0002101810972879511
decode,32,9,linear,useless,-3.4375,-3.325,-3.38125,7,0.0002101810972879511
decode,32,9,linear,useless,-3.325,-3.2125,-3.26875,20,0.000600517420822715
decode,32,9,linear,useless,-3.2125,-3.1,-3.15625,35,0.0010509054864397554
decode,32,9,linear,useless,-3.1,-2.9875,-3.04375,44,0.001321138325809973
decode,32,9,linear,useless,-2.9875,-2.875,-2.93125,85,0.0025521990384965486
decode,32,9,linear,useless,-2.875,-2.7625,-2.81875,106,0.003182742330360402
decode,32,9,linear,useless,-2.7625,-2.65,-2.70625,185,0.005554786142610114
decode,32,9,linear,useless,-2.65,-2.5374999999999996,-2.59375,271,0.008137011052147789
decode,32,9,linear,useless,-2.5374999999999996,-2.425,-2.4812499999999997,396,0.011890244932289804
decode,32,9,linear,useless,-2.425,-2.3125,-2.36875,583,0.017505082816982213
decode,32,9,linear,useless,-2.3125,-2.2,-2.25625,815,0.024471084898525734
decode,32,9,linear,useless,-2.2,-2.0875,-2.14375,1149,0.034499725826264975
decode,32,9,linear,useless,-2.0875,-1.975,-2.03125,1522,0.04569937572460879
decode,32,9,linear,useless,-1.975,-1.8624999999999998,-1.91875,2087,0.0626639928628503
decode,32,9,linear,useless,-1.8624999999999998,-1.75,-1.80625,2593,0.07785708360966531
decode,32,9,linear,useless,-1.75,-1.6374999999999997,-1.6937499999999999,3302,0.09914542617783025
decode,32,9,linear,useless,-1.6374999999999997,-1.525,-1.5812499999999998,4181,0.12553816682298907
decode,32,9,linear,useless,-1.525,-1.4125,-1.46875,5295,0.15898698716281442
decode,32,9,linear,useless,-1.4125,-1.2999999999999998,-1.35625,6578,0.19751017970859097
decode,32,9,linear,useless,-1.2999999999999998,-1.1875,-1.24375,7900,0.23720438122497337
decode,32,9,linear,useless,-1.1875,-1.0749999999999997,-1.1312499999999999,9416,0.2827236017233342
decode,32,9,linear,useless,-1.0749999999999997,-0.9624999999999999,-1.0187499999999998,10791,0.3240091744048972
decode,32,9,linear,useless,-0.9624999999999999,-0.8500000000000001,-0.90625,12428,0.3731615252992366
decode,32,9,linear,useless,-0.8500000000000001,-0.7374999999999998,-0.79375,13526,0.40612993170240214
decode,32,9,linear,useless,-0.7374999999999998,-0.625,-0.6812499999999999,14742,0.44264139088842497
decode,32,9,linear,useless,-0.625,-0.5124999999999997,-0.5687499999999999,15733,0.47239702909018877
decode,32,9,linear,useless,-0.5124999999999997,-0.3999999999999999,-0.4562499999999998,16334,0.49044257758591325
decode,32,9,linear,useless,-0.3999999999999999,-0.2875000000000001,-0.34375,16787,0.5040442971675478
decode,32,9,linear,useless,-0.2875000000000001,-0.17499999999999982,-0.23124999999999996,16458,0.4941657855950122
decode,32,9,linear,useless,-0.17499999999999982,-0.0625,-0.11874999999999991,16012,0.4807742471106675
decode,32,9,linear,useless,-0.0625,0.04999999999999982,-0.006250000000000089,15140,0.45459168756279705
decode,32,9,linear,useless,0.04999999999999982,0.16250000000000053,0.10625000000000018,14058,0.42210369509628465
decode,32,9,linear,useless,0.16250000000000053,0.27500000000000036,0.21875000000000044,12820,0.38493166674736184
