phase,delta,candidate_count,baseline,requests,domains,selection_coverage,candidate_precision,routed_mass_coverage,complete_route_coverage,candidate_amplification,candidate_set_fraction,useful_candidate_amplification,brier_score
decode,3,8,learned,32,4,0.6481584821428571,0.32407924107142855,0.6679491315569196,0.25418526785714285,2.0,0.25,3.1272108314262725,0.08778906442880509
decode,3,8,source_copy,32,4,0.5399925595238095,0.26999627976190477,0.5604958307175409,0.1287202380952381,2.0,0.25,3.7530119658994123,
decode,3,8,transition,32,4,0.8439127604166667,0.42195638020833337,0.8639708473568871,0.5678013392857143,2.0,0.25,2.378391956802413,
decode,3,12,domain_static,32,4,0.8288457961309523,0.2762819320436508,0.8452563967023576,0.5332961309523809,3.0,0.375,3.635724871360906,
decode,3,12,global_static,32,4,0.7822033110119048,0.26073443700396826,0.7998081388927641,0.4616815476190476,3.0,0.375,3.8611403392784203,
decode,3,12,learned,32,4,0.771298363095238,0.25709945436507936,0.7862027032034737,0.44038318452380953,3.0,0.375,3.919071571143037,0.08778906442880509
decode,3,12,source_copy,32,4,0.7256556919642858,0.24188523065476192,0.7418584369477772,0.3499813988095238,3.0,0.375,4.170793343454282,
decode,3,12,transition,32,4,0.9205264136904763,0.3068421378968254,0.9330107371012369,0.7527901785714286,3.0,0.375,3.264969111526927,
decode,3,16,domain_static,32,4,0.9147367931547619,0.22868419828869047,0.925447736467634,0.7327938988095237,4.0,0.5,4.38364542347899,
decode,3,16,global_static,32,4,0.8774181547619048,0.2193545386904762,0.888781502133324,0.6514136904761905,4.0,0.5,4.57185987363122,
decode,3,16,learned,32,4,0.8668154761904762,0.21670386904761904,0.8779691968645369,0.6136532738095238,4.0,0.5,4.631463738473764,0.08778906442880509
decode,3,16,source_copy,32,4,0.8476795014880952,0.2119198753720238,0.8600395293462845,0.5771019345238095,4.0,0.5,4.734191557338317,
decode,3,16,transition,32,4,0.9567522321428571,0.23918805803571427,0.9638884862263998,0.8525855654761905,4.0,0.5,4.184300080167612,
decode,4,4,domain_static,32,4,0.4601318359375,0.4601318359375,0.48536438941955573,0.0578125,1.0,0.125,2.206885018394912,
decode,4,4,global_static,32,4,0.4349853515625,0.4349853515625,0.4593336105346679,0.0630859375,1.0,0.125,2.34660823867793,
decode,4,4,learned,32,4,0.44750976562499994,0.44750976562499994,0.47170691490173333,0.058984375000000006,1.0,0.125,2.279979687409188,0.08777874523548235
decode,4,4,source_copy,32,4,0.104345703125,0.104345703125,0.09852375984191894,0.0,1.0,0.125,9.655831432196802,
decode,4,4,transition,32,4,0.6232177734375,0.6232177734375,0.6597917079925537,0.17324218749999998,1.0,0.125,1.6179982574127951,
decode,4,8,domain_static,32,4,0.6878173828125,0.34390869140625,0.7099313259124755,0.30234375,2.0,0.25,2.935899886812967,
decode,4,8,global_static,32,4,0.638916015625,0.3194580078125,0.6584935188293456,0.24267578125,2.0,0.25,3.1767470255948886,
decode,4,8,learned,32,4,0.6471923828125,0.32359619140625,0.6693126678466796,0.24111328124999998,2.0,0.25,3.1285054613621455,0.08777874523548235
decode,4,8,source_copy,32,4,0.5283203125,0.26416015625,0.5496742725372314,0.12539062499999998,2.0,0.25,3.8293095914905866,
decode,4,8,transition,32,4,0.8444091796875,0.42220458984375,0.8638218879699707,0.57470703125,2.0,0.25,2.377413080385311,
decode,4,12,domain_static,32,4,0.8279296875,0.2759765625,0.8450864315032959,0.53154296875,3.0,0.375,3.6396231808334547,
decode,4,12,global_static,32,4,0.7809326171875,0.2603108723958333,0.7993439197540284,0.45976562499999996,3.0,0.375,3.867483182681741,
decode,4,12,learned,32,4,0.7794921875,0.25983072916666666,0.7953254699707031,0.44218749999999996,3.0,0.375,3.8759636699941833,0.08777874523548235
decode,4,12,source_copy,32,4,0.7150146484375,0.23833821614583334,0.7322761058807373,0.33037109375,3.0,0.375,4.232257307213684,
decode,4,12,transition,32,4,0.91884765625,0.3062825520833333,0.9314885139465332,0.7458984375,3.0,0.375,3.2705013035194574,
decode,4,16,domain_static,32,4,0.9140625,0.228515625,0.9247785091400146,0.73017578125,4.0,0.5,4.386727103588489,
decode,4,16,global_static,32,4,0.8763916015625,0.219097900390625,0.8877609729766845,0.64931640625,4.0,0.5,4.577542950183171,
decode,4,16,learned,32,4,0.8668212890625,0.216705322265625,0.8773206233978272,0.61748046875,4.0,0.5,4.629608359401481,0.08777874523548235
decode,4,16,source_copy,32,4,0.8448486328125,0.211212158203125,0.858830738067627,0.56865234375,4.0,0.5,4.749703732033282,
decode,4,16,transition,32,4,0.95712890625,0.2392822265625,0.9644654750823974,0.85390625,4.0,0.5,4.182225589727144,
decode,5,4,domain_static,32,4,0.4544870476973684,0.4544870476973684,0.47713048834549754,0.05622944078947368,1.0,0.125,2.23507224320843,
decode,5,4,global_static,32,4,0.4292763157894736,0.4292763157894736,0.45177268981933594,0.05993009868421052,1.0,0.125,2.3771305310864435,
decode,5,4,learned,32,4,0.4427682976973685,0.4427682976973685,0.4659847962228875,0.06126644736842105,1.0,0.125,2.2991051545341787,0.08873685156849158
decode,5,4,source_copy,32,4,0.1171875,0.1171875,0.12064020257247123,0.0,1.0,0.125,8.585925415551207,
decode,5,4,transition,32,4,0.620374177631579,0.620374177631579,0.6556414553993626,0.1688939144736842,1.0,0.125,1.6254871035501863,
decode,5,8,domain_static,32,4,0.684313322368421,0.3421566611842105,0.7051374033877724,0.3021175986842105,2.0,0.25,2.951305082034255,
decode,5,8,global_static,32,4,0.6352796052631579,0.3176398026315789,0.6537411338404606,0.23879523026315788,2.0,0.25,3.1940199168203307,
decode,5,8,learned,32,4,0.648180509868421,0.3240902549342105,0.6668170125860917,0.2622327302631579,2.0,0.25,3.1249978349717455,0.08873685156849158
decode,5,8,source_copy,32,4,0.525364925986842,0.262682462993421,0.5478138672678095,0.12654194078947367,2.0,0.25,3.8472160275346377,
decode,5,8,transition,32,4,0.833984375,0.4169921875,0.8537577578895972,0.5493421052631579,2.0,0.25,2.4080343089251075,
decode,5,12,domain_static,32,4,0.8271741365131579,0.27572471217105265,0.8435129366422955,0.5313527960526315,3.0,0.375,3.642761986722843,
decode,5,12,global_static,32,4,0.779553865131579,0.25985128837719296,0.7972435198332133,0.4588815789473685,3.0,0.375,3.87455544758002,
decode,5,12,learned,32,4,0.776572779605263,0.2588575932017544,0.7907506541201943,0.43945312499999994,3.0,0.375,3.886693752010549,0.08873685156849158
decode,5,12,source_copy,32,4,0.7109631990131579,0.23698773300438597,0.7280404442235043,0.3258634868421053,3.0,0.375,4.255364312495205,
decode,5,12,transition,32,4,0.918431332236842,0.3061437774122807,0.9300432707134045,0.752467105263158,3.0,0.375,3.2729258262539,
decode,5,16,domain_static,32,4,0.9138826069078948,0.2284706517269737,0.9243448658993371,0.7295435855263157,4.0,0.5,4.387264297796035,
decode,5,16,global_static,32,4,0.876259251644737,0.21906481291118424,0.8872265062834087,0.651110197368421,4.0,0.5,4.578837811976269,
decode,5,16,learned,32,4,0.864771792763158,0.2161929481907895,0.8739299774169922,0.610608552631579,4.0,0.5,4.639413199699167,0.08873685156849158
decode,5,16,source_copy,32,4,0.8437243009868421,0.21093107524671054,0.8585431450291684,0.5648643092105262,4.0,0.5,4.755874844853796,
decode,5,16,transition,32,4,0.9555150082236842,0.23887875205592105,0.9625892137226305,0.8524876644736843,4.0,0.5,4.189735625693693,
decode,6,4,domain_static,32,4,0.45358615451388884,0.45358615451388884,0.47630771001180017,0.05794270833333333,1.0,0.125,2.2403910626575385,
decode,6,4,global_static,32,4,0.4275987413194445,0.4275987413194445,0.45034159554375547,0.061957465277777776,1.0,0.125,2.3871723612462894,
decode,6,4,learned,32,4,0.4418402777777778,0.4418402777777778,0.4687079853481717,0.06032986111111111,1.0,0.125,2.3092669078130763,0.0884767099665219
decode,6,4,source_copy,32,4,0.11577690972222221,0.11577690972222221,0.11135790083143446,0.0,1.0,0.125,8.670098294586445,
decode,6,4,transition,32,4,0.6240234375,0.6240234375,0.6579223208957248,0.1728515625,1.0,0.125,1.6163234439374878,
decode,6,8,domain_static,32,4,0.6837836371527778,0.3418918185763889,0.7045533921983507,0.3060980902777778,2.0,0.25,2.954218158447444,
decode,6,8,global_static,32,4,0.6342230902777778,0.3171115451388889,0.6526239713033041,0.2412109375,2.0,0.25,3.2010491650444237,
decode,6,8,learned,32,4,0.6411404079861112,0.3205702039930556,0.664235962761773,0.23719618055555552,2.0,0.25,3.1574548707903523,0.0884767099665219
decode,6,8,source_copy,32,4,0.5141872829861112,0.2570936414930556,0.5337674882676866,0.10416666666666666,2.0,0.25,3.940634888763129,
decode,6,8,transition,32,4,0.8364800347222222,0.4182400173611111,0.855707327524821,0.5625,2.0,0.25,2.4009996796530864,
decode,6,12,domain_static,32,4,0.8273111979166666,0.2757703993055556,0.8436595598856608,0.5338541666666667,3.0,0.375,3.6424358977361018,
decode,6,12,global_static,32,4,0.7797580295138888,0.2599193431712963,0.7972068786621094,0.4639756944444445,3.0,0.375,3.8762277459710104,
decode,6,12,learned,32,4,0.7775065104166665,0.2591688368055555,0.7936230765448676,0.4475911458333333,3.0,0.375,3.886197163089583,0.0884767099665219
decode,6,12,source_copy,32,4,0.7090657552083333,0.2363552517361111,0.7264465226067437,0.3231336805555556,3.0,0.375,4.2703696549781505,
decode,6,12,transition,32,4,0.9156358506944444,0.3052119502314815,0.926837232377794,0.7464192708333333,3.0,0.375,3.282748400988096,
decode,6,16,domain_static,32,4,0.9137098524305556,0.2284274631076389,0.9242213567097981,0.7293836805555556,4.0,0.5,4.38791808092838,
decode,6,16,global_static,32,4,0.876953125,0.21923828125,0.8881994883219402,0.6547309027777777,4.0,0.5,4.576319807651605,
decode,6,16,learned,32,4,0.8630099826388888,0.2157524956597222,0.8745425012376573,0.6172960069444444,4.0,0.5,4.648505839564061,0.0884767099665219
decode,6,16,source_copy,32,4,0.8415256076388888,0.2103814019097222,0.8544828097025553,0.5694444444444444,4.0,0.5,4.771580507837756,
decode,6,16,transition,32,4,0.9565972222222223,0.23914930555555558,0.9632646772596571,0.8559027777777778,4.0,0.5,4.184803931404671,
decode,7,4,domain_static,32,4,0.45772058823529416,0.45772058823529416,0.48054723178639125,0.056870404411764705,1.0,0.125,2.2222148003962703,
decode,7,4,global_static,32,4,0.4302045036764707,0.4302045036764707,0.45305369882022634,0.06112132352941177,1.0,0.125,2.376112743167088,
decode,7,4,learned,32,4,0.44781135110294124,0.44781135110294124,0.47442054748535156,0.06261488970588235,1.0,0.125,2.2798114306496045,0.08781817088118474
decode,7,4,source_copy,32,4,0.12850413602941177,0.12850413602941177,0.12768964206471164,0.0,1.0,0.125,7.7938750537808446,
decode,7,4,transition,32,4,0.6129653033088236,0.6129653033088236,0.6434390685137581,0.1648667279411765,1.0,0.125,1.6469621076259355,
decode,7,8,domain_static,32,4,0.6881606158088235,0.34408030790441174,0.7084563760196462,0.31399356617647056,2.0,0.25,2.9362932190919566,
decode,7,8,global_static,32,4,0.6370634191176471,0.31853170955882354,0.6556057088515337,0.24482996323529413,2.0,0.25,3.187980061865785,
decode,7,8,learned,32,4,0.6484087775735294,0.3242043887867647,0.6702028162339155,0.24402573529411764,2.0,0.25,3.1264400808054713,0.08781817088118474
decode,7,8,source_copy,32,4,0.5343232996323529,0.26716164981617646,0.5536918640136719,0.12683823529411764,2.0,0.25,3.7922800885637784,
decode,7,8,transition,32,4,0.830279181985294,0.415139590992647,0.8487595950855928,0.546875,2.0,0.25,2.420741298994959,
decode,7,12,domain_static,32,4,0.8298770680147058,0.2766256893382353,0.8466093399945428,0.5405560661764706,3.0,0.375,3.63111011954269,
decode,7,12,global_static,32,4,0.7817670036764706,0.2605890012254902,0.7996454238891602,0.46622242647058826,3.0,0.375,3.8667104392100997,
decode,7,12,learned,32,4,0.7803021599264706,0.26010071997549017,0.7973948086009306,0.44921875,3.0,0.375,3.8745660844387926,0.08781817088118474
decode,7,12,source_copy,32,4,0.7189797794117647,0.23965992647058826,0.7348131292006548,0.33800551470588236,3.0,0.375,4.211389430441406,
decode,7,12,transition,32,4,0.9139763327205883,0.30465877757352944,0.9247002882115981,0.7419577205882353,3.0,0.375,3.2893229223056775,
decode,7,16,domain_static,32,4,0.9145220588235294,0.22863051470588236,0.9245439978206859,0.7326516544117647,4.0,0.5,4.384069545495663,
decode,7,16,global_static,32,4,0.8780158547794117,0.21950396369485292,0.8889426624073702,0.658203125,4.0,0.5,4.571080806554505,
decode,7,16,learned,32,4,0.8716394761029411,0.21790986902573528,0.8833197425393496,0.6303998161764706,4.0,0.5,4.604140437967735,0.08781817088118474
decode,7,16,source_copy,32,4,0.8496668198529412,0.2124167049632353,0.862080405740177,0.5870863970588236,4.0,0.5,4.726502268737566,
decode,7,16,transition,32,4,0.9564855238970589,0.23912138097426472,0.9633165247300092,0.8532858455882353,4.0,0.5,4.18536673744696,
decode,8,4,domain_static,32,4,0.46124267578125,0.46124267578125,0.482524037361145,0.057861328125,1.0,0.125,2.208724197831552,
decode,8,4,global_static,32,4,0.432586669921875,0.432586669921875,0.454166054725647,0.0614013671875,1.0,0.125,2.3671225205826163,
decode,8,4,learned,32,4,0.4437255859375,0.4437255859375,0.46521520614624023,0.070556640625,1.0,0.125,2.310299458735108,0.0875815526835595
decode,8,4,source_copy,32,4,0.12078857421875,0.12078857421875,0.12241131067276001,0.0,1.0,0.125,8.309911784683973,
decode,8,4,transition,32,4,0.6116943359375,0.6116943359375,0.6421729326248169,0.1729736328125,1.0,0.125,1.652755643493878,
decode,8,8,domain_static,32,4,0.6925048828125,0.34625244140625,0.7112520933151245,0.325439453125,2.0,0.25,2.919931566048208,
decode,8,8,global_static,32,4,0.640289306640625,0.3201446533203125,0.6577035188674927,0.252197265625,2.0,0.25,3.1757398785426796,
decode,8,8,learned,32,4,0.648223876953125,0.3241119384765625,0.6653644442558289,0.2607421875,2.0,0.25,3.132019861069081,0.0875815526835595
decode,8,8,source_copy,32,4,0.521331787109375,0.2606658935546875,0.5418082475662231,0.1112060546875,2.0,0.25,3.886277650785705,
decode,8,8,transition,32,4,0.82562255859375,0.412811279296875,0.8441261053085327,0.544189453125,2.0,0.25,2.4354228122456045,
decode,8,12,domain_static,32,4,0.83319091796875,0.2777303059895833,0.8488470315933228,0.5528564453125,3.0,0.375,3.618014514636533,
decode,8,12,global_static,32,4,0.7845458984375,0.2615152994791667,0.80144202709198,0.472412109375,3.0,0.375,3.8535394006479966,
decode,8,12,learned,32,4,0.784881591796875,0.26162719726562506,0.7996736168861389,0.45849609375,3.0,0.375,3.855533288796381,0.0875815526835595
decode,8,12,source_copy,32,4,0.72088623046875,0.24029541015625,0.7382954955101013,0.3524169921875,3.0,0.375,4.201468190615861,
decode,8,12,transition,32,4,0.9127197265625,0.3042399088541667,0.9237170219421387,0.739013671875,3.0,0.375,3.294040653576471,
decode,8,16,domain_static,32,4,0.916412353515625,0.22910308837890625,0.9257137775421143,0.740966796875,4.0,0.5,4.375638455058185,
decode,8,16,global_static,32,4,0.8797607421875,0.219940185546875,0.8898363709449768,0.668212890625,4.0,0.5,4.561730437367196,
decode,8,16,learned,32,4,0.86981201171875,0.2174530029296875,0.8788805603981018,0.6268310546875,4.0,0.5,4.613567761308104,0.0875815526835595
decode,8,16,source_copy,32,4,0.848602294921875,0.21215057373046875,0.8624976277351379,0.5849609375,4.0,0.5,4.730783044400972,
decode,8,16,transition,32,4,0.95294189453125,0.2382354736328125,0.959367573261261,0.846435546875,4.0,0.5,4.201406705352648,
decode,9,4,domain_static,32,4,0.46266276041666665,0.46266276041666665,0.48253777821858723,0.06171875,1.0,0.125,2.2050341252390315,
decode,9,4,global_static,32,4,0.43359375,0.43359375,0.45426203409830734,0.06549479166666666,1.0,0.125,2.3629040044499314,
decode,9,4,learned,32,4,0.44638671875,0.44638671875,0.47140661875406903,0.05611979166666666,1.0,0.125,2.2996470224339505,0.08699640492292625
decode,9,4,source_copy,32,4,0.13050130208333333,0.13050130208333333,0.1300298055013021,0.0,1.0,0.125,7.701872075614243,
decode,9,4,transition,32,4,0.60205078125,0.60205078125,0.6343662897745768,0.154296875,1.0,0.125,1.6807928646748111,
decode,9,8,domain_static,32,4,0.6955078124999999,0.34775390624999997,0.7138248443603514,0.33190104166666673,2.0,0.25,2.9096513743227908,
decode,9,8,global_static,32,4,0.6428385416666667,0.3214192708333333,0.6602925618489583,0.25468749999999996,2.0,0.25,3.16257272540063,
decode,9,8,learned,32,4,0.66171875,0.330859375,0.6783900578816731,0.28346354166666665,2.0,0.25,3.0632623615694237,0.08699640492292625
decode,9,8,source_copy,32,4,0.53369140625,0.266845703125,0.5514838536580404,0.13072916666666665,2.0,0.25,3.796688999291269,
decode,9,8,transition,32,4,0.8218098958333333,0.41090494791666665,0.8397549947102865,0.542578125,2.0,0.25,2.4470436762990713,
decode,9,12,domain_static,32,4,0.8353190104166666,0.2784396701388889,0.8502856572469076,0.5610677083333333,3.0,0.375,3.609559002267172,
decode,9,12,global_static,32,4,0.7881510416666666,0.2627170138888889,0.8043961842854819,0.4789062499999999,3.0,0.375,3.8356476334039824,
decode,9,12,learned,32,4,0.7936197916666667,0.2645399305555556,0.8072935104370117,0.4752604166666667,3.0,0.375,3.8071932330538574,0.08699640492292625
decode,9,12,source_copy,32,4,0.7250325520833333,0.2416775173611111,0.7404460271199544,0.3520833333333333,3.0,0.375,4.177179394300299,
decode,9,12,transition,32,4,0.90869140625,0.3028971354166667,0.9199834823608398,0.727734375,3.0,0.375,3.30910152794356,
decode,9,16,domain_static,32,4,0.9176106770833333,0.22940266927083333,0.9265415191650391,0.7453125,4.0,0.5,4.370314696874502,
decode,9,16,global_static,32,4,0.8826171875,0.220654296875,0.8921098073323568,0.6714843749999999,4.0,0.5,4.546933937475052,
decode,9,16,learned,32,4,0.8805013020833333,0.22012532552083333,0.8914901733398437,0.6532552083333333,4.0,0.5,4.558227025345224,0.08699640492292625
decode,9,16,source_copy,32,4,0.8557617187500001,0.21394042968750002,0.8654634475708007,0.607421875,4.0,0.5,4.691474772173329,
decode,9,16,transition,32,4,0.9524088541666667,0.23810221354166666,0.9591147740681967,0.8464843750000001,4.0,0.5,4.204098837097295,
decode,10,4,domain_static,32,4,0.45947265625,0.45947265625,0.47785588673182894,0.06208147321428571,1.0,0.125,2.222244635710598,
decode,10,4,global_static,32,4,0.43024553571428575,0.43024553571428575,0.4498508317129953,0.06529017857142856,1.0,0.125,2.3829561715268177,
decode,10,4,learned,32,4,0.4476143973214286,0.4476143973214286,0.46899400438581196,0.06417410714285714,1.0,0.125,2.291210708186435,0.08802584637279713
decode,10,4,source_copy,32,4,0.12772042410714285,0.12772042410714285,0.12898738043648855,0.0,1.0,0.125,7.867892265043823,
decode,10,4,transition,32,4,0.5885184151785714,0.5885184151785714,0.6190252985273088,0.15290178571428573,1.0,0.125,1.7217595409075381,
decode,10,8,domain_static,32,4,0.6918247767857142,0.3459123883928571,0.7092339651925224,0.3314732142857143,2.0,0.25,2.9258406172468536,
decode,10,8,global_static,32,4,0.6407993861607143,0.32039969308035715,0.6573562622070312,0.25474330357142855,2.0,0.25,3.171590600153177,
decode,10,8,learned,32,4,0.6527622767857144,0.3263811383928572,0.6719711848667691,0.26004464285714285,2.0,0.25,3.107950652274639,0.08802584637279713
decode,10,8,source_copy,32,4,0.53515625,0.267578125,0.5552656991141183,0.12011718750000001,2.0,0.25,3.784290824741823,
decode,10,8,transition,32,4,0.814453125,0.4072265625,0.8316933768136161,0.5352957589285714,2.0,0.25,2.470138697282098,
decode,10,12,domain_static,32,4,0.8312639508928572,0.2770879836309524,0.846121106828962,0.5523158482142857,3.0,0.375,3.627129345340645,
decode,10,12,global_static,32,4,0.785888671875,0.261962890625,0.8024209567478725,0.4754464285714286,3.0,0.375,3.8452635592634765,
decode,10,12,learned,32,4,0.7877022879464286,0.26256742931547616,0.8030706133161272,0.4680524553571429,3.0,0.375,3.8361863635119313,0.08802584637279713
decode,10,12,source_copy,32,4,0.7256556919642857,0.24188523065476192,0.7438065665108816,0.34988839285714285,3.0,0.375,4.1742329578263195,
decode,10,12,transition,32,4,0.905029296875,0.30167643229166663,0.9174606459481376,0.7202845982142857,3.0,0.375,3.3233496568957817,
decode,10,16,domain_static,32,4,0.9152134486607143,0.22880336216517858,0.9243898391723633,0.738560267857143,4.0,0.5,4.38177244885277,
decode,10,16,global_static,32,4,0.8803362165178572,0.2200840541294643,0.8899267741612025,0.6653180803571429,4.0,0.5,4.5580401166471605,
decode,10,16,learned,32,4,0.8765694754464286,0.21914236886160715,0.8850453240530831,0.6450892857142858,4.0,0.5,4.579083811861516,0.08802584637279713
decode,10,16,source_copy,32,4,0.8467843191964286,0.21169607979910715,0.8597030639648438,0.5797991071428572,4.0,0.5,4.7411310691979995,
decode,10,16,transition,32,4,0.9499162946428571,0.23747907366071427,0.9572129930768694,0.8377511160714285,4.0,0.5,4.215694551233579,
decode,11,4,domain_static,32,4,0.44921875,0.44921875,0.46569362053504354,0.058743990384615384,1.0,0.125,2.2701863448065946,
decode,11,4,global_static,32,4,0.4187950721153846,0.4187950721153846,0.4376234641441933,0.06099759615384616,1.0,0.125,2.441627317356887,
decode,11,4,learned,32,4,0.4367112379807693,0.4367112379807693,0.45685540712796724,0.05649038461538462,1.0,0.125,2.3491447054599286,0.0886293912889624
decode,11,4,source_copy,32,4,0.123046875,0.123046875,0.11829339540921725,0.0,1.0,0.125,8.171916001380941,
decode,11,4,transition,32,4,0.5932992788461539,0.5932992788461539,0.619139157808744,0.1573016826923077,1.0,0.125,1.7070687181347894,
decode,11,8,domain_static,32,4,0.6835186298076924,0.3417593149038462,0.7008326603816106,0.31580528846153844,2.0,0.25,2.9602091329199363,
decode,11,8,global_static,32,4,0.6304462139423077,0.31522310697115385,0.6471177614652193,0.23392427884615385,2.0,0.25,3.225212939056865,
decode,11,8,learned,32,4,0.6462965745192308,0.3231482872596154,0.6667735026432918,0.2334735576923077,2.0,0.25,3.1410464327107137,0.0886293912889624
decode,11,8,source_copy,32,4,0.5237379807692307,0.26186899038461536,0.5382636877206656,0.11328124999999999,2.0,0.25,3.8719071655303314,
decode,11,8,transition,32,4,0.8123497596153847,0.40617487980769235,0.8323015799889197,0.529296875,2.0,0.25,2.4799910955017475,
decode,11,12,domain_static,32,4,0.8254957932692308,0.275165264423077,0.8409174405611478,0.5384615384615385,3.0,0.375,3.6524940542525255,
decode,11,12,global_static,32,4,0.780987079326923,0.2603290264423077,0.7978374041043796,0.46604567307692313,3.0,0.375,3.870978951639922,
decode,11,12,learned,32,4,0.7856820913461539,0.26189403044871795,0.8011425458467923,0.453876201923077,3.0,0.375,3.8491837231140558,0.0886293912889624
decode,11,12,source_copy,32,4,0.7208533653846154,0.24028445512820515,0.7326685832096981,0.3467548076923077,3.0,0.375,4.2088301832443396,
decode,11,12,transition,32,4,0.9051983173076924,0.30173277243589747,0.9174500978910005,0.7244591346153846,3.0,0.375,3.3239351488860858,
decode,11,16,domain_static,32,4,0.9127478966346153,0.22818697415865383,0.9222682072566106,0.7306189903846154,4.0,0.5,4.39338435987498,
decode,11,16,global_static,32,4,0.8781174879807692,0.2195293719951923,0.8879739321195163,0.6615084134615384,4.0,0.5,4.569887066968714,
decode,11,16,learned,32,4,0.8801081730769231,0.22002704326923078,0.8887170644906852,0.6594050480769231,4.0,0.5,4.563354807007105,0.0886293912889624
decode,11,16,source_copy,32,4,0.8505108173076923,0.21262770432692307,0.85943603515625,0.5830829326923077,4.0,0.5,4.72114565485988,
decode,11,16,transition,32,4,0.9503455528846154,0.23758638822115385,0.9583255327664888,0.837890625,4.0,0.5,4.213528083805401,
decode,12,4,domain_static,32,4,0.4415690104166667,0.4415690104166667,0.4564831256866455,0.05940755208333333,1.0,0.125,2.311502407356958,
decode,12,4,global_static,32,4,0.41337076822916663,0.41337076822916663,0.4310826460520427,0.06136067708333333,1.0,0.125,2.4796392987048685,
decode,12,4,learned,32,4,0.4349365234375,0.4349365234375,0.45647263526916504,0.05843098958333333,1.0,0.125,2.356205629273168,0.08924015825080764
decode,12,4,source_copy,32,4,0.1290283203125,0.1290283203125,0.12834445635477704,0.0,1.0,0.125,7.870875241703326,
decode,12,4,transition,32,4,0.5948486328125,0.5948486328125,0.6266738573710124,0.16569010416666666,1.0,0.125,1.7005067261578937,
decode,12,8,domain_static,32,4,0.6736246744791666,0.3368123372395833,0.6912658214569092,0.298828125,2.0,0.25,3.002976677873046,
decode,12,8,global_static,32,4,0.623291015625,0.3116455078125,0.6400179068247477,0.22477213541666669,2.0,0.25,3.2646478484204566,
decode,12,8,learned,32,4,0.6501057942708333,0.32505289713541663,0.6671655178070068,0.2579752604166667,2.0,0.25,3.119794700638999,0.08924015825080764
decode,12,8,source_copy,32,4,0.5072428385416667,0.25362141927083337,0.5233685175577799,0.12353515625,2.0,0.25,4.010969842072816,
decode,12,8,transition,32,4,0.8100179036458333,0.40500895182291663,0.8281582196553547,0.5305989583333333,2.0,0.25,2.4886735164347895,
decode,12,12,domain_static,32,4,0.8182373046875001,0.2727457682291667,0.834105094273885,0.5224609375,3.0,0.375,3.6850181022053032,
decode,12,12,global_static,32,4,0.7742919921875,0.2580973307291667,0.7913867632548014,0.45231119791666663,3.0,0.375,3.903123031319182,
decode,12,12,learned,32,4,0.7848714192708333,0.2616238064236111,0.796589215596517,0.46500651041666674,3.0,0.375,3.848593360001345,0.08924015825080764
decode,12,12,source_copy,32,4,0.7085774739583333,0.23619249131944445,0.7241460482279459,0.34163411458333337,3.0,0.375,4.280692914278903,
decode,12,12,transition,32,4,0.9020589192708333,0.3006863064236111,0.9139382044474285,0.7224934895833334,3.0,0.375,3.3365495083338965,
decode,12,16,domain_static,32,4,0.908447265625,0.22711181640625,0.9183747768402098,0.7169596354166667,4.0,0.5,4.413867626955497,
decode,12,16,global_static,32,4,0.8726399739583334,0.21815999348958334,0.8827418486277263,0.6472981770833334,4.0,0.5,4.599246304483373,
decode,12,16,learned,32,4,0.8801676432291666,0.22004191080729166,0.8905649979909263,0.6551106770833333,4.0,0.5,4.558704635298245,0.08924015825080764
decode,12,16,source_copy,32,4,0.8397623697916667,0.20994059244791669,0.8521991570790609,0.5732421875,4.0,0.5,4.783970643206013,
decode,12,16,transition,32,4,0.9456380208333334,0.23640950520833334,0.9537484645843506,0.8268229166666667,4.0,0.5,4.235515889278702,
decode,13,4,domain_static,32,4,0.43030894886363635,0.43030894886363635,0.44449416073885833,0.053267045454545456,1.0,0.125,2.3702507766182705,
decode,13,4,global_static,32,4,0.40367542613636365,0.40367542613636365,0.4185811823064631,0.06001420454545455,1.0,0.125,2.5423047084462653,
decode,13,4,learned,32,4,0.41597123579545453,0.41597123579545453,0.4327543432062323,0.055220170454545456,1.0,0.125,2.4706918468066217,0.09091146534113002
decode,13,4,source_copy,32,4,0.13636363636363635,0.13636363636363635,0.13493997400457208,0.0,1.0,0.125,7.4336599788905815,
decode,13,4,transition,32,4,0.5929509943181819,0.5929509943181819,0.6225219206376509,0.16228693181818182,1.0,0.125,1.7115633357934787,
decode,13,8,domain_static,32,4,0.6639293323863636,0.3319646661931818,0.6809546730735085,0.2856889204545454,2.0,0.25,3.04650361768112,
decode,13,8,global_static,32,4,0.6170099431818181,0.30850497159090906,0.6331988247958097,0.21786221590909094,2.0,0.25,3.294898152092344,
decode,13,8,learned,32,4,0.62744140625,0.313720703125,0.646929220719771,0.21928267045454547,2.0,0.25,3.2283976559304977,0.09091146534113002
decode,13,8,source_copy,32,4,0.5162464488636364,0.2581232244318182,0.5305892770940608,0.12464488636363635,2.0,0.25,3.9426937400941284,
decode,13,8,transition,32,4,0.8176491477272728,0.4088245738636364,0.8372554779052734,0.5530894886363636,2.0,0.25,2.4658266965323863,
decode,13,12,domain_static,32,4,0.8131214488636365,0.2710404829545454,0.8288104317405007,0.5143821022727273,3.0,0.375,3.7079887277521597,
