phase,delta,score_threshold,selection_coverage,candidate_precision,routed_mass_coverage,complete_route_coverage,mean_candidate_count,candidate_amplification,candidate_set_fraction
prefill,8,0.05,0.9346251915475707,0.1972981802674963,0.941749004973066,0.7848175032510706,18.95096912012132,4.73774228003033,0.5922177850037913
prefill,9,0.05,0.9353160234111124,0.20125101373035967,0.9422436311389621,0.7889569654653614,18.592311179375546,4.6480777948438865,0.5810097243554858
prefill,10,0.05,0.9358690036311457,0.20250757803629243,0.9432451326634274,0.788008399709722,18.48794188760097,4.621985471900243,0.5777481839875304
prefill,11,0.05,0.9313801628720575,0.20232413101084826,0.9382094498119209,0.7787089944322987,18.416039663938196,4.604009915984549,0.5755012394980686
prefill,12,0.05,0.9336950437105358,0.20559138871601207,0.9406685026458241,0.7883282967972708,18.16714181157551,4.541785452893878,0.5677231816117347
prefill,13,0.05,0.9336105438278033,0.20806428107496677,0.9417085957821385,0.7835524538402555,17.94881770294957,4.487204425737392,0.560900553217174
prefill,14,0.05,0.9332458471221856,0.21302089353175546,0.9408551373897641,0.7825311655876952,17.524376710237725,4.381094177559431,0.5476367721949289
prefill,15,0.05,0.9329527025038653,0.2202930773567639,0.9396775897144583,0.7821842478736425,16.94074953499228,4.23518738374807,0.5293984229685087
prefill,16,0.05,0.9302359687099249,0.22785642840689022,0.9381191088551,0.7772518998441537,16.33098674868778,4.082746687171945,0.5103433358964932
prefill,17,0.05,0.9266327882253832,0.23442877965904313,0.9336253590790068,0.764418334730359,15.812707003589793,3.9531767508974482,0.49414709386218103
prefill,18,0.05,0.9248601661918374,0.23648573118477817,0.9312605089547963,0.7679142325053077,15.643557705725044,3.910889426431261,0.48886117830390763
prefill,19,0.05,0.9265714419666051,0.24780805823397406,0.9323500251176553,0.777314678818253,14.958063430282166,3.7395158575705416,0.4674394821963177
prefill,20,0.05,0.9202615370623707,0.2640762452833888,0.9250575197956921,0.7689002625823907,13.940318766703479,3.4850796916758697,0.4356349614594837
prefill,21,0.05,0.916047732029335,0.2762197662947925,0.9212754977093927,0.7606001156797086,13.267673238884736,3.316918309721184,0.414614788715148
prefill,22,0.05,0.9135168420030843,0.27695291513644604,0.9146258508421377,0.7642532036503046,13.197008947977977,3.2992522369944943,0.4124065296243118
prefill,23,0.05,0.9173759572356404,0.2882507772481633,0.9182909205505647,0.7545963496180664,12.735880010251387,3.183970002562847,0.39799625032035585
