train_checkpoint,eval_checkpoint,phase,domain,source_layer,target_layer,delta,capacity,n_tokens,routing_top_k,selection_coverage,complete_token_coverage,candidate_amplification,useful_amplification,mean_candidate_replacement_fraction,mean_candidate_jaccard
instruct,base,prefill,code,0,7,7,8,1033,8,0.5545740561471443,0.005808325266214908,1.0,1.803185686231726,0.32703488372093026,0.5278597801853624
instruct,base,prefill,code,0,7,7,16,1033,8,0.7394724104549855,0.2149080348499516,2.0,2.7046309932907873,0.20906007751937986,0.668778205497478
instruct,base,prefill,code,0,7,7,32,1033,8,0.898838334946757,0.5459825750242013,4.0,4.450188476036618,0.11900436046511628,0.7916208617213594
instruct,base,prefill,code,0,8,8,8,1033,8,0.5107696030977735,0.002904162633107454,1.0,1.9578298981284057,0.28318798449612403,0.5858544125986028
instruct,base,prefill,code,0,8,8,16,1033,8,0.7068005808325266,0.19167473378509198,2.0,2.8296524567711008,0.24642684108527133,0.6245974963844518
instruct,base,prefill,code,0,8,8,32,1033,8,0.8689496611810261,0.4617618586640852,4.0,4.603258599080908,0.15249515503875968,0.7409125389963268
instruct,base,prefill,code,0,9,9,8,1033,8,0.5208131655372701,0.0,1.0,1.920074349442379,0.29578488372093026,0.5691517354308083
instruct,base,prefill,code,0,9,9,16,1033,8,0.7218054211035818,0.1984511132623427,2.0,2.7708298407376364,0.2782824612403101,0.5876621508778649
instruct,base,prefill,code,0,9,9,32,1033,8,0.8817763794772507,0.526621490803485,4.0,4.5362975161246055,0.2095142926356589,0.6641447985995433
instruct,base,prefill,code,0,10,10,8,1033,8,0.4950387221684414,0.002904162633107454,1.0,2.020043999022244,0.30305232558139533,0.5619337165848821
instruct,base,prefill,code,0,10,10,16,1033,8,0.6721926427879962,0.16747337850919652,2.0,2.9753375337533754,0.2765261627906977,0.5825669020463581
instruct,base,prefill,code,0,10,10,32,1033,8,0.8373668925459826,0.41045498547918685,4.0,4.776878612716763,0.175296753875969,0.7095293924866406
instruct,base,prefill,code,0,11,11,8,1033,8,0.5297676669893514,0.018393030009680542,1.0,1.8876199177706716,0.17865794573643412,0.7138360347662762
instruct,base,prefill,code,0,11,11,16,1033,8,0.7331800580832527,0.17909002904162633,2.0,2.727842878362766,0.24781976744186046,0.6171314431630261
instruct,base,prefill,code,0,11,11,32,1033,8,0.8665295256534365,0.4443368828654405,4.0,4.6161150677279705,0.14177567829457363,0.7571062653345842
instruct,base,prefill,code,0,12,12,8,1033,8,0.5151258470474347,0.010648596321393998,1.0,1.9412731970871506,0.2865794573643411,0.5770908247652475
instruct,base,prefill,code,0,12,12,16,1033,8,0.7225314617618587,0.21393998063891578,2.0,2.768045553508625,0.20027858527131784,0.6823173437233403
instruct,base,prefill,code,0,12,12,32,1033,8,0.8426911907066795,0.44240077444336884,4.0,4.746697300402068,0.12209302325581395,0.7876338013143356
instruct,base,prefill,code,0,13,13,8,1033,8,0.5309777347531461,0.000968054211035818,1.0,1.8833181403828623,0.19864341085271317,0.6911307469447091
instruct,base,prefill,code,0,13,13,16,1033,8,0.7242255566311714,0.16747337850919652,2.0,2.7615705931495405,0.1555232558139535,0.7393100716666187
instruct,base,prefill,code,0,13,13,32,1033,8,0.8644724104549855,0.4569215876089061,4.0,4.627099664053752,0.13605256782945738,0.7644044695775549
instruct,base,prefill,code,0,14,14,8,1033,8,0.5356969990319458,0.007744433688286544,1.0,1.8667269030946465,0.30499031007751937,0.5621354098098309
instruct,base,prefill,code,0,14,14,16,1033,8,0.7009922555663117,0.16360116166505323,2.0,2.85309856723632,0.27337693798449614,0.587273548481658
instruct,base,prefill,code,0,14,14,32,1033,8,0.8431752178121975,0.409486931268151,4.0,4.7439724454649825,0.14495518410852712,0.7525529702034106
instruct,base,prefill,code,0,15,15,8,1033,8,0.5292836398838335,0.016456921587608905,1.0,1.8893461362597166,0.20227713178294573,0.6797260018190346
instruct,base,prefill,code,0,15,15,16,1033,8,0.6983301064859632,0.14230396902226525,2.0,2.8639750476520534,0.23952277131782945,0.6234155430878563
instruct,base,prefill,code,0,15,15,32,1033,8,0.8545498547918683,0.42110358180058083,4.0,4.680826961200793,0.1544937015503876,0.738148942471805
instruct,base,prefill,code,1,2,1,8,1033,8,0.5290416263310745,0.0,1.0,1.8902104300091491,0.282218992248062,0.5842416842416892
instruct,base,prefill,code,1,2,1,16,1033,8,0.7103097773475314,0.10842207163601161,2.0,2.8156729131175466,0.2935440891472868,0.564859920642852
instruct,base,prefill,code,1,2,1,32,1033,8,0.8484995159728945,0.30009680542110356,4.0,4.714204221334855,0.19973352713178294,0.6738693649484474
instruct,base,prefill,code,1,3,2,8,1033,8,0.4926185866408519,0.0,1.0,2.0299680668140505,0.31031976744186046,0.5483824960569165
instruct,base,prefill,code,1,3,2,16,1033,8,0.6919167473378509,0.09486931268151017,2.0,2.8905211612451907,0.27289244186046513,0.5856376832223864
instruct,base,prefill,code,1,3,2,32,1033,8,0.8723378509196515,0.398838334946757,4.0,4.585379386877515,0.17214752906976744,0.7129832440105103
instruct,base,prefill,code,1,4,3,8,1033,8,0.5860358180058083,0.00484027105517909,1.0,1.7063803427627504,0.2764050387596899,0.5862934653632372
instruct,base,prefill,code,1,4,3,16,1033,8,0.7700871248789932,0.11519845111326234,2.0,2.5971087366436203,0.22323158914728683,0.6446616783173441
instruct,base,prefill,code,1,4,3,32,1033,8,0.9177153920619555,0.5062923523717329,4.0,4.358649789029536,0.1320857558139535,0.7716735443554711
instruct,base,prefill,code,1,5,4,8,1033,8,0.6246369796708615,0.00484027105517909,1.0,1.6009298721425804,0.27252906976744184,0.5907952512603729
instruct,base,prefill,code,1,5,4,16,1033,8,0.7990077444336883,0.22846079380445306,2.0,2.503104649401787,0.23449612403100775,0.6348027216610466
instruct,base,prefill,code,1,5,4,32,1033,8,0.8981122942884802,0.47725072604065827,4.0,4.453786041498248,0.13269137596899225,0.7700160704166339
instruct,base,prefill,code,1,6,5,8,1033,8,0.5925701839303001,0.00484027105517909,1.0,1.6875638145803553,0.18604651162790697,0.6998692952181428
instruct,base,prefill,code,1,6,5,16,1033,8,0.8118344627299129,0.24782187802516942,2.0,2.4635564167536144,0.17890019379844962,0.7093653972394477
instruct,base,prefill,code,1,6,5,32,1033,8,0.9295740561471443,0.6098741529525653,4.0,4.303046081749544,0.159671753875969,0.7294093665715194
instruct,base,prefill,code,1,7,6,8,1033,8,0.6122942884801549,0.007744433688286544,1.0,1.6332015810276679,0.3226744186046512,0.5350067245416112
instruct,base,prefill,code,1,7,6,16,1033,8,0.7847289448209099,0.2691190706679574,2.0,2.548650732459522,0.2308624031007752,0.6397799030930699
instruct,base,prefill,code,1,7,6,32,1033,8,0.9196515004840271,0.5982575024201355,4.0,4.349473684210526,0.13820251937984496,0.7614461039784479
instruct,base,prefill,code,1,8,7,8,1033,8,0.566432720232333,0.008712487899322363,1.0,1.7654347361674856,0.30983527131782945,0.5582117279791742
instruct,base,prefill,code,1,8,7,16,1033,8,0.7456437560503388,0.2245885769603098,2.0,2.682246024018176,0.2518774224806202,0.6162153412202427
instruct,base,prefill,code,1,8,7,32,1033,8,0.8929090029041626,0.5198451113262342,4.0,4.479739802141212,0.16027737403100775,0.729342068499919
instruct,base,prefill,code,1,9,8,8,1033,8,0.569215876089061,0.0,1.0,1.7568027210884354,0.30935077519379844,0.5531596310666114
instruct,base,prefill,code,1,9,8,16,1033,8,0.7743223620522749,0.24104549854791868,2.0,2.5829035786841694,0.2848231589147287,0.5827016983982961
instruct,base,prefill,code,1,9,8,32,1033,8,0.9196515004840271,0.6466602129719264,4.0,4.349473684210526,0.22323158914728683,0.6438436416306694
instruct,base,prefill,code,1,10,9,8,1033,8,0.5523959341723137,0.03291384317521781,1.0,1.8102957283680174,0.3225532945736434,0.5461710124500851
instruct,base,prefill,code,1,10,9,16,1033,8,0.7320909970958374,0.25943852855759925,2.0,2.731900826446281,0.29505813953488375,0.5632368769215887
instruct,base,prefill,code,1,10,9,32,1033,8,0.8919409486931268,0.5333978702807357,4.0,4.484601817935151,0.20748546511627908,0.6639213069337015
instruct,base,prefill,code,1,11,10,8,1033,8,0.5827686350435625,0.026137463697967087,1.0,1.7159468438538206,0.2159641472868217,0.6697105650594101
instruct,base,prefill,code,1,11,10,16,1033,8,0.7846079380445304,0.24007744433688286,2.0,2.5490438001233806,0.25696463178294576,0.606490658456526
instruct,base,prefill,code,1,11,10,32,1033,8,0.9070667957405615,0.5856727976766699,4.0,4.4098185699039485,0.1746002906976744,0.7079110723459471
instruct,base,prefill,code,1,12,11,8,1033,8,0.5756292352371732,0.02032913843175218,1.0,1.7372293462266135,0.28875968992248063,0.5840510910278386
instruct,base,prefill,code,1,12,11,16,1033,8,0.7624636979670861,0.2846079380445305,2.0,2.623075702269481,0.21772044573643412,0.6582508819624674
instruct,base,prefill,code,1,12,11,32,1033,8,0.8770571151984511,0.49661181026137463,4.0,4.560706401766004,0.1590358527131783,0.7308859684462385
instruct,base,prefill,code,1,13,12,8,1033,8,0.5566311713455954,0.001936108422071636,1.0,1.796521739130435,0.18435077519379844,0.7144266155894159
instruct,base,prefill,code,1,13,12,16,1033,8,0.7561713455953534,0.2265246853823814,2.0,2.6449031845095217,0.18277616279069767,0.700941102126752
instruct,base,prefill,code,1,13,12,32,1033,8,0.8916989351403679,0.5401742497579864,4.0,4.485818971366536,0.16021681201550386,0.7281755661466423
instruct,base,prefill,code,1,14,13,8,1033,8,0.5811955469506292,0.028073572120038724,1.0,1.7205912971059754,0.2868217054263566,0.5885817455584927
instruct,base,prefill,code,1,14,13,16,1033,8,0.7575024201355276,0.24394966118102615,2.0,2.6402555910543133,0.27991763565891475,0.5814683770618568
instruct,base,prefill,code,1,14,13,32,1033,8,0.872216844143272,0.48209099709583736,4.0,4.586015538290788,0.1647892441860465,0.7229334043796187
instruct,base,prefill,code,1,15,14,8,1033,8,0.5670377541142304,0.003872216844143272,1.0,1.7635510029876227,0.2283187984496124,0.6480937666984258
instruct,base,prefill,code,1,15,14,16,1033,8,0.7443126815101646,0.22846079380445306,2.0,2.68704275727524,0.2560562015503876,0.605687532203201
instruct,base,prefill,code,1,15,14,32,1033,8,0.8756050338818974,0.46079380445304935,4.0,4.568269762299613,0.18117126937984496,0.6979955876190512
instruct,base,prefill,code,2,3,1,8,1033,8,0.5602613746369797,0.000968054211035818,1.0,1.7848812095032398,0.3949854651162791,0.46440058649360766
instruct,base,prefill,code,2,3,1,16,1033,8,0.7640367860600193,0.12294288480154889,2.0,2.61767500791891,0.3154675387596899,0.545044331170635
instruct,base,prefill,code,2,3,1,32,1033,8,0.9083978702807357,0.5004840271055179,4.0,4.403356866924204,0.19800750968992248,0.6803966304310409
instruct,base,prefill,code,2,4,2,8,1033,8,0.6272991287512101,0.003872216844143272,1.0,1.5941358024691359,0.34217538759689925,0.5121199214222465
instruct,base,prefill,code,2,4,2,16,1033,8,0.8109874152952565,0.1616650532429816,2.0,2.4661295135780366,0.28191618217054265,0.5813484196193388
instruct,base,prefill,code,2,4,2,32,1033,8,0.9399806389157793,0.6030977734753146,4.0,4.2554067971163745,0.17438832364341086,0.7115376497461302
instruct,base,prefill,code,2,5,3,8,1033,8,0.6577928363988383,0.013552758954501452,1.0,1.5202354672553349,0.32945736434108525,0.5358023544070065
instruct,base,prefill,code,2,5,3,16,1033,8,0.8284123910939013,0.30880929332042595,2.0,2.4142565001460707,0.28748788759689925,0.5817096464810275
instruct,base,prefill,code,2,5,3,32,1033,8,0.9298160696999032,0.5730880929332043,4.0,4.30192608016658,0.17023982558139536,0.7170674796289861
instruct,base,prefill,code,2,6,4,8,1033,8,0.6325024201355276,0.005808325266214908,1.0,1.5810216185192272,0.25060562015503873,0.6238146005587936
instruct,base,prefill,code,2,6,4,16,1033,8,0.8518877057115198,0.33010648596321396,2.0,2.3477272727272727,0.22547238372093023,0.6523695443186344
instruct,base,prefill,code,2,6,4,32,1033,8,0.9472410454985479,0.6950629235237173,4.0,4.222789984670414,0.19613008720930233,0.6798078477671714
instruct,base,prefill,code,2,7,5,8,1033,8,0.6456921587608906,0.011616650532429816,1.0,1.5487256371814093,0.3490794573643411,0.5127721546326202
instruct,base,prefill,code,2,7,5,16,1033,8,0.8278073572120038,0.3330106485963214,2.0,2.4160210495541588,0.2839752906976744,0.5856828469970348
instruct,base,prefill,code,2,7,5,32,1033,8,0.9319941916747337,0.6524685382381413,4.0,4.29187224097637,0.18026283914728683,0.7010584067244356
instruct,base,prefill,code,2,8,6,8,1033,8,0.5984995159728945,0.017424975798644726,1.0,1.670845127375657,0.3546511627906977,0.5098640807943141
instruct,base,prefill,code,2,8,6,16,1033,8,0.7794046466602129,0.271055179090029,2.0,2.5660611706256793,0.30583817829457366,0.561422507461484
instruct,base,prefill,code,2,8,6,32,1033,8,0.9242497579864473,0.6263310745401742,4.0,4.327834511652265,0.20809108527131784,0.6645856052170682
instruct,base,prefill,code,2,9,7,8,1033,8,0.5923281703775412,0.001936108422071636,1.0,1.688253319713994,0.3640988372093023,0.4980687701617931
instruct,base,prefill,code,2,9,7,16,1033,8,0.8264762826718296,0.3514036786060019,2.0,2.4199121522694,0.3328488372093023,0.538434187769011
instruct,base,prefill,code,2,9,7,32,1033,8,0.9455469506292352,0.7279767666989352,4.0,4.230355771691835,0.2566012596899225,0.6050942766605789
instruct,base,prefill,code,2,10,8,8,1033,8,0.5873668925459826,0.016456921587608905,1.0,1.7025133910177173,0.38141957364341084,0.49580733650500985
instruct,base,prefill,code,2,10,8,16,1033,8,0.7801306873184899,0.3213939980638916,2.0,2.563673026213743,0.36724806201550386,0.49120733017425583
instruct,base,prefill,code,2,10,8,32,1033,8,0.917352371732817,0.6069699903194579,4.0,4.360374620762433,0.2318919573643411,0.6374979223466534
instruct,base,prefill,code,2,11,9,8,1033,8,0.6161665053242982,0.026137463697967087,1.0,1.6229379418695993,0.25254360465116277,0.6240510566092026
instruct,base,prefill,code,2,11,9,16,1033,8,0.8227250726040658,0.3339787028073572,2.0,2.43094572731284,0.29772286821705424,0.5672605980081075
instruct,base,prefill,code,2,11,9,32,1033,8,0.9376815101645692,0.6969990319457889,4.0,4.265840753645632,0.21426841085271317,0.6582723872459592
instruct,base,prefill,code,2,12,10,8,1033,8,0.6056389157792836,0.04549854791868345,1.0,1.6511488511488512,0.30935077519379844,0.5584216816774974
instruct,base,prefill,code,2,12,10,16,1033,8,0.7773475314617618,0.2933204259438529,2.0,2.572851805728518,0.2705910852713178,0.5994211095822252
instruct,base,prefill,code,2,12,10,32,1033,8,0.8978702807357212,0.5759922555663117,4.0,4.454986522911051,0.18883236434108527,0.6907378907804468
instruct,base,prefill,code,2,13,11,8,1033,8,0.5941432720232332,0.003872216844143272,1.0,1.6830957230142567,0.22444282945736435,0.6592715854343838
instruct,base,prefill,code,2,13,11,16,1033,8,0.7846079380445304,0.28751210067763794,2.0,2.5490438001233806,0.18435077519379844,0.7032190127707333
instruct,base,prefill,code,2,13,11,32,1033,8,0.915053242981607,0.6282671829622459,4.0,4.371330335889976,0.18977107558139536,0.688827230790734
instruct,base,prefill,code,2,14,12,8,1033,8,0.6087850919651501,0.03291384317521781,1.0,1.642615782150666,0.344718992248062,0.530319895436174
instruct,base,prefill,code,2,14,12,16,1033,8,0.7773475314617618,0.23039690222652467,2.0,2.572851805728518,0.3059593023255814,0.5601959521262242
instruct,base,prefill,code,2,14,12,32,1033,8,0.8970232333010648,0.5527589545014521,4.0,4.459193309051666,0.210453003875969,0.6610197538507566
instruct,base,prefill,code,2,15,13,8,1033,8,0.5966844143272023,0.03581800580832527,1.0,1.6759278036909349,0.27374031007751937,0.5967875793457237
instruct,base,prefill,code,2,15,13,16,1033,8,0.7769845111326235,0.2846079380445305,2.0,2.5740538856875874,0.26744186046511625,0.599290922772524
instruct,base,prefill,code,2,15,13,32,1033,8,0.9044046466602129,0.5711519845111326,4.0,4.422799036660423,0.20091448643410853,0.6732687266777861
instruct,base,prefill,code,3,4,1,8,1033,8,0.646297192642788,0.01936108422071636,1.0,1.5472757910503652,0.3467781007751938,0.5064157633925072
instruct,base,prefill,code,3,4,1,16,1033,8,0.8409970958373669,0.22749273959341723,2.0,2.378129496402878,0.32642926356589147,0.5360146171964899
instruct,base,prefill,code,3,4,1,32,1033,8,0.9428848015488868,0.6253630203291385,4.0,4.242299794661191,0.23186167635658914,0.6362591041560489
instruct,base,prefill,code,3,5,2,8,1033,8,0.6825992255566312,0.016456921587608905,1.0,1.464988477220351,0.36070736434108525,0.5059946513434858
instruct,base,prefill,code,3,5,2,16,1033,8,0.8482575024201355,0.29816069699903197,2.0,2.357774607703281,0.33563468992248063,0.53580946091322
instruct,base,prefill,code,3,5,2,32,1033,8,0.9554695062923524,0.7105517909002904,4.0,4.186423505572442,0.23797843992248063,0.6327225887218193
instruct,base,prefill,code,3,6,3,8,1033,8,0.6707405614714425,0.015488867376573089,1.0,1.490889410066751,0.31867732558139533,0.5419321419321433
instruct,base,prefill,code,3,6,3,16,1033,8,0.8806873184898354,0.430784123910939,2.0,2.270953558669964,0.27289244186046513,0.5937478777714458
instruct,base,prefill,code,3,6,3,32,1033,8,0.968296224588577,0.7947725072604066,4.0,4.1309672581854535,0.22344355620155038,0.6481238796705784
instruct,base,prefill,code,3,7,4,8,1033,8,0.6829622458857696,0.02032913843175218,1.0,1.4642097802976612,0.38977713178294576,0.4709114313765469
instruct,base,prefill,code,3,7,4,16,1033,8,0.8641093901258471,0.4220716360116166,2.0,2.314521775661672,0.3324249031007752,0.5354073600385217
instruct,base,prefill,code,3,7,4,32,1033,8,0.9467570183930301,0.7105517909002904,4.0,4.224948875255624,0.21959786821705427,0.6533373790956547
instruct,base,prefill,code,3,8,5,8,1033,8,0.6287512100677638,0.021297192642787996,1.0,1.5904541955350269,0.40830910852713176,0.4559601896811196
instruct,base,prefill,code,3,8,5,16,1033,8,0.8253872216844144,0.32720232333010646,2.0,2.423105116551825,0.3536821705426357,0.5162133156805457
instruct,base,prefill,code,3,8,5,32,1033,8,0.9482090997095838,0.7086156824782188,4.0,4.218478815722308,0.254875242248062,0.610072197752984
instruct,base,prefill,code,3,9,6,8,1033,8,0.6358906098741529,0.005808325266214908,1.0,1.5725975261655567,0.41896802325581395,0.4425820088610786
instruct,base,prefill,code,3,9,6,16,1033,8,0.864351403678606,0.43368828654404645,2.0,2.3138737225255497,0.3855377906976744,0.48892257172440173
instruct,base,prefill,code,3,9,6,32,1033,8,0.9639399806389157,0.7879961277831559,4.0,4.149635952799398,0.30226501937984496,0.5588685318590041
instruct,base,prefill,code,3,10,7,8,1033,8,0.6216118102613747,0.04065827686350436,1.0,1.608721043410551,0.453125,0.42999816720746786
instruct,base,prefill,code,3,10,7,16,1033,8,0.8299854791868344,0.3736689254598258,2.0,2.409680711473976,0.4248425387596899,0.4405563616217431
instruct,base,prefill,code,3,10,7,32,1033,8,0.9446999031945789,0.6940948693126815,4.0,4.234148840783912,0.28966812015503873,0.5714787362364627
instruct,base,prefill,code,3,11,8,8,1033,8,0.6430300096805421,0.03291384317521781,1.0,1.5551373729770417,0.30983527131782945,0.5564714785645045
instruct,base,prefill,code,3,11,8,16,1033,8,0.8452323330106486,0.35818005808325265,2.0,2.3662133142448103,0.3205547480620155,0.547987283803686
instruct,base,prefill,code,3,11,8,32,1033,8,0.9558325266214908,0.7676669893514037,4.0,4.184833523230789,0.26771438953488375,0.5930850789759738
instruct,base,prefill,code,3,12,9,8,1033,8,0.6276621490803485,0.04549854791868345,1.0,1.5932138037401196,0.33987403100775193,0.5270012072337653
instruct,base,prefill,code,3,12,9,16,1033,8,0.8017909002904162,0.3233301064859632,2.0,2.494415937217024,0.3076550387596899,0.5617277020188699
instruct,base,prefill,code,3,12,9,32,1033,8,0.9244917715392061,0.6495643756050339,4.0,4.326701570680628,0.24270227713178294,0.6249410079147725
instruct,base,prefill,code,3,13,10,8,1033,8,0.6185866408518877,0.00484027105517909,1.0,1.6165884194053208,0.2711967054263566,0.6016103620754838
instruct,base,prefill,code,3,13,10,16,1033,8,0.8091723136495643,0.3204259438528558,2.0,2.471661432630477,0.23243701550387597,0.6442616373125993
instruct,base,prefill,code,3,13,10,32,1033,8,0.9348983543078412,0.6950629235237173,4.0,4.278539994822677,0.23504118217054262,0.6324650122236251
instruct,base,prefill,code,3,14,11,8,1033,8,0.6308083252662149,0.031945788964181994,1.0,1.5852676002301938,0.3495639534883721,0.5258825584406969
instruct,base,prefill,code,3,14,11,16,1033,8,0.8031219748305906,0.28654404646660214,2.0,2.4902817538044295,0.3591327519379845,0.5063336691563227
instruct,base,prefill,code,3,14,11,32,1033,8,0.9247337850919651,0.6360116166505324,4.0,4.325569222716567,0.2602955426356589,0.6023963967918365
instruct,base,prefill,code,3,15,12,8,1033,8,0.6057599225556631,0.016456921587608905,1.0,1.6508190171793848,0.3238856589147287,0.5385896618454764
instruct,base,prefill,code,3,15,12,16,1033,8,0.8048160696999032,0.30977734753146174,2.0,2.4850398436325363,0.31407461240310075,0.5481682074733067
instruct,base,prefill,code,3,15,12,32,1033,8,0.9217086156824782,0.6263310745401742,4.0,4.339766312196403,0.245609253875969,0.6196007119118911
instruct,base,prefill,code,4,5,1,8,1033,8,0.6775169409486931,0.015488867376573089,1.0,1.4759778531880694,0.30402131782945735,0.5595417932627265
instruct,base,prefill,code,4,5,1,16,1033,8,0.8391819941916747,0.31364956437560504,2.0,2.383273251622206,0.25975048449612403,0.6138363377412541
instruct,base,prefill,code,4,5,1,32,1033,8,0.944215876089061,0.6679574056147144,4.0,4.236319364347046,0.17693192829457363,0.7079575545958224
instruct,base,prefill,code,4,6,2,8,1033,8,0.6581558567279767,0.008712487899322363,1.0,1.5193969479683764,0.25339147286821706,0.6180660424846539
instruct,base,prefill,code,4,6,2,16,1033,8,0.8595111326234269,0.36205227492739595,2.0,2.3269041250175984,0.203125,0.6813144629111635
instruct,base,prefill,code,4,6,2,32,1033,8,0.9686592449177154,0.8170377541142304,4.0,4.129419113054341,0.18256419573643412,0.7004195000265291
instruct,base,prefill,code,4,7,3,8,1033,8,0.6709825750242013,0.03484995159728945,1.0,1.4903516681695221,0.33551356589147285,0.5269566781194712
instruct,base,prefill,code,4,7,3,16,1033,8,0.8507986447241046,0.38818973862536305,2.0,2.3507324704878396,0.25393653100775193,0.6189241480476665
instruct,base,prefill,code,4,7,3,32,1033,8,0.9451839303000968,0.7057115198451114,4.0,4.231980540263731,0.16375968992248063,0.7268402528055227
instruct,base,prefill,code,4,8,4,8,1033,8,0.6338334946757018,0.030977734753146177,1.0,1.5777014127529592,0.32776162790697677,0.541350983211451
instruct,base,prefill,code,4,8,4,16,1033,8,0.7997337850919651,0.2749273959341723,2.0,2.5008321985171738,0.28191618217054265,0.589455824397323
instruct,base,prefill,code,4,8,4,32,1033,8,0.9355033881897387,0.6727976766698935,4.0,4.275772862501617,0.18507751937984496,0.6981331105794529
instruct,base,prefill,code,4,9,5,8,1033,8,0.6243949661181026,0.010648596321393998,1.0,1.6015503875968993,0.3183139534883721,0.5536052663959662
instruct,base,prefill,code,4,9,5,16,1033,8,0.8446272991287512,0.4143272023233301,2.0,2.3679083094555873,0.31613372093023256,0.5554502687969467
instruct,base,prefill,code,4,9,5,32,1033,8,0.9553484995159729,0.7637947725072604,4.0,4.186953768207727,0.23249757751937986,0.6380897202522501
instruct,base,prefill,code,4,10,6,8,1033,8,0.584946757018393,0.03388189738625363,1.0,1.7095573024410426,0.3318798449612403,0.5451812184370345
instruct,base,prefill,code,4,10,6,16,1033,8,0.7859390125847048,0.33204259438528555,2.0,2.544726712856043,0.3215237403100775,0.5436578234026345
instruct,base,prefill,code,4,10,6,32,1033,8,0.9263068731848983,0.6418199419167473,4.0,4.318223383409536,0.23449612403100775,0.6336919618097123
instruct,base,prefill,code,4,11,7,8,1033,8,0.6205227492739593,0.030977734753146177,1.0,1.611544461778471,0.2394622093023256,0.6504394829976273
instruct,base,prefill,code,4,11,7,16,1033,8,0.8268393030009681,0.3436592449177154,2.0,2.418849699985365,0.27028827519379844,0.6007408127423661
instruct,base,prefill,code,4,11,7,32,1033,8,0.9459099709583737,0.7376573088092934,4.0,4.228732250223871,0.21081637596899225,0.662783419187549
instruct,base,prefill,code,4,12,8,8,1033,8,0.6103581800580833,0.030009680542110357,1.0,1.6383822363203806,0.25944767441860467,0.6297466530024718
instruct,base,prefill,code,4,12,8,16,1033,8,0.7879961277831559,0.31848983543078413,2.0,2.538083538083538,0.23794815891472867,0.6400991964991863
instruct,base,prefill,code,4,12,8,32,1033,8,0.9045256534365924,0.5895450145208132,4.0,4.422207357859532,0.184078246124031,0.6978950142700135
instruct,base,prefill,code,4,13,9,8,1033,8,0.6026137463697967,0.003872216844143272,1.0,1.6594377510040161,0.19852228682170542,0.6903411403411498
instruct,base,prefill,code,4,13,9,16,1033,8,0.7913843175217812,0.3194578896418199,2.0,2.527217125382263,0.17556928294573643,0.7154625520007003
instruct,base,prefill,code,4,13,9,32,1033,8,0.9194094869312681,0.6698935140367861,4.0,4.350618583837852,0.19267805232558138,0.6874112717658816
instruct,base,prefill,code,4,14,10,8,1033,8,0.6132623426911907,0.02904162633107454,1.0,1.6306235201262826,0.28924418604651164,0.5921117211814935
instruct,base,prefill,code,4,14,10,16,1033,8,0.7825508228460794,0.28267182962245885,2.0,2.5557445492500386,0.2527252906976744,0.6232914579668537
instruct,base,prefill,code,4,14,10,32,1033,8,0.906945788964182,0.5750242013552759,4.0,4.410406937958639,0.20706153100775193,0.6676261818695236
instruct,base,prefill,code,4,15,11,8,1033,8,0.5942642787996127,0.060019361084220714,1.0,1.6827530034616167,0.24103682170542637,0.633456509037911
instruct,base,prefill,code,4,15,11,16,1033,8,0.777105517909003,0.2758954501452081,2.0,2.573653067580193,0.22438226744186046,0.6533117130602715
instruct,base,prefill,code,4,15,11,32,1033,8,0.9065827686350436,0.5837366892545982,4.0,4.412172984516818,0.18680353682170542,0.693754755111105
instruct,base,prefill,code,5,6,1,8,1033,8,0.6709825750242013,0.02032913843175218,1.0,1.4903516681695221,0.27349806201550386,0.5933890399006739
instruct,base,prefill,code,5,6,1,16,1033,8,0.869917715392062,0.3659244917715392,2.0,2.2990680205870078,0.21257267441860464,0.6715724722119558
instruct,base,prefill,code,5,6,1,32,1033,8,0.968296224588577,0.7938044530493708,4.0,4.1309672581854535,0.1865612887596899,0.6975819775204157
instruct,base,prefill,code,5,7,2,8,1033,8,0.672434656340755,0.01936108422071636,1.0,1.4871333453302142,0.34156976744186046,0.5184948987274572
instruct,base,prefill,code,5,7,2,16,1033,8,0.8557599225556631,0.39399806389157793,2.0,2.33710407239819,0.2613856589147287,0.6137597662862795
instruct,base,prefill,code,5,7,2,32,1033,8,0.9517182962245886,0.7347531461761858,4.0,4.202924348378894,0.17208696705426357,0.7170662771131717
instruct,base,prefill,code,5,8,3,8,1033,8,0.6339545014520813,0.023233301064859633,1.0,1.57740026722657,0.35574127906976744,0.5080107231270028
instruct,base,prefill,code,5,8,3,16,1033,8,0.8256292352371732,0.30009680542110356,2.0,2.4223948409790417,0.30662548449612403,0.5669295700096817
instruct,base,prefill,code,5,8,3,32,1033,8,0.9502662149080349,0.7328170377541142,4.0,4.209346746466319,0.20055111434108527,0.6783327275705484
instruct,base,prefill,code,5,9,4,8,1033,8,0.6205227492739593,0.00968054211035818,1.0,1.611544461778471,0.34011627906976744,0.5237447737447747
instruct,base,prefill,code,5,9,4,16,1033,8,0.8602371732817038,0.43852855759922554,2.0,2.324940216626811,0.3369670542635659,0.534768627282192
instruct,base,prefill,code,5,9,4,32,1033,8,0.9647870280735721,0.8025169409486931,4.0,4.145992725448388,0.2481528585271318,0.6219510180858318
instruct,base,prefill,code,5,10,5,8,1033,8,0.6022507260406583,0.031945788964181994,1.0,1.6604380148683946,0.3631298449612403,0.5103017998366829
