phase,domain,layer_id,rank,expert_id,selections,probability
prefill,__all__,4,43,28,159,0.011886961722488038
prefill,__all__,4,44,61,157,0.01173744019138756
prefill,__all__,4,45,13,155,0.011587918660287081
prefill,__all__,4,46,27,150,0.011214114832535885
prefill,__all__,4,47,33,143,0.01069078947368421
prefill,__all__,4,48,16,140,0.010466507177033494
prefill,__all__,4,49,20,138,0.010316985645933014
prefill,__all__,4,50,4,127,0.009494617224880382
prefill,__all__,4,51,40,127,0.009494617224880382
prefill,__all__,4,52,63,124,0.009270334928229665
prefill,__all__,4,53,32,120,0.008971291866028708
prefill,__all__,4,54,2,116,0.008672248803827751
prefill,__all__,4,55,57,116,0.008672248803827751
prefill,__all__,4,56,30,116,0.008672248803827751
prefill,__all__,4,57,31,104,0.00777511961722488
prefill,__all__,4,58,3,89,0.006653708133971292
prefill,__all__,4,59,44,88,0.006578947368421052
prefill,__all__,4,60,53,82,0.006130382775119617
prefill,__all__,4,61,15,80,0.005980861244019139
prefill,__all__,4,62,46,74,0.005532296650717704
prefill,__all__,4,63,0,71,0.005308014354066986
prefill,__all__,4,64,54,23,0.0017194976076555025
prefill,__all__,5,1,0,529,0.039548444976076555
prefill,__all__,5,2,10,411,0.030726674641148324
prefill,__all__,5,3,44,386,0.028857655502392346
prefill,__all__,5,4,14,361,0.026988636363636364
prefill,__all__,5,5,42,350,0.026166267942583733
prefill,__all__,5,6,2,325,0.02429724880382775
prefill,__all__,5,7,37,320,0.023923444976076555
prefill,__all__,5,8,8,312,0.02332535885167464
prefill,__all__,5,9,52,303,0.022652511961722487
prefill,__all__,5,10,50,301,0.02250299043062201
prefill,__all__,5,11,63,300,0.02242822966507177
prefill,__all__,5,12,60,294,0.021979665071770335
prefill,__all__,5,13,21,294,0.021979665071770335
prefill,__all__,5,14,54,290,0.021680622009569377
prefill,__all__,5,15,32,288,0.0215311004784689
prefill,__all__,5,16,20,283,0.021157296650717704
prefill,__all__,5,17,57,279,0.020858253588516746
prefill,__all__,5,18,13,277,0.020708732057416267
prefill,__all__,5,19,45,270,0.020185406698564595
prefill,__all__,5,20,23,266,0.019886363636363636
prefill,__all__,5,21,28,266,0.019886363636363636
prefill,__all__,5,22,6,264,0.019736842105263157
prefill,__all__,5,23,30,260,0.019437799043062202
prefill,__all__,5,24,58,248,0.01854066985645933
prefill,__all__,5,25,22,244,0.018241626794258375
prefill,__all__,5,26,19,237,0.0177183014354067
prefill,__all__,5,27,34,232,0.017344497607655503
prefill,__all__,5,28,62,224,0.01674641148325359
prefill,__all__,5,29,18,217,0.016223086124401914
prefill,__all__,5,30,55,216,0.016148325358851676
prefill,__all__,5,31,11,212,0.015849282296650717
prefill,__all__,5,32,56,185,0.013830741626794258
prefill,__all__,5,33,27,184,0.01375598086124402
prefill,__all__,5,34,33,184,0.01375598086124402
prefill,__all__,5,35,43,183,0.01368122009569378
prefill,__all__,5,36,41,181,0.013531698564593301
prefill,__all__,5,37,49,181,0.013531698564593301
prefill,__all__,5,38,17,180,0.013456937799043063
prefill,__all__,5,39,39,173,0.012933612440191387
prefill,__all__,5,40,35,172,0.012858851674641148
prefill,__all__,5,41,31,170,0.01270933014354067
prefill,__all__,5,42,59,164,0.012260765550239234
prefill,__all__,5,43,16,159,0.011886961722488038
prefill,__all__,5,44,53,149,0.011139354066985645
prefill,__all__,5,45,9,148,0.011064593301435407
prefill,__all__,5,46,51,142,0.010616028708133971
prefill,__all__,5,47,40,141,0.010541267942583732
prefill,__all__,5,48,4,138,0.010316985645933014
prefill,__all__,5,49,7,138,0.010316985645933014
prefill,__all__,5,50,3,127,0.009494617224880382
prefill,__all__,5,51,1,126,0.009419856459330144
prefill,__all__,5,52,15,123,0.009195574162679425
prefill,__all__,5,53,26,113,0.008447966507177034
prefill,__all__,5,54,47,98,0.007326555023923445
prefill,__all__,5,55,61,95,0.007102272727272727
prefill,__all__,5,56,12,93,0.006952751196172249
prefill,__all__,5,57,48,93,0.006952751196172249
prefill,__all__,5,58,24,90,0.0067284688995215315
prefill,__all__,5,59,5,81,0.006055622009569378
prefill,__all__,5,60,36,78,0.00583133971291866
prefill,__all__,5,61,29,64,0.004784688995215311
prefill,__all__,5,62,38,63,0.004709928229665072
prefill,__all__,5,63,25,62,0.0046351674641148324
prefill,__all__,5,64,46,39,0.00291566985645933
prefill,__all__,6,1,18,768,0.05741626794258373
prefill,__all__,6,2,61,412,0.030801435406698566
prefill,__all__,6,3,36,388,0.02900717703349282
prefill,__all__,6,4,57,362,0.027063397129186602
prefill,__all__,6,5,52,352,0.02631578947368421
prefill,__all__,6,6,5,349,0.026091507177033492
prefill,__all__,6,7,28,347,0.025941985645933013
prefill,__all__,6,8,62,324,0.024222488038277513
prefill,__all__,6,9,35,305,0.022802033492822966
prefill,__all__,6,10,2,304,0.022727272727272728
prefill,__all__,6,11,55,300,0.02242822966507177
prefill,__all__,6,12,19,300,0.02242822966507177
prefill,__all__,6,13,3,297,0.022203947368421052
prefill,__all__,6,14,42,294,0.021979665071770335
prefill,__all__,6,15,21,291,0.021755382775119618
prefill,__all__,6,16,48,286,0.02138157894736842
prefill,__all__,6,17,0,277,0.020708732057416267
prefill,__all__,6,18,47,275,0.02055921052631579
prefill,__all__,6,19,16,270,0.020185406698564595
prefill,__all__,6,20,38,264,0.019736842105263157
prefill,__all__,6,21,26,263,0.01966208133971292
prefill,__all__,6,22,24,251,0.018764952153110047
prefill,__all__,6,23,20,243,0.018166866028708133
prefill,__all__,6,24,9,228,0.017045454545454544
prefill,__all__,6,25,12,226,0.01689593301435407
prefill,__all__,6,26,59,223,0.016671650717703348
prefill,__all__,6,27,6,221,0.016522129186602872
prefill,__all__,6,28,40,218,0.01629784688995215
prefill,__all__,6,29,39,207,0.01547547846889952
prefill,__all__,6,30,63,204,0.015251196172248804
prefill,__all__,6,31,45,198,0.014802631578947368
prefill,__all__,6,32,13,194,0.01450358851674641
prefill,__all__,6,33,15,188,0.014055023923444977
prefill,__all__,6,34,25,184,0.01375598086124402
prefill,__all__,6,35,58,178,0.013307416267942584
prefill,__all__,6,36,4,176,0.013157894736842105
prefill,__all__,6,37,50,176,0.013157894736842105
prefill,__all__,6,38,23,174,0.013008373205741627
prefill,__all__,6,39,30,174,0.013008373205741627
prefill,__all__,6,40,1,162,0.012111244019138757
prefill,__all__,6,41,17,162,0.012111244019138757
prefill,__all__,6,42,11,158,0.011812200956937798
prefill,__all__,6,43,8,154,0.011513157894736841
prefill,__all__,6,44,44,154,0.011513157894736841
prefill,__all__,6,45,53,149,0.011139354066985645
prefill,__all__,6,46,54,149,0.011139354066985645
prefill,__all__,6,47,22,143,0.01069078947368421
prefill,__all__,6,48,56,140,0.010466507177033494
prefill,__all__,6,49,49,138,0.010316985645933014
prefill,__all__,6,50,29,136,0.010167464114832535
prefill,__all__,6,51,32,134,0.010017942583732058
prefill,__all__,6,52,37,125,0.009345095693779904
prefill,__all__,6,53,7,111,0.008298444976076555
prefill,__all__,6,54,46,106,0.007924641148325359
prefill,__all__,6,55,10,106,0.007924641148325359
prefill,__all__,6,56,33,96,0.007177033492822967
prefill,__all__,6,57,27,70,0.005233253588516747
prefill,__all__,6,58,31,60,0.004485645933014354
prefill,__all__,6,59,14,50,0.0037380382775119617
prefill,__all__,6,60,60,49,0.0036632775119617225
prefill,__all__,6,61,34,47,0.003513755980861244
prefill,__all__,6,62,43,42,0.0031399521531100478
prefill,__all__,6,63,51,26,0.00194377990430622
prefill,__all__,6,64,41,18,0.0013456937799043063
prefill,__all__,7,1,4,523,0.03909988038277512
prefill,__all__,7,2,38,431,0.03222188995215311
prefill,__all__,7,3,17,406,0.030352870813397128
prefill,__all__,7,4,46,406,0.030352870813397128
prefill,__all__,7,5,1,389,0.029081937799043063
prefill,__all__,7,6,5,348,0.026016746411483254
prefill,__all__,7,7,44,343,0.025642942583732058
prefill,__all__,7,8,37,326,0.02437200956937799
prefill,__all__,7,9,26,306,0.022876794258373207
prefill,__all__,7,10,43,306,0.022876794258373207
prefill,__all__,7,11,48,294,0.021979665071770335
prefill,__all__,7,12,29,293,0.021904904306220097
prefill,__all__,7,13,23,287,0.02145633971291866
prefill,__all__,7,14,54,281,0.021007775119617225
prefill,__all__,7,15,63,279,0.020858253588516746
prefill,__all__,7,16,56,266,0.019886363636363636
prefill,__all__,7,17,35,264,0.019736842105263157
prefill,__all__,7,18,61,263,0.01966208133971292
prefill,__all__,7,19,32,254,0.018989234449760764
