phase,domain,layer_id,num_experts,n_tokens,n_selections,entropy,normalized_entropy,gini,max_to_median,utilization_variance,top_1_coverage,top_2_coverage,top_4_coverage,top_8_coverage,top_16_coverage
prefill,math,1,64,361,2888,3.9953830187604855,0.9606865446029549,0.3109093663434903,2.642857142857143,621.015625,0.038434903047091414,0.07375346260387812,0.13677285318559557,0.24930747922437674,0.4376731301939058
prefill,math,2,64,361,2888,3.9925106338801477,0.9599958820325569,0.30521771121883656,3.7674418604651163,707.453125,0.05609418282548476,0.09452908587257618,0.15685595567867036,0.2690443213296399,0.435595567867036
prefill,math,3,64,361,2888,3.8989522467404343,0.9374998451725511,0.3902246364265928,5.564102564102564,1186.859375,0.07513850415512466,0.11045706371191136,0.17382271468144045,0.2918975069252078,0.48753462603878117
prefill,math,4,64,361,2888,3.8541800638028896,0.9267344107902563,0.41695161011080334,5.688311688311688,1331.765625,0.07583102493074792,0.11807479224376731,0.18628808864265928,0.3095567867036011,0.5173130193905817
prefill,math,5,64,361,2888,3.7875410224516246,0.9107111083757455,0.46113227146814406,5.384615384615385,1730.390625,0.07271468144044321,0.13331024930747923,0.2330332409972299,0.37049861495844877,0.5519390581717452
prefill,math,6,64,361,2888,3.75135685948946,0.9020106562983734,0.47207193559556787,6.958904109589041,2042.921875,0.08795013850415513,0.14889196675900276,0.2610803324099723,0.3871191135734072,0.5602493074792244
prefill,math,7,64,361,2888,3.872028926946073,0.931026155180619,0.40555747922437674,4.170731707317073,1141.859375,0.05921052631578947,0.10353185595567867,0.17901662049861497,0.29778393351800553,0.5051939058171745
prefill,math,8,64,361,2888,3.848042640721175,0.9252586724829518,0.4168650450138504,6.7368421052631575,1585.390625,0.0886426592797784,0.13954293628808864,0.21987534626038782,0.33621883656509693,0.5235457063711911
prefill,math,9,64,361,2888,3.9076388483579745,0.9395885313518517,0.36522896468144045,5.822222222222222,1304.109375,0.0907202216066482,0.12777008310249308,0.18732686980609417,0.29397506925207756,0.4726454293628809
prefill,math,10,64,361,2888,3.983334631011268,0.9577895197268709,0.324792243767313,3.272727272727273,726.984375,0.04986149584487535,0.0896814404432133,0.14993074792243768,0.2631578947368421,0.4546398891966759
prefill,math,11,64,361,2888,3.8900946227064614,0.9353700367945726,0.3895645775623269,5.648648648648648,1286.109375,0.07236842105263158,0.13331024930747923,0.20083102493074792,0.31475069252077564,0.5020775623268698
prefill,math,12,64,361,2888,3.878528348116525,0.9325889356291625,0.40213815789473684,5.512820512820513,1311.453125,0.07444598337950138,0.12361495844875346,0.20221606648199447,0.3254847645429363,0.5121191135734072
prefill,math,13,64,361,2888,3.903149384041015,0.9385090433674641,0.3855068386426593,4.891891891891892,1161.796875,0.06267313019390582,0.1229224376731302,0.1904432132963989,0.29709141274238227,0.4823407202216066
prefill,math,14,64,361,2888,3.9587061047358865,0.9518676109398883,0.3448428843490305,3.1951219512195124,797.796875,0.0453601108033241,0.08587257617728532,0.16101108033240996,0.27354570637119113,0.4577562326869806
prefill,math,15,64,361,2888,3.934483503667149,0.9460433065333383,0.36289170706371193,4.1558441558441555,969.921875,0.055401662049861494,0.10699445983379502,0.17659279778393353,0.2932825484764543,0.4806094182825485
