quantity,reference_value,current_value,current_over_reference,percent_change
cached_token_forward_median_ms,10.228975772857666,15.638086318969727,1.5288027527120556,52.880275271205555
effective_inter_moe_layer_ms,0.6393109858036041,0.9773803949356079,1.5288027527120556,52.880275271205555
exact_12mib_copy_median_ms,0.5240960121154785,0.28494399785995483,0.543686636175302,-45.6313363824698
fitted_effective_bandwidth_gbps,24.135425594434384,44.688901632957176,1.851589542438498,85.1589542438498
