size_mib,bytes,repetition,elapsed_ms,wall_completion_ms
16,16777216,31,0.3774850070476532,0.39165373891592026
16,16777216,32,0.3793250024318695,0.3935443237423897
16,16777216,33,0.37864500284194946,0.3937846049666405
16,16777216,34,0.37836501002311707,0.39316434413194656
16,16777216,35,0.37740498781204224,0.3926251083612442
16,16777216,36,0.37924501299858093,0.39360392838716507
16,16777216,37,0.37868499755859375,0.3935741260647774
16,16777216,38,0.37812501192092896,0.3933338448405266
16,16777216,39,0.37868499755859375,0.3929445520043373
16,16777216,40,0.37840500473976135,0.39343442767858505
16,16777216,41,0.37812501192092896,0.39352569729089737
16,16777216,42,0.37812501192092896,0.39251428097486496
16,16777216,43,0.3778049945831299,0.3922535106539726
16,16777216,44,0.3783249855041504,0.39281323552131653
16,16777216,45,0.3798049986362457,0.39532408118247986
16,16777216,46,0.37836501002311707,0.3927256911993027
16,16777216,47,0.3788850009441376,0.39340369403362274
16,16777216,48,0.3785650134086609,0.39337482303380966
16,16777216,49,0.37844499945640564,0.39320439100265503
24,25165824,0,0.5696470141410828,0.6007803604006767
24,25165824,1,0.564848005771637,0.5800304934382439
24,25165824,2,0.5662869811058044,0.5810214206576347
24,25165824,3,0.5670070052146912,0.5827322602272034
24,25165824,4,0.5668879747390747,0.5805511027574539
24,25165824,5,0.566366970539093,0.580761581659317
24,25165824,6,0.5671669840812683,0.5828505381941795
24,25165824,7,0.566208004951477,0.5804412066936493
24,25165824,8,0.5676469802856445,0.5819620564579964
24,25165824,9,0.566806972026825,0.5796710029244423
24,25165824,10,0.5668079853057861,0.5813427269458771
24,25165824,11,0.5670869946479797,0.5824007093906403
24,25165824,12,0.5670070052146912,0.5817105993628502
24,25165824,13,0.5670080184936523,0.5820225924253464
24,25165824,14,0.5668479800224304,0.5820710211992264
24,25165824,15,0.5670469999313354,0.5815913900732994
24,25165824,16,0.5650079846382141,0.5793506279587746
24,25165824,17,0.5649279952049255,0.5785021930932999
24,25165824,18,0.5649669766426086,0.5795815959572792
24,25165824,19,0.5652080178260803,0.5799410864710808
