delta,cheap_comparator,learned_selection_coverage,transition_selection_coverage,cheap_selection_coverage,learned_minus_transition_selection_coverage,learned_minus_cheap_selection_coverage,learned_routed_mass_coverage,transition_routed_mass_coverage,cheap_routed_mass_coverage,learned_minus_transition_routed_mass_coverage,learned_minus_cheap_routed_mass_coverage,learned_complete_route_coverage,transition_complete_route_coverage,cheap_complete_route_coverage,learned_minus_transition_complete_route_coverage,learned_minus_cheap_complete_route_coverage,learned_minus_transition_selection_coverage_ci_low,learned_minus_transition_selection_coverage_ci_high,learned_minus_cheap_selection_coverage_ci_low,learned_minus_cheap_selection_coverage_ci_high,learned_minus_transition_routed_mass_coverage_ci_low,learned_minus_transition_routed_mass_coverage_ci_high,learned_minus_cheap_routed_mass_coverage_ci_low,learned_minus_cheap_routed_mass_coverage_ci_high,learned_minus_transition_complete_route_coverage_ci_low,learned_minus_transition_complete_route_coverage_ci_high,learned_minus_cheap_complete_route_coverage_ci_low,learned_minus_cheap_complete_route_coverage_ci_high,domain_selection_gains_json,check_absolute_selection,check_absolute_complete,check_transition_selection_noninferiority,check_transition_complete_noninferiority,check_cheap_selection_gain,check_all_domain_selection_gains_positive,pass
1,domain_static,0.9167692764945652,0.8596722146739131,0.6615574048913044,0.057097061820652106,0.25521187160326075,0.9306732882624087,0.8792296596195387,0.683782618978749,0.05144362864287,0.24689066928365966,0.7410411005434783,0.6000339673913043,0.26838485054347827,0.14100713315217395,0.47265625,0.054750923488451,0.059506623641304324,0.24536106275475544,0.26608196756114133,0.04909345300301249,0.0539103774920754,0.2364350088264631,0.25856957383777796,0.13569972826086962,0.1464419157608694,0.4633152173913045,0.48259171195652173,"{""code"":0.24991508152173902,""conversation"":0.2915251358695652,""general"":0.2053328804347826,""math"":0.27407438858695654}",True,True,True,True,True,True,True
2,domain_static,0.9111772017045455,0.8536709872159091,0.6680131392045454,0.057506214488636465,0.2431640625000001,0.9244974093003707,0.8726329586722633,0.6889656023545698,0.051864450628107406,0.2355318069458009,0.7327325994318181,0.5957919034090909,0.2775656960227273,0.13694069602272718,0.45516690340909083,0.054698597301136465,0.06060263893821028,0.23284357244318188,0.25502985174005677,0.04916265498508107,0.054913865436207125,0.22493518428368997,0.24799351692199706,0.13019353693181812,0.14351029829545459,0.44406849254261355,0.4655106977982955,"{""code"":0.2367720170454547,""conversation"":0.27623401988636376,""general"":0.19793146306818188,""math"":0.26171875}",True,True,True,True,True,True,True
3,domain_static,0.9001813616071429,0.8409481956845237,0.6687825520833334,0.05923316592261918,0.23139880952380953,0.914552506946382,0.8608622550964355,0.6886004266284761,0.05369025184994647,0.22595208031790592,0.7084263392857143,0.5678013392857142,0.28157552083333337,0.1406250000000001,0.42685081845238093,0.05655924479166663,0.06206984747023825,0.22140037899925602,0.24322248186383943,0.05101663782483059,0.05650404124032893,0.21565860680171428,0.23841051714760914,0.13467261904761907,0.1467633928571429,0.41648065476190477,0.43698846726190477,"{""code"":0.22386532738095244,""conversation"":0.2606956845238094,""general"":0.1911272321428571,""math"":0.24990699404761896}",True,True,True,True,True,True,True
