capacity_experts_per_layer,lookahead_layers,requested_complete_cold_set_coverage,realized_complete_cold_set_coverage,eligible_cold_waves,incomplete_cold_waves,correlation_block_waves,mean_incomplete_run_waves,max_incomplete_run_waves,requested_predicted_to_useful_amplification,realized_predicted_to_useful_amplification,useful_predicted_objects,false_predicted_objects,predicted_objects,miss_generation,evidence_coverage,evidence_demand
8,9,0.9,0.9000089694142972,55745,5574,4,4.427323272438443,12,1.25,1.2500009765968334,255991,63998,319989,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,9,0.9,0.9000089694142972,55745,5574,4,4.427323272438443,12,1.5,1.500001953193667,255991,127996,383987,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,9,0.9,0.9000089694142972,55745,5574,4,4.427323272438443,12,2.0,2.0,255991,255991,511982,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,9,0.9,0.9000089694142972,55745,5574,4,4.427323272438443,12,4.0,4.0,255991,767973,1023964,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,9,0.9,0.9000089694142972,55745,5574,4,4.427323272438443,12,8.0,8.0,255991,1791937,2047928,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,9,0.95,0.9500044847071486,55745,2787,4,4.190977443609023,12,1.0,1.0,270237,0,270237,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,9,0.95,0.9500044847071486,55745,2787,4,4.190977443609023,12,1.25,1.2499990748861185,270237,67559,337796,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,9,0.95,0.9500044847071486,55745,2787,4,4.190977443609023,12,1.5,1.499998149772237,270237,135118,405355,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,9,0.95,0.9500044847071486,55745,2787,4,4.190977443609023,12,2.0,2.0,270237,270237,540474,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,9,0.95,0.9500044847071486,55745,2787,4,4.190977443609023,12,4.0,4.0,270237,810711,1080948,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,9,0.95,0.9500044847071486,55745,2787,4,4.190977443609023,12,8.0,8.0,270237,1891659,2161896,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,9,0.99,0.9900080724728675,55745,557,4,4.036231884057971,8,1.0,1.0,281634,0,281634,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,9,0.99,0.9900080724728675,55745,557,4,4.036231884057971,8,1.25,1.249998224646172,281634,70408,352042,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,9,0.99,0.9900080724728675,55745,557,4,4.036231884057971,8,1.5,1.5,281634,140817,422451,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,9,0.99,0.9900080724728675,55745,557,4,4.036231884057971,8,2.0,2.0,281634,281634,563268,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,9,0.99,0.9900080724728675,55745,557,4,4.036231884057971,8,4.0,4.0,281634,844902,1126536,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,9,0.99,0.9900080724728675,55745,557,4,4.036231884057971,8,8.0,8.0,281634,1971438,2253072,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,9,0.999,0.9989954255987084,55745,56,4,4.0,4,1.0,1.0,284089,0,284089,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,9,0.999,0.9989954255987084,55745,56,4,4.0,4,1.25,1.2499991199940863,284089,71022,355111,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,9,0.999,0.9989954255987084,55745,56,4,4.0,4,1.5,1.4999982399881726,284089,142044,426133,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,9,0.999,0.9989954255987084,55745,56,4,4.0,4,2.0,2.0,284089,284089,568178,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,9,0.999,0.9989954255987084,55745,56,4,4.0,4,4.0,4.0,284089,852267,1136356,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,9,0.999,0.9989954255987084,55745,56,4,4.0,4,8.0,8.0,284089,1988623,2272712,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,12,0.5,0.5000157128940008,31821,15910,4,8.035353535353535,48,1.0,1.0,81855,0,81855,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,12,0.5,0.5000157128940008,31821,15910,4,8.035353535353535,48,1.25,1.250003054181174,81855,20464,102319,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,12,0.5,0.5000157128940008,31821,15910,4,8.035353535353535,48,1.5,1.5000061083623482,81855,40928,122783,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,12,0.5,0.5000157128940008,31821,15910,4,8.035353535353535,48,2.0,2.0,81855,81855,163710,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,12,0.5,0.5000157128940008,31821,15910,4,8.035353535353535,48,4.0,4.0,81855,245565,327420,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,12,0.5,0.5000157128940008,31821,15910,4,8.035353535353535,48,8.0,8.0,81855,572985,654840,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,12,0.75,0.7500078564470004,31821,7955,4,5.321070234113712,20,1.0,1.0,122261,0,122261,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,12,0.75,0.7500078564470004,31821,7955,4,5.321070234113712,20,1.25,1.2499979551942157,122261,30565,152826,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,12,0.75,0.7500078564470004,31821,7955,4,5.321070234113712,20,1.5,1.4999959103884313,122261,61130,183391,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,12,0.75,0.7500078564470004,31821,7955,4,5.321070234113712,20,2.0,2.0,122261,122261,244522,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,12,0.75,0.7500078564470004,31821,7955,4,5.321070234113712,20,4.0,4.0,122261,366783,489044,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,12,0.75,0.7500078564470004,31821,7955,4,5.321070234113712,20,8.0,8.0,122261,855827,978088,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,12,0.9,0.9000031425788002,31821,3182,4,4.352941176470588,16,1.0,1.0,146683,0,146683,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,12,0.9,0.9000031425788002,31821,3182,4,4.352941176470588,16,1.25,1.2500017043556513,146683,36671,183354,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,12,0.9,0.9000031425788002,31821,3182,4,4.352941176470588,16,1.5,1.5000034087113026,146683,73342,220025,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,12,0.9,0.9000031425788002,31821,3182,4,4.352941176470588,16,2.0,2.0,146683,146683,293366,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,12,0.9,0.9000031425788002,31821,3182,4,4.352941176470588,16,4.0,4.0,146683,440049,586732,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,12,0.9,0.9000031425788002,31821,3182,4,4.352941176470588,16,8.0,8.0,146683,1026781,1173464,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,12,0.95,0.9500015712894001,31821,1591,4,4.186842105263158,12,1.0,1.0,154723,0,154723,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,12,0.95,0.9500015712894001,31821,1591,4,4.186842105263158,12,1.25,1.2500016157908003,154723,38681,193404,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,12,0.95,0.9500015712894001,31821,1591,4,4.186842105263158,12,1.5,1.5000032315816008,154723,77362,232085,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,12,0.95,0.9500015712894001,31821,1591,4,4.186842105263158,12,2.0,2.0,154723,154723,309446,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,12,0.95,0.9500015712894001,31821,1591,4,4.186842105263158,12,4.0,4.0,154723,464169,618892,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,12,0.95,0.9500015712894001,31821,1591,4,4.186842105263158,12,8.0,8.0,154723,1083061,1237784,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,12,0.99,0.9900065994154803,31821,318,4,3.975,4,1.0,1.0,160998,0,160998,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,12,0.99,0.9900065994154803,31821,318,4,3.975,4,1.25,1.2500031056286414,160998,40250,201248,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,12,0.99,0.9900065994154803,31821,318,4,3.975,4,1.5,1.5,160998,80499,241497,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,12,0.99,0.9900065994154803,31821,318,4,3.975,4,2.0,2.0,160998,160998,321996,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,12,0.99,0.9900065994154803,31821,318,4,3.975,4,4.0,4.0,160998,482994,643992,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,12,0.99,0.9900065994154803,31821,318,4,3.975,4,8.0,8.0,160998,1126986,1287984,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,12,0.999,0.9989943747839477,31821,32,4,4.0,4,1.0,1.0,162428,0,162428,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,12,0.999,0.9989943747839477,31821,32,4,4.0,4,1.25,1.25,162428,40607,203035,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,12,0.999,0.9989943747839477,31821,32,4,4.0,4,1.5,1.5,162428,81214,243642,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,12,0.999,0.9989943747839477,31821,32,4,4.0,4,2.0,2.0,162428,162428,324856,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,12,0.999,0.9989943747839477,31821,32,4,4.0,4,4.0,4.0,162428,487284,649712,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,12,0.999,0.9989943747839477,31821,32,4,4.0,4,8.0,8.0,162428,1136996,1299424,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,15,0.5,0.4999373040752351,7975,3988,4,7.850393700787402,48,1.0,1.0,20918,0,20918,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,15,0.5,0.4999373040752351,7975,3988,4,7.850393700787402,48,1.25,1.2500239028587818,20918,5230,26148,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,15,0.5,0.4999373040752351,7975,3988,4,7.850393700787402,48,1.5,1.5,20918,10459,31377,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,15,0.5,0.4999373040752351,7975,3988,4,7.850393700787402,48,2.0,2.0,20918,20918,41836,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,15,0.5,0.4999373040752351,7975,3988,4,7.850393700787402,48,4.0,4.0,20918,62754,83672,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,15,0.5,0.4999373040752351,7975,3988,4,7.850393700787402,48,8.0,8.0,20918,146426,167344,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,15,0.75,0.7499686520376175,7975,1994,4,5.331550802139038,24,1.0,1.0,31464,0,31464,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,15,0.75,0.7499686520376175,7975,1994,4,5.331550802139038,24,1.25,1.25,31464,7866,39330,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,15,0.75,0.7499686520376175,7975,1994,4,5.331550802139038,24,1.5,1.5,31464,15732,47196,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,15,0.75,0.7499686520376175,7975,1994,4,5.331550802139038,24,2.0,2.0,31464,31464,62928,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,15,0.75,0.7499686520376175,7975,1994,4,5.331550802139038,24,4.0,4.0,31464,94392,125856,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,15,0.75,0.7499686520376175,7975,1994,4,5.331550802139038,24,8.0,8.0,31464,220248,251712,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,15,0.9,0.9000626959247648,7975,797,4,4.3791208791208796,12,1.0,1.0,37842,0,37842,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,15,0.9,0.9000626959247648,7975,797,4,4.3791208791208796,12,1.25,1.2499867871676973,37842,9460,47302,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,15,0.9,0.9000626959247648,7975,797,4,4.3791208791208796,12,1.5,1.5,37842,18921,56763,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,15,0.9,0.9000626959247648,7975,797,4,4.3791208791208796,12,2.0,2.0,37842,37842,75684,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,15,0.9,0.9000626959247648,7975,797,4,4.3791208791208796,12,4.0,4.0,37842,113526,151368,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,15,0.9,0.9000626959247648,7975,797,4,4.3791208791208796,12,8.0,8.0,37842,264894,302736,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,15,0.95,0.9499686520376176,7975,399,4,4.24468085106383,12,1.0,1.0,39986,0,39986,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,15,0.95,0.9499686520376176,7975,399,4,4.24468085106383,12,1.25,1.2499874956234682,39986,9996,49982,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,15,0.95,0.9499686520376176,7975,399,4,4.24468085106383,12,1.5,1.5,39986,19993,59979,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,15,0.95,0.9499686520376176,7975,399,4,4.24468085106383,12,2.0,2.0,39986,39986,79972,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,15,0.95,0.9499686520376176,7975,399,4,4.24468085106383,12,4.0,4.0,39986,119958,159944,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,15,0.95,0.9499686520376176,7975,399,4,4.24468085106383,12,8.0,8.0,39986,279902,319888,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,15,0.99,0.9899686520376175,7975,80,4,4.0,4,1.0,1.0,41692,0,41692,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,15,0.99,0.9899686520376175,7975,80,4,4.0,4,1.25,1.25,41692,10423,52115,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,15,0.99,0.9899686520376175,7975,80,4,4.0,4,1.5,1.5,41692,20846,62538,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,15,0.99,0.9899686520376175,7975,80,4,4.0,4,2.0,2.0,41692,41692,83384,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,15,0.99,0.9899686520376175,7975,80,4,4.0,4,4.0,4.0,41692,125076,166768,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,15,0.99,0.9899686520376175,7975,80,4,4.0,4,8.0,8.0,41692,291844,333536,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,15,0.999,0.9989968652037617,7975,8,4,4.0,4,1.0,1.0,42074,0,42074,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,15,0.999,0.9989968652037617,7975,8,4,4.0,4,1.25,1.249988116176261,42074,10518,52592,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,15,0.999,0.9989968652037617,7975,8,4,4.0,4,1.5,1.5,42074,21037,63111,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,15,0.999,0.9989968652037617,7975,8,4,4.0,4,2.0,2.0,42074,42074,84148,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,15,0.999,0.9989968652037617,7975,8,4,4.0,4,4.0,4.0,42074,126222,168296,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
8,15,0.999,0.9989968652037617,7975,8,4,4.0,4,8.0,8.0,42074,294518,336592,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,1,0.5,0.5,113846,56923,4,7.988071849564974,60,1.0,1.0,214284,0,214284,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,1,0.5,0.5,113846,56923,4,7.988071849564974,60,1.25,1.25,214284,53571,267855,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,1,0.5,0.5,113846,56923,4,7.988071849564974,60,1.5,1.5,214284,107142,321426,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,1,0.5,0.5,113846,56923,4,7.988071849564974,60,2.0,2.0,214284,214284,428568,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,1,0.5,0.5,113846,56923,4,7.988071849564974,60,4.0,4.0,214284,642852,857136,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,1,0.5,0.5,113846,56923,4,7.988071849564974,60,8.0,8.0,214284,1499988,1714272,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,1,0.75,0.7499956081021731,113846,28462,4,5.353018619522287,28,1.0,1.0,321320,0,321320,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,1,0.75,0.7499956081021731,113846,28462,4,5.353018619522287,28,1.25,1.25,321320,80330,401650,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,1,0.75,0.7499956081021731,113846,28462,4,5.353018619522287,28,1.5,1.5,321320,160660,481980,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,1,0.75,0.7499956081021731,113846,28462,4,5.353018619522287,28,2.0,2.0,321320,321320,642640,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,1,0.75,0.7499956081021731,113846,28462,4,5.353018619522287,28,4.0,4.0,321320,963960,1285280,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,1,0.75,0.7499956081021731,113846,28462,4,5.353018619522287,28,8.0,8.0,321320,2249240,2570560,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,1,0.9,0.8999964864817385,113846,11385,4,4.43859649122807,16,1.0,1.0,385229,0,385229,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,1,0.9,0.8999964864817385,113846,11385,4,4.43859649122807,16,1.25,1.2499993510353582,385229,96307,481536,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,1,0.9,0.8999964864817385,113846,11385,4,4.43859649122807,16,1.5,1.4999987020707164,385229,192614,577843,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,1,0.9,0.8999964864817385,113846,11385,4,4.43859649122807,16,2.0,2.0,385229,385229,770458,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,1,0.9,0.8999964864817385,113846,11385,4,4.43859649122807,16,4.0,4.0,385229,1155687,1540916,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,1,0.9,0.8999964864817385,113846,11385,4,4.43859649122807,16,8.0,8.0,385229,2696603,3081832,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,1,0.95,0.9500026351386961,113846,5692,4,4.206947524020695,12,1.0,1.0,406552,0,406552,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,1,0.95,0.9500026351386961,113846,5692,4,4.206947524020695,12,1.25,1.25,406552,101638,508190,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,1,0.95,0.9500026351386961,113846,5692,4,4.206947524020695,12,1.5,1.5,406552,203276,609828,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,1,0.95,0.9500026351386961,113846,5692,4,4.206947524020695,12,2.0,2.0,406552,406552,813104,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,1,0.95,0.9500026351386961,113846,5692,4,4.206947524020695,12,4.0,4.0,406552,1219656,1626208,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,1,0.95,0.9500026351386961,113846,5692,4,4.206947524020695,12,8.0,8.0,406552,2845864,3252416,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,1,0.99,0.9900040405460008,113846,1138,4,4.021201413427562,8,1.0,1.0,423492,0,423492,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,1,0.99,0.9900040405460008,113846,1138,4,4.021201413427562,8,1.25,1.25,423492,105873,529365,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,1,0.99,0.9900040405460008,113846,1138,4,4.021201413427562,8,1.5,1.5,423492,211746,635238,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,1,0.99,0.9900040405460008,113846,1138,4,4.021201413427562,8,2.0,2.0,423492,423492,846984,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,1,0.99,0.9900040405460008,113846,1138,4,4.021201413427562,8,4.0,4.0,423492,1270476,1693968,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,1,0.99,0.9900040405460008,113846,1138,4,4.021201413427562,8,8.0,8.0,423492,2964444,3387936,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,1,0.999,0.9989986472954693,113846,114,4,3.9310344827586206,4,1.0,1.0,427406,0,427406,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,1,0.999,0.9989986472954693,113846,114,4,3.9310344827586206,4,1.25,1.250001169847873,427406,106852,534258,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,1,0.999,0.9989986472954693,113846,114,4,3.9310344827586206,4,1.5,1.5,427406,213703,641109,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,1,0.999,0.9989986472954693,113846,114,4,3.9310344827586206,4,2.0,2.0,427406,427406,854812,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,1,0.999,0.9989986472954693,113846,114,4,3.9310344827586206,4,4.0,4.0,427406,1282218,1709624,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,1,0.999,0.9989986472954693,113846,114,4,3.9310344827586206,4,8.0,8.0,427406,2991842,3419248,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,2,0.5,0.5,105850,52925,4,7.953862338443042,60,1.0,1.0,195766,0,195766,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,2,0.5,0.5,105850,52925,4,7.953862338443042,60,1.25,1.2500025540696547,195766,48942,244708,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,2,0.5,0.5,105850,52925,4,7.953862338443042,60,1.5,1.5,195766,97883,293649,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,2,0.5,0.5,105850,52925,4,7.953862338443042,60,2.0,2.0,195766,195766,391532,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,2,0.5,0.5,105850,52925,4,7.953862338443042,60,4.0,4.0,195766,587298,783064,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,2,0.5,0.5,105850,52925,4,7.953862338443042,60,8.0,8.0,195766,1370362,1566128,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,2,0.75,0.7500047236655645,105850,26462,4,5.265021886191803,28,1.0,1.0,293504,0,293504,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,2,0.75,0.7500047236655645,105850,26462,4,5.265021886191803,28,1.25,1.25,293504,73376,366880,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,2,0.75,0.7500047236655645,105850,26462,4,5.265021886191803,28,1.5,1.5,293504,146752,440256,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,2,0.75,0.7500047236655645,105850,26462,4,5.265021886191803,28,2.0,2.0,293504,293504,587008,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,2,0.75,0.7500047236655645,105850,26462,4,5.265021886191803,28,4.0,4.0,293504,880512,1174016,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,2,0.75,0.7500047236655645,105850,26462,4,5.265021886191803,28,8.0,8.0,293504,2054528,2348032,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,2,0.9,0.9,105850,10585,4,4.428870292887029,16,1.0,1.0,352829,0,352829,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,2,0.9,0.9,105850,10585,4,4.428870292887029,16,1.25,1.249999291441463,352829,88207,441036,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,2,0.9,0.9,105850,10585,4,4.428870292887029,16,1.5,1.4999985828829263,352829,176414,529243,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,2,0.9,0.9,105850,10585,4,4.428870292887029,16,2.0,2.0,352829,352829,705658,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,2,0.9,0.9,105850,10585,4,4.428870292887029,16,4.0,4.0,352829,1058487,1411316,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,2,0.9,0.9,105850,10585,4,4.428870292887029,16,8.0,8.0,352829,2469803,2822632,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,2,0.95,0.9499952763344355,105850,5293,4,4.19746233148295,16,1.0,1.0,371939,0,371939,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,2,0.95,0.9499952763344355,105850,5293,4,4.19746233148295,16,1.25,1.2500006721532295,371939,92985,464924,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,2,0.95,0.9499952763344355,105850,5293,4,4.19746233148295,16,1.5,1.5000013443064588,371939,185970,557909,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,2,0.95,0.9499952763344355,105850,5293,4,4.19746233148295,16,2.0,2.0,371939,371939,743878,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,2,0.95,0.9499952763344355,105850,5293,4,4.19746233148295,16,4.0,4.0,371939,1115817,1487756,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,2,0.95,0.9499952763344355,105850,5293,4,4.19746233148295,16,8.0,8.0,371939,2603573,2975512,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,2,0.99,0.9899952763344355,105850,1059,4,4.041984732824427,8,1.0,1.0,387454,0,387454,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,2,0.99,0.9899952763344355,105850,1059,4,4.041984732824427,8,1.25,1.2500012904757727,387454,96864,484318,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,2,0.99,0.9899952763344355,105850,1059,4,4.041984732824427,8,1.5,1.5,387454,193727,581181,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,2,0.99,0.9899952763344355,105850,1059,4,4.041984732824427,8,2.0,2.0,387454,387454,774908,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,2,0.99,0.9899952763344355,105850,1059,4,4.041984732824427,8,4.0,4.0,387454,1162362,1549816,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,2,0.99,0.9899952763344355,105850,1059,4,4.041984732824427,8,8.0,8.0,387454,2712178,3099632,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,2,0.999,0.9989985829003306,105850,106,4,3.925925925925926,4,1.0,1.0,390986,0,390986,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,2,0.999,0.9989985829003306,105850,106,4,3.925925925925926,4,1.25,1.2499987211818326,390986,97746,488732,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,2,0.999,0.9989985829003306,105850,106,4,3.925925925925926,4,1.5,1.5,390986,195493,586479,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,2,0.999,0.9989985829003306,105850,106,4,3.925925925925926,4,2.0,2.0,390986,390986,781972,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,2,0.999,0.9989985829003306,105850,106,4,3.925925925925926,4,4.0,4.0,390986,1172958,1563944,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
16,2,0.999,0.9989985829003306,105850,106,4,3.925925925925926,4,8.0,8.0,390986,2736902,3127888,deterministic_block_correlated_wave_misses,assumed_predictor,trace_derived
