track,capacity_experts_per_layer,lookahead_layers,requested_complete_cold_set_coverage,realized_complete_cold_set_coverage,requested_amplification,realized_amplification,bandwidth_gbps,startup_latency_us,transfer_concurrency,expert_size_mib,expert_transfer_ms,fast_tier_expert_gib,offloaded_expert_gib,eligible_cold_demand_objects,useful_predicted_objects,false_predicted_objects,cold_demand_bytes,useful_predicted_bytes,false_predicted_bytes,candidate_movement_bytes,deadline_feasible_useful_bytes,late_useful_bytes,missed_or_unpredictable_bytes,mean_eligible_cold_objects_per_wave,cold_service_headroom,cold_service_pressure_with_amplification,mean_reactive_stall_ms,p50_reactive_stall_ms,p95_reactive_stall_ms,p99_reactive_stall_ms,mean_predictive_stall_ms,p50_predictive_stall_ms,p95_predictive_stall_ms,p99_predictive_stall_ms,mean_oracle_stall_ms,p50_oracle_stall_ms,p95_oracle_stall_ms,p99_oracle_stall_ms,mean_stall_reduction_vs_reactive,p99_stall_reduction_vs_reactive,mean_oracle_stall_reduction,mean_oracle_recovery,modeled_p99_tpot_ms,reactive_p99_tpot_ms,oracle_p99_tpot_ms,p99_tpot_ratio_vs_reactive,p99_tpot_slowdown_vs_all_resident,deadline_feasible_predicted_wave_fraction,deadline_feasible_useful_objects,late_useful_objects,missed_or_unpredictable_objects,tail_model,evidence_expert_and_timing,evidence_demand,evidence_predictor,evidence_hardware
AX1,8,1,0.999,0.9989968568180299,1.25,1.2499995728576676,256.0,2.755010047474471,1,12.0,0.05190701004747447,1.5,10.5,585911,585285,146321,7372466552832,7364589649920,1841144266752,9205733916672,7364589649920,0,596543275008,4.571144363999501,2.8454177483559615,0.43930280561517926,4.099519887027439,4.1006537937504834,5.7616781152696666,6.176934195649462,0.30718505047318906,0.31144206028484683,0.4152560803797958,0.4152560803797958,0.3031289041381848,0.31144206028484683,0.4152560803797958,0.4152560803797958,0.9250680423711937,0.9327731092436975,0.9260574622171224,0.9989315783455166,10.644231853237462,16.405909968507128,10.644231853237462,0.6488047218148939,1.0405960566923689,1.0,585285,0,47409,trace_ordered_per_token_wave_local,measured,trace_derived,assumed,hypothetical
AX1,8,1,0.999,0.9989968568180299,1.25,1.2499995728576676,512.0,2.755010047474471,1,12.0,0.02733101004747447,1.5,10.5,585911,585285,146321,7372466552832,7364589649920,1841144266752,9205733916672,7364589649920,0,596543275008,4.571144363999501,5.690835496711923,0.21965140280758963,2.158552748842443,2.1591497937504833,3.0337421152696664,3.252390195649462,0.1617445831158054,0.16398606028484683,0.21864808037979577,0.21864808037979577,0.1596088681876168,0.16398606028484683,0.21864808037979577,0.21864808037979577,0.9250680423711937,0.9327731092436975,0.9260574622171224,0.9989315783455166,10.447623853237461,13.481365968507127,10.447623853237461,0.7749677501258717,1.0213753639890293,1.0,585285,0,47409,trace_ordered_per_token_wave_local,measured,trace_derived,assumed,hypothetical
AX1,8,1,0.999,0.9989968568180299,1.5,1.4999991457153352,16.0,2.755010047474471,1,12.0,0.7891870100474745,1.5,10.5,585911,585285,292642,7372466552832,7364589649920,3682288533504,11046878183424,0,7364589649920,596543275008,4.571144363999501,0.1778386092722476,8.434613867811441,62.32853403257731,62.34577379375049,87.59975811526968,93.91325419564946,81.62063800796604,81.95602837845297,119.23750076375627,127.72887496120651,52.78204328663169,52.75610900669642,78.01009332821562,84.3235894085954,-0.30952282569818346,-0.3600729317196163,0.15316405068914252,-2.0208581864055186,137.95785073406418,104.14222996850712,94.55256518145306,1.324706132908648,13.486966221987926,0.0,0,585285,47409,trace_ordered_per_token_wave_local,measured,trace_derived,assumed,hypothetical
AX1,8,1,0.999,0.9989968568180299,1.5,1.4999991457153352,24.1354255944,2.755010047474471,1,12.0,0.5241011926861406,1.5,10.5,585911,585285,292642,7372466552832,7364589649920,3682288533504,11046878183424,24524095488,7340065554432,596543275008,4.571144363999501,0.2682631576188691,5.59152443188305,41.392545250950576,41.403994222205114,58.17523238816161,62.36804192965073,51.02908813815188,51.20607356453825,76.36293081347299,81.60394274033442,31.902242828773513,31.81432943515105,48.58556760110755,52.77837714259667,-0.23280865742316248,-0.3084256009252495,0.22927564286371394,-1.015409463104411,91.83291851319208,72.5970177025084,63.007352915454334,1.2649681959320904,8.977723728397956,0.016309077520417728,1949,583336,47409,trace_ordered_per_token_wave_local,measured,trace_derived,assumed,measured_anchor
AX1,8,1,0.999,0.9989968568180299,1.5,1.4999991457153352,32.0,2.755010047474471,1,12.0,0.3959710100474745,1.5,10.5,585911,585285,292642,7372466552832,7364589649920,3682288533504,11046878183424,24524095488,7340065554432,596543275008,4.571144363999501,0.3556772185444952,4.2173069339057205,31.273059821617377,31.281709793750487,43.95278211526967,47.12055019564946,36.26017727107285,36.34297237845298,55.34958086073175,59.3092909612065,21.845247054111304,21.692045006696425,34.36311732821561,37.530885408595395,-0.15947008312912647,-0.25867144409282394,0.3014675513455557,-0.5289792629998001,69.53826673406417,57.34952596850712,47.75986118145306,1.2125342896862017,6.798165161225842,0.016309077520417728,1949,583336,47409,trace_ordered_per_token_wave_local,measured,trace_derived,assumed,hypothetical
AX1,8,1,0.999,0.9989968568180299,1.5,1.4999991457153352,64.0,2.755010047474471,1,12.0,0.19936301004747448,1.5,10.5,585911,585285,292642,7372466552832,7364589649920,3682288533504,11046878183424,233413017600,7131176632320,596543275008,4.571144363999501,0.7113544370889904,2.1086534669528603,15.745322716137414,15.749677793750484,22.129294115269666,23.724198195649464,13.756299684670164,13.577666334114157,23.105868860731754,25.0994989612065,6.789252887186832,6.483041883727438,12.539629328215605,14.1345334085954,0.12632469129570112,-0.057970379197440636,0.5688082734418323,0.22208659260758695,35.328474734064166,33.95317396850713,24.363509181453068,1.0405058085830998,3.4537646308448005,0.09392154237515062,18550,566735,47409,trace_ordered_per_token_wave_local,measured,trace_derived,assumed,hypothetical
AX1,8,1,0.999,0.9989968568180299,1.5,1.4999991457153352,128.0,2.755010047474471,1,12.0,0.10105901004747447,1.5,10.5,585911,585285,292642,7372466552832,7364589649920,3682288533504,11046878183424,1910123790336,5454465859584,596543275008,4.571144363999501,1.4227088741779808,1.0543267334764301,7.981454163397431,7.983661793750484,11.217550115269667,12.026022195649462,3.231521047317528,2.8362169818028926,6.984012860731751,8.025371653234052,0.9394597362582698,0.7777033883522413,1.9288741248668257,2.469314334114158,0.5951212672325891,0.332666153224188,0.8822946649788973,0.6745153188099842,18.25434742609172,22.254997968507126,12.698290106971823,0.8202358612624141,1.7845723590947569,0.41605301914580267,151803,433482,47409,trace_ordered_per_token_wave_local,measured,trace_derived,assumed,hypothetical
AX1,8,1,0.999,0.9989968568180299,1.5,1.4999991457153352,256.0,2.755010047474471,1,12.0,0.05190701004747447,1.5,10.5,585911,585285,292642,7372466552832,7364589649920,3682288533504,11046878183424,7364589649920,0,596543275008,4.571144363999501,2.8454177483559615,0.5271633667382151,4.099519887027439,4.1006537937504834,5.7616781152696666,6.176934195649462,0.30718505047318906,0.31144206028484683,0.4152560803797958,0.4152560803797958,0.3031289041381848,0.31144206028484683,0.4152560803797958,0.4152560803797958,0.9250680423711937,0.9327731092436975,0.9260574622171224,0.9989315783455166,10.644231853237462,16.405909968507128,10.644231853237462,0.6488047218148939,1.0405960566923689,1.0,585285,0,47409,trace_ordered_per_token_wave_local,measured,trace_derived,assumed,hypothetical
AX1,8,1,0.999,0.9989968568180299,1.5,1.4999991457153352,512.0,2.755010047474471,1,12.0,0.02733101004747447,1.5,10.5,585911,585285,292642,7372466552832,7364589649920,3682288533504,11046878183424,7364589649920,0,596543275008,4.571144363999501,5.690835496711923,0.26358168336910753,2.158552748842443,2.1591497937504833,3.0337421152696664,3.252390195649462,0.1617445831158054,0.16398606028484683,0.21864808037979577,0.21864808037979577,0.1596088681876168,0.16398606028484683,0.21864808037979577,0.21864808037979577,0.9250680423711937,0.9327731092436975,0.9260574622171224,0.9989315783455166,10.447623853237461,13.481365968507127,10.447623853237461,0.7749677501258717,1.0213753639890293,1.0,585285,0,47409,trace_ordered_per_token_wave_local,measured,trace_derived,assumed,hypothetical
AX1,8,1,0.999,0.9989968568180299,2.0,2.0,16.0,2.755010047474471,1,12.0,0.7891870100474745,1.5,10.5,585911,585285,585285,7372466552832,7364589649920,7364589649920,14729179299840,0,7364589649920,596543275008,4.571144363999501,0.1778386092722476,11.246151823748589,62.32853403257731,62.34577379375049,87.59975811526968,93.91325419564946,110.44975474511784,110.36676074016206,160.87472938320042,171.9233475238651,52.78204328663169,52.75610900669642,78.01009332821562,84.3235894085954,-0.7720576371552228,-0.830661167013734,0.15316405068914252,-5.040723548910112,182.15232329672276,104.14222996850712,94.55256518145306,1.7490726226220246,17.807484086535766,0.0,0,585285,47409,trace_ordered_per_token_wave_local,measured,trace_derived,assumed,hypothetical
AX1,8,1,0.999,0.9989968568180299,2.0,2.0,24.1354255944,2.755010047474471,1,12.0,0.5241011926861406,1.5,10.5,585911,585285,585285,7372466552832,7364589649920,7364589649920,14729179299840,0,7364589649920,596543275008,4.571144363999501,0.2682631576188691,7.4553659091774,41.392545250950576,41.403994222205114,58.17523238816161,62.36804192965073,70.14655180616639,70.07371650123932,103.61619283315231,110.95360953075829,31.902242828773513,31.81432943515105,48.58556760110755,52.77837714259667,-0.6946663072031183,-0.779013836219367,0.22927564286371394,-3.0298303759027814,121.18258530361595,72.5970177025084,63.007352915454334,1.669250186009071,11.846991135238676,0.0,0,585285,47409,trace_ordered_per_token_wave_local,measured,trace_derived,assumed,measured_anchor
AX1,8,1,0.999,0.9989968568180299,2.0,2.0,32.0,2.755010047474471,1,12.0,0.3959710100474745,1.5,10.5,585911,585285,585285,7372466552832,7364589649920,7364589649920,14729179299840,0,7364589649920,596543275008,4.571144363999501,0.3556772185444952,5.623075911874294,31.273059821617377,31.281709793750487,43.95278211526967,47.12055019564946,50.66585380091612,50.59792874016206,75.94007338320043,81.48366752386508,21.845247054111304,21.692045006696425,34.36311732821561,37.530885408595395,-0.6201118179645968,-0.7292596793869419,0.3014675513455557,-2.056976995357609,91.71264329672275,57.34952596850712,47.75986118145306,1.5991874692579982,8.965965442999677,0.0,0,585285,47409,trace_ordered_per_token_wave_local,measured,trace_derived,assumed,hypothetical
AX1,8,1,0.999,0.9989968568180299,2.0,2.0,64.0,2.755010047474471,1,12.0,0.19936301004747448,1.5,10.5,585911,585285,585285,7372466552832,7364589649920,7364589649920,14729179299840,49048190976,7315541458944,596543275008,4.571144363999501,0.7113544370889904,2.811537955937147,15.745322716137414,15.749677793750484,22.129294115269666,23.724198195649464,20.890967390272294,20.91287575020953,33.472745383200426,36.26382752386507,6.789252887186832,6.483041883727438,12.539629328215605,14.1345334085954,-0.32680464966660216,-0.5285586144915582,0.5688082734418323,-0.5745427148749481,46.492803296722734,33.95317396850713,24.363509181453068,1.3693212699303632,4.545206121231633,0.032618155040835456,3898,581387,47409,trace_ordered_per_token_wave_local,measured,trace_derived,assumed,hypothetical
AX1,8,1,0.999,0.9989968568180299,2.0,2.0,128.0,2.755010047474471,1,12.0,0.10105901004747447,1.5,10.5,585911,585285,585285,7372466552832,7364589649920,7364589649920,14729179299840,891159576576,6473430073344,596543275008,4.571144363999501,1.4227088741779808,1.4057689779685736,7.981454163397431,7.983661793750484,11.217550115269667,12.026022195649462,6.393286571029294,6.07448177030448,12.239081383200425,13.653907523865069,0.9394597362582698,0.7777033883522413,1.9288741248668257,2.469314334114158,0.1989822355494314,-0.13536357257053044,0.8822946649788973,0.22552809559852732,23.882883296722735,22.254997968507126,12.698290106971823,1.0731469546984105,2.334826460347611,0.24664446378363905,70823,514462,47409,trace_ordered_per_token_wave_local,measured,trace_derived,assumed,hypothetical
AX1,8,1,0.999,0.9989968568180299,2.0,2.0,256.0,2.755010047474471,1,12.0,0.05190701004747447,1.5,10.5,585911,585285,585285,7372466552832,7364589649920,7364589649920,14729179299840,4856777539584,2507812110336,596543275008,4.571144363999501,2.8454177483559615,0.7028844889842868,4.099519887027439,4.1006537937504834,5.7616781152696666,6.176934195649462,0.7244540614834015,0.521696514820488,1.8272510090445795,2.4501351296142726,0.3031289041381848,0.31144206028484683,0.4152560803797958,0.4152560803797958,0.8232831937769418,0.6033412285110709,0.9260574622171224,0.8890195558771015,12.679110902471939,16.405909968507128,10.644231853237462,0.7728380154962954,1.2395288818764871,0.7729364707457491,385982,199303,47409,trace_ordered_per_token_wave_local,measured,trace_derived,assumed,hypothetical
AX1,8,1,0.999,0.9989968568180299,2.0,2.0,512.0,2.755010047474471,1,12.0,0.02733101004747447,1.5,10.5,585911,585285,585285,7372466552832,7364589649920,7364589649920,14729179299840,7364589649920,0,596543275008,4.571144363999501,5.690835496711923,0.3514422444921434,2.158552748842443,2.1591497937504833,3.0337421152696664,3.252390195649462,0.1617445831158054,0.16398606028484683,0.21864808037979577,0.21864808037979577,0.1596088681876168,0.16398606028484683,0.21864808037979577,0.21864808037979577,0.9250680423711937,0.9327731092436975,0.9260574622171224,0.9989315783455166,10.447623853237461,13.481365968507127,10.447623853237461,0.7749677501258717,1.0213753639890293,1.0,585285,0,47409,trace_ordered_per_token_wave_local,measured,trace_derived,assumed,hypothetical
AX1,8,1,0.999,0.9989968568180299,4.0,4.0,16.0,2.755010047474471,1,12.0,0.7891870100474745,1.5,10.5,585911,585285,1755855,7372466552832,7364589649920,22093768949760,29458358599680,0,7364589649920,596543275008,4.571144363999501,0.1778386092722476,22.492303647497177,62.32853403257731,62.34577379375049,87.59975811526968,93.91325419564946,225.76602466788307,226.3772512171408,326.6040014931701,348.7012377744994,52.78204328663169,52.75610900669642,78.01009332821562,84.3235894085954,-2.6221937218976104,-2.713014108190205,0.15316405068914252,-17.1201643603664,358.9302135473571,104.14222996850712,94.55256518145306,3.446538581475531,35.08955554472712,0.0,0,585285,47409,trace_ordered_per_token_wave_local,measured,trace_derived,assumed,hypothetical
AX1,8,1,0.999,0.9989968568180299,4.0,4.0,24.1354255944,2.755010047474471,1,12.0,0.5241011926861406,1.5,10.5,585911,585285,1755855,7372466552832,7364589649920,22093768949760,29458358599680,0,7364589649920,596543275008,4.571144363999501,0.2682631576188691,14.9107318183548,41.392545250950576,41.403994222205114,58.17523238816161,62.36804192965073,146.72839341428215,147.11659182610197,213.67744329724184,228.35227669245378,31.902242828773513,31.81432943515105,48.58556760110755,52.77837714259667,-2.5448023919455047,-2.661366777395838,0.22927564286371394,-11.0993141711882,238.58125246531145,72.5970177025084,63.007352915454334,3.2863781463169928,23.324060762601558,0.0,0,585285,47409,trace_ordered_per_token_wave_local,measured,trace_derived,assumed,measured_anchor
AX1,8,1,0.999,0.9989968568180299,4.0,4.0,32.0,2.755010047474471,1,12.0,0.3959710100474745,1.5,10.5,585911,585285,1755855,7372466552832,7364589649920,22093768949760,29458358599680,0,7364589649920,596543275008,4.571144363999501,0.3556772185444952,11.246151823748589,31.273059821617377,31.281709793750487,43.95278211526967,47.12055019564946,108.52527025719775,108.80566721714081,159.09398549317007,170.18117377449937,21.845247054111304,21.692045006696425,34.36311732821561,37.530885408595395,-2.470247902706984,-2.6116126205634127,0.3014675513455557,-8.194075586846408,180.41014954735704,57.34952596850712,47.75986118145306,3.145800187545183,17.637166570095015,0.0,0,585285,47409,trace_ordered_per_token_wave_local,measured,trace_derived,assumed,hypothetical
AX1,8,1,0.999,0.9989968568180299,4.0,4.0,64.0,2.755010047474471,1,12.0,0.19936301004747448,1.5,10.5,585911,585285,1755855,7372466552832,7364589649920,22093768949760,29458358599680,0,7364589649920,596543275008,4.571144363999501,0.7113544370889904,5.623075911874294,15.745322716137414,15.749677793750484,22.129294115269666,23.724198195649464,49.9048930518551,50.01987521714081,75.33897749317006,80.92114177449935,6.789252887186832,6.483041883727438,12.539629328215605,14.1345334085954,-2.1695058876568765,-2.4109115556680285,0.5688082734418323,-3.814125055757888,91.15011754735701,33.95317396850713,24.363509181453068,2.684583115319417,8.910972082778962,0.0,0,585285,47409,trace_ordered_per_token_wave_local,measured,trace_derived,assumed,hypothetical
AX1,8,1,0.999,0.9989968568180299,4.0,4.0,128.0,2.755010047474471,1,12.0,0.10105901004747447,1.5,10.5,585911,585285,1755855,7372466552832,7364589649920,22093768949760,29458358599680,49048190976,7315541458944,596543275008,4.571144363999501,1.4227088741779808,2.811537955937147,7.981454163397431,7.983661793750484,11.217550115269667,12.026022195649462,20.70908743982192,20.72803822718828,33.46147349317006,36.29112577449935,0.9394597362582698,0.7777033883522413,1.9288741248668257,2.469314334114158,-1.5946509264931712,-2.017716513747001,0.8822946649788973,-1.8073904215790673,46.520101547357015,22.254997968507126,12.698290106971823,2.090321536456092,4.5478748391209365,0.032618155040835456,3898,581387,47409,trace_ordered_per_token_wave_local,measured,trace_derived,assumed,hypothetical
AX1,8,1,0.999,0.9989968568180299,4.0,4.0,256.0,2.755010047474471,1,12.0,0.05190701004747447,1.5,10.5,585911,585285,1755855,7372466552832,7364589649920,22093768949760,29458358599680,891159576576,6473430073344,596543275008,4.571144363999501,2.8454177483559615,1.4057689779685736,4.099519887027439,4.1006537937504834,5.7616781152696666,6.176934195649462,6.45625608670619,6.171012987798523,12.522721493170064,13.97611777449935,0.3031289041381848,0.31144206028484683,0.4152560803797958,0.4152560803797958,-0.5748810262236876,-1.2626301870502372,0.9260574622171224,-0.6207833203431405,24.205093547357016,16.405909968507128,10.644231853237462,1.4753886613922205,2.366326217291924,0.24664446378363905,70823,514462,47409,trace_ordered_per_token_wave_local,measured,trace_derived,assumed,hypothetical
AX1,8,1,0.999,0.9989968568180299,4.0,4.0,512.0,2.755010047474471,1,12.0,0.02733101004747447,1.5,10.5,585911,585285,1755855,7372466552832,7364589649920,22093768949760,29458358599680,3276313460736,4088276189184,596543275008,4.571144363999501,5.690835496711923,0.7028844889842868,2.158552748842443,2.1591497937504833,3.0337421152696664,3.252390195649462,0.7595608544159811,0.5038291821027244,2.1733672880716526,2.8459447845468224,0.1596088681876168,0.16398606028484683,0.21864808037979577,0.21864808037979577,0.6481156854641115,0.12496821926419488,0.9260574622171224,0.6998655179695048,13.07492055740449,13.481365968507127,10.447623853237461,0.9698513183269332,1.2782238268760464,0.5977624179943768,260378,324907,47409,trace_ordered_per_token_wave_local,measured,trace_derived,assumed,hypothetical
AX1,8,1,0.999,0.9989968568180299,8.0,8.0,16.0,2.755010047474471,1,12.0,0.7891870100474745,1.5,10.5,585911,585285,4096995,7372466552832,7364589649920,51552127549440,58916717199360,0,7364589649920,596543275008,4.571144363999501,0.1778386092722476,44.984607294994355,62.32853403257731,62.34577379375049,87.59975811526968,93.91325419564946,456.39856451341353,456.81985815100336,658.0625457131093,702.257018275768,52.78204328663169,52.75610900669642,78.01009332821562,84.3235894085954,-6.322465891382385,-6.477719990543147,0.15316405068914252,-41.27904598327897,712.4859940486257,104.14222996850712,94.55256518145306,6.8414704991825435,69.65369846110983,0.0,0,585285,47409,trace_ordered_per_token_wave_local,measured,trace_derived,assumed,hypothetical
AX1,8,1,0.999,0.9989968568180299,8.0,8.0,24.1354255944,2.755010047474471,1,12.0,0.5241011926861406,1.5,10.5,585911,585285,4096995,7372466552832,7364589649920,51552127549440,58916717199360,0,7364589649920,596543275008,4.571144363999501,0.2682631576188691,29.8214636367096,41.392545250950576,41.403994222205114,58.17523238816161,62.36804192965073,299.8920766305137,300.15414009045503,433.79994422542086,463.1496110158448,31.902242828773513,31.81432943515105,48.58556760110755,52.77837714259667,-6.245074561430279,-6.42607265974878,0.22927564286371394,-27.23828176175904,473.3785867887025,72.5970177025084,63.007352915454334,6.520634066932837,46.27820001732733,0.0,0,585285,47409,trace_ordered_per_token_wave_local,measured,trace_derived,assumed,measured_anchor
AX1,8,1,0.999,0.9989968568180299,8.0,8.0,32.0,2.755010047474471,1,12.0,0.3959710100474745,1.5,10.5,585911,585285,4096995,7372466552832,7364589649920,51552127549440,58916717199360,0,7364589649920,596543275008,4.571144363999501,0.3556772185444952,22.492303647497177,31.273059821617377,31.281709793750487,43.95278211526967,47.12055019564946,224.24410316976105,224.42920215100338,325.40180971310934,347.57618627576795,21.845247054111304,21.692045006696425,34.36311732821561,37.530885408595395,-6.17052007219176,-6.376318502916355,0.3014675513455557,-20.46827276982401,357.8051620486256,57.34952596850712,47.75986118145306,6.239025624119552,34.979568824285685,0.0,0,585285,47409,trace_ordered_per_token_wave_local,measured,trace_derived,assumed,hypothetical
AX1,8,1,0.999,0.9989968568180299,8.0,8.0,64.0,2.755010047474471,1,12.0,0.19936301004747448,1.5,10.5,585911,585285,4096995,7372466552832,7364589649920,51552127549440,58916717199360,0,7364589649920,596543275008,4.571144363999501,0.7113544370889904,11.246151823748589,15.745322716137414,15.749677793750484,22.129294115269666,23.724198195649464,108.16687249793479,108.23387415100336,159.07144171310932,170.23577027576792,6.789252887186832,6.483041883727438,12.539629328215605,14.1345334085954,-5.869778057141652,-6.17561743802097,0.5688082734418323,-10.319431575113876,180.46474604862559,33.95317396850713,24.363509181453068,5.315106806097526,17.64250400587362,0.0,0,585285,47409,trace_ordered_per_token_wave_local,measured,trace_derived,assumed,hypothetical
AX1,8,1,0.999,0.9989968568180299,8.0,8.0,128.0,2.755010047474471,1,12.0,0.10105901004747447,1.5,10.5,585911,585285,4096995,7372466552832,7364589649920,51552127549440,58916717199360,0,7364589649920,596543275008,4.571144363999501,1.4227088741779808,5.623075911874294,7.981454163397431,7.983661793750484,11.217550115269667,12.026022195649462,50.12825716202167,50.136210151003354,75.90625771310934,81.56556227576792,0.9394597362582698,0.7777033883522413,1.9288741248668257,2.469314334114158,-5.280591999376187,-5.782422396099943,0.8822946649788973,-5.985066224448369,91.79453804862558,22.254997968507126,12.698290106971823,4.124670699971454,8.973971596667587,0.0,0,585285,47409,trace_ordered_per_token_wave_local,measured,trace_derived,assumed,hypothetical
AX1,8,1,0.999,0.9989968568180299,8.0,8.0,256.0,2.755010047474471,1,12.0,0.05190701004747447,1.5,10.5,585911,585285,4096995,7372466552832,7364589649920,51552127549440,58916717199360,49048190976,7315541458944,596543275008,4.571144363999501,2.8454177483559615,2.811537955937147,4.099519887027439,4.1006537937504834,5.7616781152696666,6.176934195649462,21.21797034306548,21.13928516105082,34.32366571310934,37.230458275767916,0.3031289041381848,0.31144206028484683,0.4152560803797958,0.4152560803797958,-4.175720798478825,-5.027336069403179,0.9260574622171224,-4.509137897859508,47.45943404862558,16.405909968507128,10.644231853237462,2.892825459833009,4.639705392064571,0.032618155040835456,3898,581387,47409,trace_ordered_per_token_wave_local,measured,trace_derived,assumed,hypothetical
AX1,8,1,0.999,0.9989968568180299,8.0,8.0,512.0,2.755010047474471,1,12.0,0.02733101004747447,1.5,10.5,585911,585285,4096995,7372466552832,7364589649920,51552127549440,58916717199360,295824261120,7068765388800,596543275008,4.571144363999501,5.690835496711923,1.4057689779685736,2.158552748842443,2.1591497937504833,3.0337421152696664,3.252390195649462,7.051261879001269,6.764976976047363,13.532369713109341,15.062906275767912,0.1596088681876168,0.16398606028484683,0.21864808037979577,0.21864808037979577,-2.2666618329260735,-3.631334301744209,0.9260574622171224,-2.4476470687891663,25.291882048625578,13.481365968507127,10.447623853237461,1.8760622705227474,2.4725722897630633,0.11467398580800643,23510,561775,47409,trace_ordered_per_token_wave_local,measured,trace_derived,assumed,hypothetical
AX1,8,2,0.5,0.5000044797649019,1.0,1.0,16.0,2.755010047474471,1,12.0,0.7891870100474745,1.5,10.5,540500,270436,0,6801063936000,3402872389632,0,3402872389632,24448598016,3378423791616,4558260535296,4.216858070153539,0.38556002737210676,2.593629860480565,62.32853403257731,62.34577379375049,87.59975811526968,93.91325419564946,53.53998276067955,53.50548912791578,79.73834337255444,86.84102646298169,44.752507527527904,44.445066191249566,69.69905051276876,76.01254659314854,0.14100365760735267,0.07530595966714348,0.281990051231799,0.5000306109787046,97.07000223583935,104.14222996850712,86.24152236600621,0.9320906827633091,9.489708881060428,0.03481642087910119,1943,268493,362258,trace_ordered_per_token_wave_local,measured,trace_derived,assumed,hypothetical
AX1,8,2,0.5,0.5000044797649019,1.0,1.0,24.1354255944,2.755010047474471,1,12.0,0.5241011926861406,1.5,10.5,540500,270436,0,6801063936000,3402872389632,0,3402872389632,146553176064,3256319213568,4558260535296,4.216858070153539,0.5816034595508943,1.7193845455668118,41.392545250950576,41.403994222205114,58.17523238816161,62.36804192965073,32.807845879632644,32.620797986973294,50.964339730988215,56.20535165784962,24.225236632669674,23.73370620593912,40.274524785660695,44.467334327149814,0.20739723346973415,0.0988116683020519,0.41474397175145095,0.5000608751319569,66.43432743070728,72.5970177025084,54.69631010000748,0.9151109719540425,6.4947194035779345,0.12175891913200854,11647,258789,362258,trace_ordered_per_token_wave_local,measured,trace_derived,assumed,measured_anchor
AX1,8,2,0.5,0.5000044797649019,1.0,1.0,32.0,2.755010047474471,1,12.0,0.3959710100474745,1.5,10.5,540500,270436,0,6801063936000,3402872389632,0,3402872389632,438124412928,2964747976704,4558260535296,4.216858070153539,0.7711200547442135,1.2968149302402825,31.273059821617377,31.281709793750487,43.95278211526967,47.12055019564946,22.962105064088803,22.60348281689438,37.22127494446261,41.79150918210273,14.653614540339417,14.015964781503063,26.052074512768755,29.219842593148545,0.2657544482354637,0.11309377737356618,0.5314300991356732,0.5000741370646697,52.020484954960395,57.34952596850712,39.44881836600621,0.9070778542010424,5.085600563547668,0.2601644954933969,34819,235617,362258,trace_ordered_per_token_wave_local,measured,trace_derived,assumed,hypothetical
AX1,8,2,0.5,0.5000044797649019,1.0,1.0,64.0,2.755010047474471,1,12.0,0.19936301004747448,1.5,10.5,540500,270436,0,6801063936000,3402872389632,0,3402872389632,2247836565504,1155035824128,4558260535296,4.216858070153539,1.542240109488427,0.6484074651201412,15.745322716137414,15.749677793750484,22.129294115269666,23.724198195649464,9.30642145258333,8.806447629491629,16.94585585403533,20.135664014794923,2.876137916611348,2.62619431801992,4.840169079428033,5.905934504470909,0.408940571091302,0.1512605042016807,0.8173338223380084,0.5003348202592607,30.36463978765259,33.95317396850713,16.134910277328576,0.8943093159955224,2.9684926880191083,0.7762287885032344,178642,91794,362258,trace_ordered_per_token_wave_local,measured,trace_derived,assumed,hypothetical
AX1,8,2,0.5,0.5000044797649019,1.0,1.0,128.0,2.755010047474471,1,12.0,0.10105901004747447,1.5,10.5,540500,270436,0,6801063936000,3402872389632,0,3402872389632,3402872389632,0,4558260535296,4.216858070153539,3.084480218976854,0.3242037325600706,7.981454163397431,7.983661793750484,11.217550115269667,12.026022195649462,4.569895751064537,4.345537432041402,8.387897833940382,10.206960014794921,1.1630301301107056,1.2127081205696937,1.5158851507121172,1.6169441607595916,0.4274356956127292,0.1512605042016807,0.8542834292722865,0.5003441258094359,20.43593578765259,22.254997968507126,11.845919933617257,0.9182627568230436,1.9978477065004727,1.0,270436,0,362258,trace_ordered_per_token_wave_local,measured,trace_derived,assumed,hypothetical
AX1,8,2,0.5,0.5000044797649019,1.0,1.0,256.0,2.755010047474471,1,12.0,0.05190701004747447,1.5,10.5,540500,270436,0,6801063936000,3402872389632,0,3402872389632,3402872389632,0,4558260535296,4.216858070153539,6.168960437953708,0.1621018662800353,4.099519887027439,4.1006537937504834,5.7616781152696666,6.176934195649462,2.347238752437649,2.232001432041402,4.308281833940381,5.2426080147949214,0.597367979567702,0.6228841205696937,0.7786051507121171,0.8305121607595916,0.4274356956127291,0.1512605042016807,0.8542834292722865,0.5003441258094357,15.471583787652587,16.405909968507128,11.059487933617257,0.9430494143483612,1.5125252157411548,1.0,270436,0,362258,trace_ordered_per_token_wave_local,measured,trace_derived,assumed,hypothetical
