phase,domain,layer_id,window_size,hotset_size,n_windows,mean_jaccard,min_jaccard,mean_static_coverage,mean_lagged_coverage,mean_oracle_coverage,mean_lagged_oracle_ratio
prefill,code,15,512,8,8,0.8793650793650795,0.6,0.48775809151785715,0.48789760044642855,0.4926060267857143,0.990375493007024
prefill,conversation,0,256,8,7,0.2749028749028749,0.06666666666666667,0.249267578125,0.22493489583333334,0.2848307291666667,0.7876649160076546
prefill,conversation,0,512,8,3,0.23809523809523808,0.14285714285714285,0.2442626953125,0.2056884765625,0.2611083984375,0.7886148007590132
prefill,conversation,1,256,8,7,0.14603174603174604,0.0,0.20125325520833334,0.15934244791666666,0.2548014322916667,0.6293008931368675
prefill,conversation,1,512,8,3,0.14871794871794872,0.06666666666666667,0.197021484375,0.16796875,0.22021484375,0.7674183979920942
prefill,conversation,2,256,8,7,0.19797979797979795,0.0,0.21248372395833334,0.16267903645833334,0.28076171875,0.5719260931846594
prefill,conversation,2,512,8,3,0.19999999999999998,0.06666666666666667,0.204833984375,0.159423828125,0.2467041015625,0.6570677850185912
prefill,conversation,3,256,8,7,0.17136197136197137,0.06666666666666667,0.21402994791666666,0.17268880208333334,0.2825520833333333,0.6110731435039426
prefill,conversation,3,512,8,3,0.34265734265734266,0.23076923076923078,0.211669921875,0.1788330078125,0.2388916015625,0.7513778517657652
prefill,conversation,4,256,8,7,0.2083028083028083,0.06666666666666667,0.24210611979166666,0.173828125,0.3089192708333333,0.5698283637604519
prefill,conversation,4,512,8,3,0.3939393939393939,0.3333333333333333,0.233154296875,0.2020263671875,0.2559814453125,0.7985023526611619
prefill,conversation,5,256,8,7,0.15714285714285714,0.0,0.23185221354166666,0.166015625,0.3282063802083333,0.49924539015547137
prefill,conversation,5,512,8,3,0.10476190476190475,0.06666666666666667,0.2147216796875,0.1563720703125,0.2628173828125,0.600477176127187
prefill,conversation,6,256,8,7,0.1948051948051948,0.14285714285714285,0.2552083333333333,0.19783528645833334,0.3602701822916667,0.5523037786062505
prefill,conversation,6,512,8,3,0.23076923076923078,0.23076923076923078,0.243896484375,0.183349609375,0.2969970703125,0.6185879975397592
prefill,conversation,7,256,8,7,0.221001221001221,0.06666666666666667,0.2508951822916667,0.18123372395833334,0.3203125,0.5666445163719371
prefill,conversation,7,512,8,3,0.34265734265734266,0.23076923076923078,0.230712890625,0.2015380859375,0.2567138671875,0.7843168291756364
prefill,conversation,8,256,8,7,0.21058201058201056,0.06666666666666667,0.2520345052083333,0.17488606770833334,0.3221028645833333,0.5360484781220061
prefill,conversation,8,512,8,3,0.3939393939393939,0.3333333333333333,0.246337890625,0.214599609375,0.2613525390625,0.8240998854829502
prefill,conversation,9,256,8,7,0.14603174603174604,0.0,0.21728515625,0.16455078125,0.3002115885416667,0.5403885928479423
prefill,conversation,9,512,8,3,0.23809523809523808,0.14285714285714285,0.2120361328125,0.1796875,0.2445068359375,0.7404163912756114
prefill,conversation,10,256,8,7,0.19788359788359788,0.06666666666666667,0.21761067708333334,0.16984049479166666,0.2806803385416667,0.6116589931980974
prefill,conversation,10,512,8,3,0.23809523809523808,0.14285714285714285,0.2005615234375,0.1751708984375,0.2257080078125,0.7764605052242386
prefill,conversation,11,256,8,7,0.23475783475783477,0.0,0.239013671875,0.17822265625,0.3230794270833333,0.5326319168813597
prefill,conversation,11,512,8,3,0.3939393939393939,0.3333333333333333,0.2171630859375,0.1888427734375,0.2554931640625,0.7526888726234968
prefill,conversation,12,256,8,7,0.22877492877492878,0.0,0.23494466145833334,0.185302734375,0.313720703125,0.5718172826313195
prefill,conversation,12,512,8,3,0.23076923076923078,0.23076923076923078,0.2138671875,0.17626953125,0.239013671875,0.7568578993821713
prefill,conversation,13,256,8,7,0.16984126984126982,0.0,0.21834309895833334,0.170166015625,0.2959798177083333,0.5775811723985133
prefill,conversation,13,512,8,3,0.2987012987012987,0.14285714285714285,0.2003173828125,0.1746826171875,0.2235107421875,0.7882590241204338
prefill,conversation,14,256,8,7,0.17777777777777778,0.0,0.1962890625,0.15462239583333334,0.2928873697916667,0.5307575758220333
prefill,conversation,14,512,8,3,0.07142857142857142,0.0,0.1988525390625,0.124755859375,0.2476806640625,0.5169656905314689
prefill,conversation,15,256,8,7,0.14163614163614163,0.0,0.21402994791666666,0.1591796875,0.2906087239583333,0.5461399265555229
prefill,conversation,15,512,8,3,0.10476190476190475,0.06666666666666667,0.2032470703125,0.148681640625,0.23876953125,0.6477477477477478
