phase,domain,layer_id,rank,expert_id,selections,probability
prefill,__all__,4,27,36,1730,0.015537433539301624
prefill,__all__,4,28,14,1630,0.014639315993677253
prefill,__all__,4,29,50,1612,0.014477654835464865
prefill,__all__,4,30,10,1603,0.014396824256358673
prefill,__all__,4,31,51,1593,0.014307012501796236
prefill,__all__,4,32,27,1516,0.013615461991665469
prefill,__all__,4,33,24,1465,0.01315742204339704
prefill,__all__,4,34,11,1454,0.01305862911337836
prefill,__all__,4,35,60,1443,0.012959836183359679
prefill,__all__,4,36,5,1388,0.012465871533266273
prefill,__all__,4,37,4,1387,0.01245689035781003
prefill,__all__,4,38,56,1373,0.012331153901422618
prefill,__all__,4,39,1,1231,0.01105582698663601
prefill,__all__,4,40,38,1218,0.010939071705704843
prefill,__all__,4,41,13,1216,0.010921109354792355
prefill,__all__,4,42,28,1198,0.010759448196579969
prefill,__all__,4,43,9,1178,0.010579824687455094
prefill,__all__,4,44,29,1144,0.010274464721942808
prefill,__all__,4,45,2,1130,0.010148728265555396
prefill,__all__,4,46,57,1118,0.010040954160080471
prefill,__all__,4,47,40,1093,0.009816424773674379
prefill,__all__,4,48,16,1072,0.009627820089093261
prefill,__all__,4,49,12,1058,0.00950208363270585
prefill,__all__,4,50,33,1047,0.009403290702687167
prefill,__all__,4,51,22,977,0.008774608420750108
prefill,__all__,4,52,20,932,0.008370455525219141
prefill,__all__,4,53,53,930,0.008352493174306653
prefill,__all__,4,54,3,915,0.008217775542462998
prefill,__all__,4,55,18,892,0.008011208506969392
prefill,__all__,4,56,63,881,0.007912415576950712
prefill,__all__,4,57,30,812,0.007292714470469895
prefill,__all__,4,58,44,789,0.0070861474349762895
prefill,__all__,4,59,31,776,0.006969392154045122
prefill,__all__,4,60,32,743,0.006673013363989079
prefill,__all__,4,61,46,700,0.006286822819370599
prefill,__all__,4,62,54,686,0.006161086362983187
prefill,__all__,4,63,15,522,0.004688173588159218
prefill,__all__,4,64,0,395,0.0035475643052162668
prefill,__all__,5,1,0,5799,0.052081836470757294
prefill,__all__,5,2,42,4722,0.04240911050438281
prefill,__all__,5,3,2,4189,0.03762214398620491
prefill,__all__,5,4,10,3575,0.03210770225607128
prefill,__all__,5,5,21,2835,0.025461632418450928
prefill,__all__,5,6,14,2794,0.025093404224744934
prefill,__all__,5,7,17,2618,0.02351271734444604
prefill,__all__,5,8,6,2568,0.023063658571633856
prefill,__all__,5,9,52,2567,0.02305467739617761
prefill,__all__,5,10,40,2557,0.022964865641615175
prefill,__all__,5,11,8,2418,0.0217164822531973
prefill,__all__,5,12,23,2207,0.019821454231929873
prefill,__all__,5,13,54,2177,0.019552018968242563
prefill,__all__,5,14,60,2142,0.019237677827274032
prefill,__all__,5,15,57,2139,0.0192107343009053
prefill,__all__,5,16,63,2128,0.01911194137088662
prefill,__all__,5,17,55,2124,0.019076016669061648
prefill,__all__,5,18,22,2117,0.01901314844086794
prefill,__all__,5,19,31,2111,0.018959261388130477
prefill,__all__,5,20,19,2071,0.018600014369880728
prefill,__all__,5,21,58,2069,0.018582052018968242
prefill,__all__,5,22,20,2047,0.01838446615893088
prefill,__all__,5,23,13,2021,0.018150955597068544
prefill,__all__,5,24,32,1945,0.017468386262394022
prefill,__all__,5,25,30,1864,0.016740911050438283
prefill,__all__,5,26,37,1778,0.015968529961201322
prefill,__all__,5,27,45,1722,0.015465584135651675
prefill,__all__,5,28,35,1710,0.01535781003017675
prefill,__all__,5,29,11,1653,0.014845883029170857
prefill,__all__,5,30,39,1650,0.014818939502802126
prefill,__all__,5,31,53,1642,0.014747090099152177
prefill,__all__,5,32,18,1637,0.01470218422187096
prefill,__all__,5,33,44,1586,0.01424414427360253
prefill,__all__,5,34,34,1561,0.014019614887196436
prefill,__all__,5,35,43,1500,0.013471763184365569
prefill,__all__,5,36,50,1495,0.013426857307084351
prefill,__all__,5,37,41,1485,0.013337045552521914
prefill,__all__,5,38,28,1475,0.013247233797959477
prefill,__all__,5,39,51,1421,0.012762250323322316
prefill,__all__,5,40,26,1392,0.01250179623509125
prefill,__all__,5,41,27,1364,0.012250323322316424
prefill,__all__,5,42,16,1243,0.011163601092110936
prefill,__all__,5,43,33,1160,0.010418163529242708
prefill,__all__,5,44,9,1132,0.010166690616467883
prefill,__all__,5,45,15,1071,0.009618838913637016
prefill,__all__,5,46,62,1035,0.009295516597212243
prefill,__all__,5,47,4,1024,0.009196723667193563
prefill,__all__,5,48,1,1015,0.009115893088087369
prefill,__all__,5,49,49,998,0.008963213105331226
prefill,__all__,5,50,7,970,0.008711740192556402
prefill,__all__,5,51,59,965,0.008666834315275183
prefill,__all__,5,52,56,892,0.008011208506969392
prefill,__all__,5,53,38,880,0.007903434401494467
prefill,__all__,5,54,48,871,0.007822603822388275
prefill,__all__,5,55,46,839,0.007535206207788476
prefill,__all__,5,56,24,798,0.0071669780140824835
prefill,__all__,5,57,61,779,0.006996335680413852
prefill,__all__,5,58,47,777,0.006978373329501365
prefill,__all__,5,59,5,776,0.006969392154045122
prefill,__all__,5,60,29,747,0.006708938065814054
prefill,__all__,5,61,12,725,0.006511352205776692
prefill,__all__,5,62,3,656,0.005891651099295876
prefill,__all__,5,63,36,562,0.005047420606408967
prefill,__all__,5,64,25,554,0.004975571202759017
prefill,__all__,6,1,18,6156,0.0552881161086363
prefill,__all__,6,2,52,4476,0.040199741342146864
prefill,__all__,6,3,57,4452,0.03998419313119701
prefill,__all__,6,4,42,3760,0.03376921971547636
prefill,__all__,6,5,61,3746,0.03364348325908895
prefill,__all__,6,6,5,3652,0.03279925276620204
prefill,__all__,6,7,36,3549,0.031874191694208936
prefill,__all__,6,8,62,2969,0.026665109929587583
prefill,__all__,6,9,24,2708,0.024321023135507977
prefill,__all__,6,10,2,2598,0.023333093835321166
prefill,__all__,6,11,55,2591,0.02327022560712746
prefill,__all__,6,12,20,2439,0.021905086937778418
prefill,__all__,6,13,40,2283,0.0205040235666044
prefill,__all__,6,14,16,2225,0.01998311539014226
prefill,__all__,6,15,26,2076,0.01864492024716195
prefill,__all__,6,16,1,2067,0.018564089668055755
prefill,__all__,6,17,48,2016,0.018106049719787326
prefill,__all__,6,18,9,2004,0.0179982756143124
prefill,__all__,6,19,59,1967,0.017665972122431383
prefill,__all__,6,20,0,1963,0.01763004742060641
prefill,__all__,6,21,3,1940,0.017423480385112804
prefill,__all__,6,22,45,1931,0.01734264980600661
prefill,__all__,6,23,47,1798,0.016148153470326197
prefill,__all__,6,24,35,1783,0.01601343583848254
prefill,__all__,6,25,21,1732,0.01555539589021411
prefill,__all__,6,26,38,1727,0.015510490012932893
prefill,__all__,6,27,12,1711,0.015366791205632993
prefill,__all__,6,28,15,1647,0.014791995976433396
prefill,__all__,6,29,28,1647,0.014791995976433396
prefill,__all__,6,30,6,1621,0.01455848541457106
prefill,__all__,6,31,49,1555,0.013965727834458975
prefill,__all__,6,32,39,1518,0.013633424342577957
prefill,__all__,6,33,63,1477,0.013265196148871965
prefill,__all__,6,34,13,1415,0.012708363270584853
prefill,__all__,6,35,25,1409,0.012654476217847392
prefill,__all__,6,36,17,1382,0.012411984480528812
prefill,__all__,6,37,4,1346,0.012088662164104038
prefill,__all__,6,38,44,1343,0.012061718637735306
prefill,__all__,6,39,58,1330,0.011944963356804138
prefill,__all__,6,40,30,1327,0.011918019830435408
prefill,__all__,6,41,54,1321,0.011864132777697945
prefill,__all__,6,42,53,1298,0.01165756574220434
prefill,__all__,6,43,23,1232,0.011064808162092255
prefill,__all__,6,44,8,1212,0.01088518465296738
prefill,__all__,6,45,50,1160,0.010418163529242708
prefill,__all__,6,46,22,1156,0.010382238827417732
prefill,__all__,6,47,10,1151,0.010337332950136514
prefill,__all__,6,48,27,960,0.008621928437993965
prefill,__all__,6,49,32,937,0.008415361402500359
prefill,__all__,6,50,19,936,0.008406380227044116
prefill,__all__,6,51,56,929,0.00834351199885041
prefill,__all__,6,52,29,928,0.008334530823394165
prefill,__all__,6,53,33,888,0.007975283805144418
prefill,__all__,6,54,7,775,0.006960410978588878
prefill,__all__,6,55,43,758,0.0068077309958327345
prefill,__all__,6,56,41,712,0.006394596924845524
prefill,__all__,6,57,11,685,0.006152105187526943
prefill,__all__,6,58,46,660,0.005927575801120851
prefill,__all__,6,59,37,652,0.005855726397470901
prefill,__all__,6,60,51,397,0.003565526656128754
prefill,__all__,6,61,31,394,0.003538583129760023
prefill,__all__,6,62,60,367,0.0032960913924414427
prefill,__all__,6,63,14,342,0.00307156200603535
prefill,__all__,6,64,34,158,0.0014190257220865067
prefill,__all__,7,1,4,5580,0.05011495904583992
prefill,__all__,7,2,17,5111,0.045902787756861615
prefill,__all__,7,3,35,3341,0.030006107199310246
prefill,__all__,7,4,46,3270,0.029368443741916942
prefill,__all__,7,5,2,3047,0.027365641615174595
prefill,__all__,7,6,38,3017,0.02709620635148728
prefill,__all__,7,7,1,2964,0.026620204052306366
prefill,__all__,7,8,29,2758,0.02477008190832016
prefill,__all__,7,9,21,2733,0.02454555252191407
prefill,__all__,7,10,48,2572,0.023099583273458832
prefill,__all__,7,11,23,2557,0.022964865641615175
prefill,__all__,7,12,5,2520,0.022632562149734158
prefill,__all__,7,13,37,2467,0.02215655985055324
prefill,__all__,7,14,58,2447,0.021976936341428367
prefill,__all__,7,15,26,2329,0.020917157637591607
prefill,__all__,7,16,32,2328,0.020908176462135365
prefill,__all__,7,17,0,2258,0.020279494180198303
prefill,__all__,7,18,56,2220,0.019938209512861044
prefill,__all__,7,19,54,2178,0.01956100014369881
prefill,__all__,7,20,44,2143,0.019246659002730277
prefill,__all__,7,21,61,2018,0.018124012070699812
prefill,__all__,7,22,18,2016,0.018106049719787326
prefill,__all__,7,23,41,1905,0.017109139244144273
prefill,__all__,7,24,39,1894,0.017010346314125593
prefill,__all__,7,25,31,1814,0.016291852277626095
prefill,__all__,7,26,45,1813,0.016282871102169853
prefill,__all__,7,27,63,1783,0.01601343583848254
prefill,__all__,7,28,19,1716,0.015411697082914212
prefill,__all__,7,29,36,1690,0.015178186521051875
prefill,__all__,7,30,43,1657,0.014881807730995832
prefill,__all__,7,31,47,1581,0.01419923839632131
